major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
41-0000	41-9000	41-9030	41-9031	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Sales Engineers	Ingenieros de Ventas	Sales Engineers	Ingenieros de Ventas	Ingenieros de Ventas
41-0000	41-9000	41-9040	41-9041	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Telemarketers	Representantes de Telemercadeo	Telemarketers	Representantes de Telemercadeo	Representantes de Telemercadeo
41-0000	41-9000	41-9090	41-9091	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Miscellaneous Sales and Related Workers	Trabajadores de Ventas Varios 	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	Trabajadores de Venta a Domicilio, Vendedores de Periódicos y Ambulantes y Trabajadores Relacionados	 Venta a Domicilio, Vendedores Ambulantes
41-0000	41-9000	41-9090	41-9099	Sales and Related Occupations	Ventas y Ocupaciones Relacionadas	Other Sales and Related Workers	Otros Trabajadores de Ventas	Otros Trabajadores de Ventas	Miscellaneous Sales and Related Workers	Trabajadores de Ventas Varios 	Sales and Related Workers, All Other	Todos los demás Trabajadores de Ventas y Ocupaciones Relacionadas	Otros Trabajadores Ventas
43-0000	43-1000	43-1010	43-1011	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Supervisors of Office and Administrative Support 	Supervisores de Empleados de  Oficina y de Apoyo Administrativo	Supervisores de Oficina y Apoyo Administrativo	First-Line Supervisors of Office and Administrative Support Workers	Supervisores Directos de Empleados de Oficina y de Apoyo Administrativo	First-Line Supervisors of Office and Administrative Support Workers	Supervisores Directos de Empleados de Oficina y de Apoyo Administrativo	Supervisores Empleados Oficina, Apoyo Administrativo
43-0000	43-2000	43-2010	43-2011	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Communications Equipment Operators	Operadores de Equipos de Comunicaciones 	Operadores de Equipos de Comunicaciones	Switchboard Operators, Including Answering Service	Operadores de Sistema Telefónico Central, Incluye Servicio de Contestación de Llamadas	Switchboard Operators, Including Answering Service	Operadores de Sistema Telefónico Central, Incluye Servicio de Contestación de Llamadas	Operadores de Sistema Telefónico Central
43-0000	43-2000	43-2020	43-2021	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Communications Equipment Operators	Operadores de Equipos de Comunicaciones 	Operadores de Equipos de Comunicaciones	Telephone Operators	Operadores Telefónicos	Telephone Operators	Operadores Telefónicos	Operadores Telefónicos
43-0000	43-2000	43-2090	43-2099	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Communications Equipment Operators	Operadores de Equipos de Comunicaciones 	Operadores de Equipos de Comunicaciones	Miscellaneous Communications Equipment Operators	Operadores de Equipos de Comunicaciones Varios	Communications Equipment Operators, All Other	Todos los demás Operadores de Equipos de Comunicaciones	Otros  Operadores de Equipos de Comunicaciones
43-0000	43-3000	43-3010	43-3011	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Bill and Account Collectors	Cobradores de Cuentas y Facturas	Bill and Account Collectors	Cobradores de Cuentas y Facturas	Cobradores de Cuentas y Facturas
43-0000	43-3000	43-3020	43-3021	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Billing and Posting Clerks	Oficinistas de Facturación y Registro de Facturas	Billing and Posting Clerks	Oficinistas de Facturación y Registro de Facturas	Oficinistas de Facturación y Registro de Facturas
43-0000	43-3000	43-3030	43-3031	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Bookkeeping, Accounting, and Auditing Clerks	Empleados de Teneduría de Libros, Contabilidad y Auditoría	Bookkeeping, Accounting, and Auditing Clerks	Empleados de Teneduría de Libros, Contabilidad y Auditoría	Teneduría de Libros, Contabilidad, Auditoría
43-0000	43-3000	43-3040	43-3041	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Gaming Cage Workers	Tesoreros de Salas de Juego	Gaming Cage Workers	Tesoreros de Salas de Juego	Tesoreros de Salas de Juego
43-0000	43-3000	43-3050	43-3051	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Payroll and Timekeeping Clerks	Oficinistas de Nómina y de Registro de Horas Trabajadas	Payroll and Timekeeping Clerks	Oficinistas de Nómina y de Registro de Horas Trabajadas	Oficinistas Nómina y Registro de Horas Trabajadas
43-0000	43-3000	43-3060	43-3061	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Procurement Clerks	Oficinistas Auxiliares de Compras	Procurement Clerks	Oficinistas Auxiliares de Compras	Oficinistas Auxiliares de Compras
43-0000	43-3000	43-3070	43-3071	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Tellers	Cajeros de Instituciones Financieras	Tellers	Cajeros de Instituciones Financieras	Cajeros de Instituciones Financieras
43-0000	43-3000	43-3090	43-3099	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Financial Clerks	Empleados de Oficina y Servicios Financieros	Oficinistas de Servicios Financieros	Miscellaneous Financial Clerks	Empleados de Oficina y Servicios Financieros Varios 	Financial Clerks, All Other	Todos los demás Empleados de Oficina de Servicios Financieros	Otros Empleados de Oficina Servicios Financieros
43-0000	43-4000	43-4010	43-4011	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Brokerage Clerks	Oficinistas de Corretaje	Brokerage Clerks	Oficinistas de Corretaje	Oficinistas de Corretaje
43-0000	43-4000	43-4020	43-4021	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Correspondence Clerks	Oficinistas de Correspondencia	Correspondence Clerks	Oficinistas de Correspondencia	Oficinistas de Correspondencia
43-0000	43-4000	43-4030	43-4031	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Court, Municipal, and License Clerks	Oficinistas Judiciales, Municipales y de Otorgamiento de Licencias	Court, Municipal, and License Clerks	Oficinistas Judiciales, Municipales y de Otorgamiento de Licencias	Oficinistas Judiciales, Municipales y Otorgar Licencias
43-0000	43-4000	43-4040	43-4041	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Credit Authorizers, Checkers, and Clerks	Autorizadores, Verificadores y Empleados de Crédito	Credit Authorizers, Checkers, and Clerks	Autorizadores, Verificadores y Empleados de Crédito	Autorizadores, Verificadores, Empleados de Crédito
43-0000	43-4000	43-4050	43-4051	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Customer Service Representatives	Representantes del Servicio al Cliente	Customer Service Representatives	Representantes del Servicio al Cliente	Representantes del Servicio al Cliente
43-0000	43-4000	43-4060	43-4061	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Eligibility Interviewers, Government Programs	Entrevistadores de Determinación de Elegibilidad para Programas del Gobierno	Eligibility Interviewers, Government Programs	Entrevistadores de Determinación de Elegibilidad para Programas del Gobierno	Entrevistadores Elegibilidad Programas de Gobierno
43-0000	43-4000	43-4070	43-4071	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	File Clerks	Oficinistas de Archivo	File Clerks	Oficinistas de Archivo	Oficinistas de Archivo
43-0000	43-4000	43-4080	43-4081	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Hotel, Motel, and Resort Desk Clerks	Empleados de Recepción de Hotel, Motel y Centro Turístico	Hotel, Motel, and Resort Desk Clerks	Empleados de Recepción de Hotel, Motel y Centro Turístico	 Recepción de Hotel, Motel y Centro Turístico
43-0000	43-4000	43-4110	43-4111	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Interviewers, Except Eligibility and Loan	Entrevistadores, Excepto de Determinación de Elegibilidad y Otorgamiento de Préstamos	Interviewers, Except Eligibility and Loan	Entrevistadores, Excepto de Determinación de Elegibilidad y Otorgamiento de Préstamos	Entrevistadores, no Elegir y Otorgar de Préstamos
43-0000	43-4000	43-4120	43-4121	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Library Assistants, Clerical	Asistentes de Oficina de Biblioteca	Library Assistants, Clerical	Asistentes de Oficina de Biblioteca	Asistentes de Oficina de Biblioteca
43-0000	43-4000	43-4130	43-4131	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Loan Interviewers and Clerks	Entrevistadores y Empleados de Préstamos Financieros	Loan Interviewers and Clerks	Entrevistadores y Empleados de Préstamos Financieros	Entrevistadores y Empleados Préstamos Financieros
43-0000	43-4000	43-4140	43-4141	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	New Accounts Clerks	Oficinistas de Apertura de Cuentas	New Accounts Clerks	Oficinistas de Apertura de Cuentas	Oficinistas de Apertura de Cuentas
43-0000	43-4000	43-4150	43-4151	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Order Clerks	Empleados de Órdenes de Pedido	Order Clerks	Empleados de Órdenes de Pedido	Empleados de Órdenes de Pedido
43-0000	43-4000	43-4160	43-4161	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Human Resources Assistants, Except Payroll and Timekeeping	Asistentes de Recursos Humanos, Excepto de Nómina y de Registro de Horas Trabajadas	Human Resources Assistants, Except Payroll and Timekeeping	Asistentes de Recursos Humanos, Excepto de Nómina y de Registro de Horas Trabajadas	Asistentes Recursos Humanos, no Nómina 
43-0000	43-4000	43-4170	43-4171	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Receptionists and Information Clerks	Recepcionistas y Oficinistas de Información	Receptionists and Information Clerks	Recepcionistas y Oficinistas de Información	Recepcionistas y Oficinistas de Información
43-0000	43-4000	43-4180	43-4181	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Reservation and Transportation Ticket Agents and Travel Clerks	Agentes de Reservación y Venta de Boletos de Transporte y Empleados de Oficina de Viajes	Reservation and Transportation Ticket Agents and Travel Clerks	Agentes de Reservación y Venta de Boletos de Transporte y Empleados de Oficina de Viajes	Agentes Reservación y Venta Boletos Transporte, Empleados Oficina Viajes
43-0000	43-4000	43-4190	43-4199	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Information and Record Clerks	Empleados de Información y Registro	Empleados de Información y Registro	Miscellaneous Information and Record Clerks	Empleados de Información y Registro Varios	Information and Record Clerks, All Other	Todos los demás Empleados de Información y Registro	Otros demás Empleados de Información y Registro
43-0000	43-5000	43-5010	43-5011	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Material Recording and Distributing Workers	Trabajadores de Registro, Planificación, Despacho y Dritribución de Materiales	Trabajadores de Registro y Distribución de Materiales	Cargo and Freight Agents	Agentes de Carga y Flete	Cargo and Freight Agents	Agentes de Carga y Flete	Agentes de Carga y Flete
43-0000	43-5000	43-5020	43-5021	Office and Administrative Support Occupations	Ocupaciones de Oficina y Apoyo Administrativo	Material Recording and Distributing Workers	Trabajadores de Registro, Planificación, Despacho y Dritribución de Materiales	Trabajadores de Registro y Distribución de Materiales	Couriers and Messengers	Mensajeros y Repartidores	Couriers and Messengers	Mensajeros y Repartidores	Mensajeros y Repartidores
