"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
1126,"6741","Universal plates of iron or steel","4digit","Universal plates of iron or steel","","Universal plates of iron or steel","",387.0
1127,"6744","Sheet, plates, rolled of thickness 4,75mm plus, of iron or steel","4digit","Sheet, plates, rolled of thickness 4,75mm plus, of iron or steel","","Sheet, plates, rolled of thickness 4,75mm plus, of iron or steel","",387.0
1128,"6745","Sheet, plates, rolled of thickness 3mm to 4,75mm, of iron or steel","4digit","Sheet, plates, rolled of thickness 3mm to 4,75mm, of iron or steel","","Sheet, plates, rolled of thickness 3mm to 4,75mm, of iron or steel","",387.0
1129,"6746","Sheet, plates, rolled of thickness less 3mm, of iron or steel","4digit","Sheet, plates, rolled of thickness less 3mm, of iron or steel","","Sheet, plates, rolled of thickness less 3mm, of iron or steel","",387.0
1130,"6747","Tinned sheets, plates of steel (not of high carbon or alloy steel)","4digit","Tinned sheets, plates of steel (not of high carbon or alloy steel)","","Tinned sheets, plates of steel (not of high carbon or alloy steel)","",387.0
1131,"6749","Other sheet and plates, of iron or steel, worked","4digit","Other sheet and plates, of iron or steel, worked","","Other sheet and plates, of iron or steel, worked","",387.0
1132,"6750","Hoop and strip of iron or steel, hot-rolled or cold-rolled","4digit","Hoop and strip of iron or steel, hot-rolled or cold-rolled","","Hoop and strip of iron or steel, hot-rolled or cold-rolled","",388.0
1133,"6760","Rails and railway track construction materials, of iron or steel","4digit","Rails and railway track construction materials, of iron or steel","","Rails and railway track construction materials, of iron or steel","",389.0
1134,"6770","Iron or steel wire (excluding wire rod), not insulated","4digit","Iron or steel wire (excluding wire rod), not insulated","","Iron or steel wire (excluding wire rod), not insulated","",390.0
1135,"6781","Tubes and pipes, of cast iron","4digit","Tubes and pipes, of cast iron","","Tubes and pipes, of cast iron","",391.0
1136,"6782","Seamless tubes, pipes; blanks for tubes and pipes, of iron or steel","4digit","Seamless tubes, pipes; blanks for tubes and pipes, of iron or steel","","Seamless tubes, pipes; blanks for tubes and pipes, of iron or steel","",391.0
1137,"6783","Other tubes and pipes, of iron or steel","4digit","Other tubes and pipes, of iron or steel","","Other tubes and pipes, of iron or steel","",391.0
1138,"6784","High-pressure hydro-electric conduit of steel","4digit","High-pressure hydro-electric conduit of steel","","High-pressure hydro-electric conduit of steel","",391.0
1139,"6785","Tube and pipes fittings, of iron or steel","4digit","Tube and pipes fittings, of iron or steel","","Tube and pipes fittings, of iron or steel","",391.0
1140,"6793","Steel and iron forging and stampings, in the rough state","4digit","Steel and iron forging and stampings, in the rough state","","Steel and iron forging and stampings, in the rough state","",392.0
1141,"6794","Castings of iron or steel, in rough state","4digit","Castings of iron or steel, in rough state","","Castings of iron or steel, in rough state","",392.0
1142,"6811","Silver, unwrought, unworked, or semi-manufactured","4digit","Silver, unwrought, unworked, or semi-manufactured","","Silver, unwrought, unworked, or semi-manufactured","",393.0
1143,"6812","Metals of platinum group, unwrought, unworked, or semi-manufactured","4digit","Metals of platinum group, unwrought, unworked, or semi-manufactured","","Metals of platinum group, unwrought, unworked, or semi-manufactured","",393.0
1144,"6821","Copper and copper alloys, refined or not, unwrought","4digit","Copper and copper alloys, refined or not, unwrought","","Copper and copper alloys, refined or not, unwrought","",394.0
1145,"6822","Copper and copper alloys, worked","4digit","Copper and copper alloys, worked","","Copper and copper alloys, worked","",394.0
1146,"6831","Nickel and nickel alloys, unwrought","4digit","Nickel and nickel alloys, unwrought","","Nickel and nickel alloys, unwrought","",395.0
1147,"6832","Nickel and nickel alloys, worked","4digit","Nickel and nickel alloys, worked","","Nickel and nickel alloys, worked","",395.0
1148,"6841","Aluminium and aluminium alloys, unwrought","4digit","Aluminium and aluminium alloys, unwrought","","Aluminium and aluminium alloys, unwrought","",396.0
1149,"6842","Aluminium and aluminium alloys, worked","4digit","Aluminium and aluminium alloys, worked","","Aluminium and aluminium alloys, worked","",396.0
1150,"6851","Lead, and lead alloys, unwrought","4digit","Lead, and lead alloys, unwrought","","Lead, and lead alloys, unwrought","",397.0
1151,"6852","Lead and lead alloys, worked","4digit","Lead and lead alloys, worked","","Lead and lead alloys, worked","",397.0
1152,"6861","Zinc and zinc alloys, unwrought","4digit","Zinc and zinc alloys, unwrought","","Zinc and zinc alloys, unwrought","",398.0
1153,"6863","Zinc and zinc alloys worked","4digit","Zinc and zinc alloys worked","","Zinc and zinc alloys worked","",398.0
1154,"6871","Tin and tin alloys, unwrought","4digit","Tin and tin alloys, unwrought","","Tin and tin alloys, unwrought","",399.0
1155,"6872","Tin and tin alloys worked","4digit","Tin and tin alloys worked","","Tin and tin alloys worked","",399.0
1156,"6880","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","4digit","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","",400.0
1157,"6891","Tungsten, molybdenum, tantalum, magnesium, unwrought; waste, scrap","4digit","Tungsten, molybdenum, tantalum, magnesium, unwrought; waste, scrap","","Tungsten, molybdenum, tantalum, magnesium, unwrought; waste, scrap","",401.0
1158,"6899","Base metals, nes and cermets, unwrought (including waste and scrap)","4digit","Base metals, nes and cermets, unwrought (including waste and scrap)","","Base metals, nes and cermets, unwrought (including waste and scrap)","",401.0
1159,"6911","Structures and parts of, of iron, steel; plates, rods, and the like","4digit","Structures and parts of, of iron, steel; plates, rods, and the like","","Structures and parts of, of iron, steel; plates, rods, and the like","",402.0
1160,"6912","Structures and parts of, of aluminium; plates, rods, and the like","4digit","Structures and parts of, of aluminium; plates, rods, and the like","","Structures and parts of, of aluminium; plates, rods, and the like","",402.0
1161,"6921","Iron, steel, aluminium reservoirs, tanks, etc, capacity 300 lt plus","4digit","Iron, steel, aluminium reservoirs, tanks, etc, capacity 300 lt plus","","Iron, steel, aluminium reservoirs, tanks, etc, capacity 300 lt plus","",403.0
1162,"6924","Cask, drums, etc, of iron, steel, aluminium, for packing goods","4digit","Cask, drums, etc, of iron, steel, aluminium, for packing goods","","Cask, drums, etc, of iron, steel, aluminium, for packing goods","",403.0
1163,"6931","Wire, cables, cordage, ropes, plaited bans, sling and the like","4digit","Wire, cables, cordage, ropes, plaited bans, sling and the like","","Wire, cables, cordage, ropes, plaited bans, sling and the like","",404.0
1164,"6932","Barbed iron or steel wire: fencing wire","4digit","Barbed iron or steel wire: fencing wire","","Barbed iron or steel wire: fencing wire","",404.0
1165,"6935","Gauze, cloth, grill, netting, reinforced fabric and the like","4digit","Gauze, cloth, grill, netting, reinforced fabric and the like","","Gauze, cloth, grill, netting, reinforced fabric and the like","",404.0
1166,"6940","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","4digit","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","",405.0
1167,"6951","Hand tools, used in agriculture, horticulture or forestry","4digit","Hand tools, used in agriculture, horticulture or forestry","","Hand tools, used in agriculture, horticulture or forestry","",406.0
1168,"6953","Other hand tools","4digit","Other hand tools","","Other hand tools","",406.0
1169,"6954","Interchangeable tools for hand or machine tools (tips, blades, etc)","4digit","Interchangeable tools for hand or machine tools (tips, blades, etc)","","Interchangeable tools for hand or machine tools (tips, blades, etc)","",406.0
1170,"6960","Cutlery","4digit","Cutlery","","Cutlery","",407.0
1171,"6973","Domestic, non-electric, heating, cooking apparatus, and parts, nes","4digit","Domestic, non-electric, heating, cooking apparatus, and parts, nes","","Domestic, non-electric, heating, cooking apparatus, and parts, nes","",408.0
1172,"6974","Base metal domestic articles, nes, and parts thereof, nes","4digit","Base metal domestic articles, nes, and parts thereof, nes","","Base metal domestic articles, nes, and parts thereof, nes","",408.0
1173,"6975","Base metal indoors sanitary ware, and parts thereof, nes","4digit","Base metal indoors sanitary ware, and parts thereof, nes","","Base metal indoors sanitary ware, and parts thereof, nes","",408.0
1174,"6978","Household appliances, decorative article, etc, of base metal, nes","4digit","Household appliances, decorative article, etc, of base metal, nes","","Household appliances, decorative article, etc, of base metal, nes","",408.0
1175,"6991","Locksmiths wares, safes, etc, and hardware, nes, of base metal","4digit","Locksmiths wares, safes, etc, and hardware, nes, of base metal","","Locksmiths wares, safes, etc, and hardware, nes, of base metal","",409.0
1176,"6992","Chain and parts thereof, of iron or steel","4digit","Chain and parts thereof, of iron or steel","","Chain and parts thereof, of iron or steel","",409.0
1177,"6993","Pins, needles, etc, of iron, steel; metal fittings for clothing","4digit","Pins, needles, etc, of iron, steel; metal fittings for clothing","","Pins, needles, etc, of iron, steel; metal fittings for clothing","",409.0
1178,"6994","Springs and leaves for springs, of iron, steel or copper","4digit","Springs and leaves for springs, of iron, steel or copper","","Springs and leaves for springs, of iron, steel or copper","",409.0
1179,"6996","Miscellaneous articles of base metal","4digit","Miscellaneous articles of base metal","","Miscellaneous articles of base metal","",409.0
1180,"6997","Articles of iron or steel, nes","4digit","Articles of iron or steel, nes","","Articles of iron or steel, nes","",409.0
1181,"6998","Articles, nes, of copper, nickel, aluminium, lead, zinc and tin","4digit","Articles, nes, of copper, nickel, aluminium, lead, zinc and tin","","Articles, nes, of copper, nickel, aluminium, lead, zinc and tin","",409.0
1182,"6999","Other base metal manufactures, nes; and of cermets","4digit","Other base metal manufactures, nes; and of cermets","","Other base metal manufactures, nes; and of cermets","",409.0
1183,"7111","Steam and other vapour-generated boilers; super-heated water boiler","4digit","Steam and other vapour-generated boilers; super-heated water boiler","","Steam and other vapour-generated boilers; super-heated water boiler","",410.0
1184,"7112","Auxiliary plant for boilers of heading 7111; condensers","4digit","Auxiliary plant for boilers of heading 7111; condensers","","Auxiliary plant for boilers of heading 7111; condensers","",410.0
1185,"7119","Parts, nes of boilers and auxiliary plant of headings 7111 and 7112","4digit","Parts, nes of boilers and auxiliary plant of headings 7111 and 7112","","Parts, nes of boilers and auxiliary plant of headings 7111 and 7112","",410.0
