6digit_code	4digit_code	2digit_code	section_code
310229	3102	31	5
310230	3102	31	5
310240	3102	31	5
310250	3102	31	5
310260	3102	31	5
310270	3102	31	5
310280	3102	31	5
310290	3102	31	5
310310	3103	31	5
310320	3103	31	5
310390	3103	31	5
310410	3104	31	5
310420	3104	31	5
310430	3104	31	5
310490	3104	31	5
310510	3105	31	5
310520	3105	31	5
310530	3105	31	5
310540	3105	31	5
310551	3105	31	5
310559	3105	31	5
310560	3105	31	5
310590	3105	31	5
320110	3201	32	5
320120	3201	32	5
320130	3201	32	5
320190	3201	32	5
320210	3202	32	5
320290	3202	32	5
320300	3203	32	5
320411	3204	32	5
320412	3204	32	5
320413	3204	32	5
320414	3204	32	5
320415	3204	32	5
320416	3204	32	5
320417	3204	32	5
320419	3204	32	5
320420	3204	32	5
320490	3204	32	5
320500	3205	32	5
320610	3206	32	5
320620	3206	32	5
320630	3206	32	5
320641	3206	32	5
320642	3206	32	5
320643	3206	32	5
320649	3206	32	5
320650	3206	32	5
320710	3207	32	5
320720	3207	32	5
320730	3207	32	5
320740	3207	32	5
320810	3208	32	5
320820	3208	32	5
320890	3208	32	5
320910	3209	32	5
320990	3209	32	5
321000	3210	32	5
321100	3211	32	5
321210	3212	32	5
321290	3212	32	5
321310	3213	32	5
321390	3213	32	5
321410	3214	32	5
321490	3214	32	5
321511	3215	32	5
321519	3215	32	5
321590	3215	32	5
330111	3301	33	5
330112	3301	33	5
330113	3301	33	5
330114	3301	33	5
330119	3301	33	5
330121	3301	33	5
330122	3301	33	5
330123	3301	33	5
330124	3301	33	5
330125	3301	33	5
330126	3301	33	5
330129	3301	33	5
330130	3301	33	5
330190	3301	33	5
330210	3302	33	5
330290	3302	33	5
330300	3303	33	5
330410	3304	33	5
330420	3304	33	5
330430	3304	33	5
330491	3304	33	5
330499	3304	33	5
330510	3305	33	5
330520	3305	33	5
330530	3305	33	5
330590	3305	33	5
330610	3306	33	5
330690	3306	33	5
330710	3307	33	5
330720	3307	33	5
330730	3307	33	5
330741	3307	33	5
330749	3307	33	5
330790	3307	33	5
340111	3401	34	5
340119	3401	34	5
340120	3401	34	5
340211	3402	34	5
340212	3402	34	5
340213	3402	34	5
340219	3402	34	5
340220	3402	34	5
340290	3402	34	5
340311	3403	34	5
340319	3403	34	5
340391	3403	34	5
340399	3403	34	5
340410	3404	34	5
340420	3404	34	5
340490	3404	34	5
340510	3405	34	5
340520	3405	34	5
340530	3405	34	5
340540	3405	34	5
340590	3405	34	5
340600	3406	34	5
340700	3407	34	5
350110	3501	34	5
350190	3501	34	5
350210	3502	35	5
350290	3502	35	5
350300	3503	35	5
350400	3504	35	5
350510	3505	35	5
350520	3505	35	5
350610	3506	35	5
350691	3506	35	5
350699	3506	35	5
350710	3507	35	5
350790	3507	35	5
360100	3601	36	5
360200	3602	36	5
360300	3603	36	5
360410	3604	36	5
360490	3604	36	5
360500	3605	36	5
360610	3606	36	5
360690	3606	36	5
370110	3701	37	5
370120	3701	37	5
370130	3701	37	5
370191	3701	37	5
370199	3701	37	5
370210	3702	37	5
370220	3702	37	5
370231	3702	37	5
370232	3702	37	5
370239	3702	37	5
370241	3702	37	5
370242	3702	37	5
370243	3702	37	5
370244	3702	37	5
370251	3702	37	5
370252	3702	37	5
370253	3702	37	5
370254	3702	37	5
370255	3702	37	5
370256	3702	37	5
370291	3702	37	5
370292	3702	37	5
370293	3702	37	5
370294	3702	37	5
370295	3702	37	5
370310	3703	37	5
370320	3703	37	5
370390	3703	37	5
370400	3704	37	5
370510	3705	37	5
370520	3705	37	5
370590	3705	37	5
370610	3706	37	5
370690	3706	37	5
370710	3707	37	5
370790	3707	37	5
380110	3801	38	5
380120	3801	38	5
380130	3801	38	5
380190	3801	38	5
380210	3802	38	5
380290	3802	38	5
380300	3803	38	5
380400	3804	38	5
380510	3805	38	5
380520	3805	38	5
380590	3805	38	5
380610	3806	38	5
380620	3806	38	5
380630	3806	38	5
380690	3806	38	5
380700	3807	38	5
380810	3808	38	5
380820	3808	38	5
380830	3808	38	5
380840	3808	38	5
380890	3808	38	5
380910	3809	38	5
380991	3809	38	5
380992	3809	38	5
380993	3809	38	5
380999	3809	38	5
381010	3810	38	5
381090	3810	38	5
381111	3811	38	5
381119	3811	38	5
381121	3811	38	5
381129	3811	38	5
381190	3811	38	5
381210	3812	38	5
381220	3812	38	5
381230	3812	38	5
381300	3813	38	5
381400	3814	38	5
381511	3815	38	5
381512	3815	38	5
381519	3815	38	5
381590	3815	38	5
381600	3816	38	5
381710	3817	38	5
381720	3817	38	5
381800	3818	38	5
381900	3819	38	5
382000	3820	38	5
382100	3821	38	5
382200	3822	38	5
382310	3823	38	5
382320	3823	38	5
382330	3823	38	5
382340	3823	38	5
382350	3823	38	5
382360	3823	38	5
382390	3823	38	5
390110	3901	39	5
390120	3901	39	5
390130	3901	39	5
390190	3901	39	5
390210	3902	39	5
390220	3902	39	5
390230	3902	39	5
390290	3902	39	5
390311	3903	39	5
390319	3903	39	5
390320	3903	39	5
390330	3903	39	5
390390	3903	39	5
390410	3904	39	5
390421	3904	39	5
390422	3904	39	5
390430	3904	39	5
390440	3904	39	5
390450	3904	39	5
390461	3904	39	5
390469	3904	39	5
390490	3904	39	5
390511	3905	39	5
390519	3905	39	5
390520	3905	39	5
390590	3905	39	5
390610	3906	39	5
390690	3906	39	5
390710	3907	39	5
390720	3907	39	5
390730	3907	39	5
390740	3907	39	5
390750	3907	39	5
390760	3907	39	5
390791	3907	39	5
390799	3907	39	5
390810	3908	39	5
390890	3908	39	5
390910	3909	39	5
390920	3909	39	5
390930	3909	39	5
390940	3909	39	5
390950	3909	39	5
391000	3910	39	5
391110	3911	39	5
391190	3911	39	5
391211	3912	39	5
391212	3912	39	5
391220	3912	39	5
391231	3912	39	5
391239	3912	39	5
391290	3912	39	5
391310	3913	39	5
391390	3913	39	5
391400	3914	39	5
391510	3915	39	5
391520	3915	39	5
391530	3915	39	5
391590	3915	39	5
391610	3916	39	5
391620	3916	39	5
391690	3916	39	5
391710	3917	39	5
391721	3917	39	5
391722	3917	39	5
391723	3917	39	5
391729	3917	39	5
391731	3917	39	5
391732	3917	39	5
391733	3917	39	5
391739	3917	39	5
391740	3917	39	5
391810	3918	39	5
391890	3918	39	5
391910	3919	39	5
391990	3919	39	5
392010	3920	39	5
392020	3920	39	5
392030	3920	39	5
392041	3920	39	5
392042	3920	39	5
392051	3920	39	5
392059	3920	39	5
392061	3920	39	5
392062	3920	39	5
392063	3920	39	5
392069	3920	39	5
392071	3920	39	5
392072	3920	39	5
392073	3920	39	5
392079	3920	39	5
392091	3920	39	5
392092	3920	39	5
392093	3920	39	5
392094	3920	39	5
392099	3920	39	5
392111	3921	39	5
392112	3921	39	5
392113	3921	39	5
392114	3921	39	5
392119	3921	39	5
392190	3921	39	5
392210	3922	39	5
392220	3922	39	5
392290	3922	39	5
392310	3923	39	5
392321	3923	39	5
392329	3923	39	5
392330	3923	39	5
392340	3923	39	5
392350	3923	39	5
392390	3923	39	5
392410	3924	39	5
392490	3924	39	5
392510	3925	39	5
392520	3925	39	5
392530	3925	39	5
392590	3925	39	5
392610	3926	39	5
392620	3926	39	5
392630	3926	39	5
392640	3926	39	5
392690	3926	39	5
400110	4001	40	5
400121	4001	40	5
400122	4001	40	5
400129	4001	40	5
400130	4001	40	5
400211	4002	40	5
400219	4002	40	5
400220	4002	40	5
400231	4002	40	5
400239	4002	40	5
400241	4002	40	5
400249	4002	40	5
400251	4002	40	5
400259	4002	40	5
400260	4002	40	5
400270	4002	40	5
400280	4002	40	5
400291	4002	40	5
400299	4002	40	5
400300	4003	40	5
400400	4004	40	5
400510	4005	40	5
400520	4005	40	5
400591	4005	40	5
400599	4005	40	5
400610	4006	40	5
400690	4006	40	5
400700	4007	40	5
400811	4008	40	5
400819	4008	40	5
400821	4008	40	5
400829	4008	40	5
400910	4009	40	5
400920	4009	40	5
400930	4009	40	5
400940	4009	40	5
400950	4009	40	5
401010	4010	40	5
401091	4010	40	5
401099	4010	40	5
401110	4011	40	5
401120	4011	40	5
401130	4011	40	5
401140	4011	40	5
401150	4011	40	5
401191	4011	40	5
401199	4011	40	5
401210	4012	40	5
401220	4012	40	5
401290	4012	40	5
401310	4013	40	5
401320	4013	40	5
401390	4013	40	5
401410	4014	40	5
401490	4014	40	5
401511	4015	40	5
401519	4015	40	5
401590	4015	40	5
401610	4016	40	5
401691	4016	40	5
401692	4016	40	5
401693	4016	40	5
401694	4016	40	5
401695	4016	40	5
401699	4016	40	5
401700	4017	40	5
410110	4101	41	1
410121	4101	41	1
410122	4101	41	1
410129	4101	41	1
410130	4101	41	1
410140	4101	41	1
410210	4102	41	1
410221	4102	41	1
410229	4102	41	1
410310	4103	41	1
410320	4103	41	1
410390	4103	41	1
410410	4104	41	1
410421	4104	41	1
410422	4104	41	1
410429	4104	41	1
410431	4104	41	1
410439	4104	41	1
410511	4105	41	1
410512	4105	41	1
410519	4105	41	1
410520	4105	41	1
410611	4106	41	1
410612	4106	41	1
410619	4106	41	1
410620	4106	41	1
410710	4107	41	1
410721	4107	41	1
410729	4107	41	1
410790	4107	41	1
410800	4108	41	1
410900	4109	41	1
411000	4110	41	1
411100	4111	41	1
420100	4201	42	1
420211	4202	42	1
420212	4202	42	1
420219	4202	42	1
420221	4202	42	1
420222	4202	42	1
420229	4202	42	1
420231	4202	42	1
420232	4202	42	1
420239	4202	42	1
420291	4202	42	1
420292	4202	42	1
420299	4202	42	1
420310	4203	42	1
420321	4203	42	1
420329	4203	42	1
420330	4203	42	1
420340	4203	42	1
420400	4204	42	1
420500	4205	42	1
420610	4206	42	1
420690	4206	42	1
430110	4301	43	1
430120	4301	43	1
430130	4301	43	1
430140	4301	43	1
430150	4301	43	1
430160	4301	43	1
430170	4301	43	1
430180	4301	43	1
430190	4301	43	1
430211	4302	43	1
430212	4302	43	1
430213	4302	43	1
430219	4302	43	1
430220	4302	43	1
430230	4302	43	1
430310	4303	43	1
430390	4303	43	1
430400	4304	43	1
440110	4401	44	1
440121	4401	44	1
440122	4401	44	1
440130	4401	44	1
440200	4402	44	1
440310	4403	44	1
440320	4403	44	1
440331	4403	44	1
440332	4403	44	1
440333	4403	44	1
440334	4403	44	1
440335	4403	44	1
440391	4403	44	1
440392	4403	44	1
440399	4403	44	1
440410	4404	44	1
440420	4404	44	1
440500	4405	44	1
440610	4406	44	1
440690	4406	44	1
440710	4407	44	1
440721	4407	44	1
440722	4407	44	1
440723	4407	44	1
440791	4407	44	1
440792	4407	44	1
440799	4407	44	1
440810	4408	44	1
440820	4408	44	1
440890	4408	44	1
440910	4409	44	1
440920	4409	44	1
441010	4410	44	1
441090	4410	44	1
441111	4411	44	1
441119	4411	44	1
441121	4411	44	1
441129	4411	44	1
441131	4411	44	1
441139	4411	44	1
441191	4411	44	1
441199	4411	44	1
441211	4412	44	1
441212	4412	44	1
441219	4412	44	1
441221	4412	44	1
441229	4412	44	1
441291	4412	44	1
441299	4412	44	1
441300	4413	44	1
441400	4414	44	1
441510	4415	44	1
441520	4415	44	1
441600	4416	44	1
441700	4417	44	1
441810	4418	44	1
441820	4418	44	1
441830	4418	44	1
441840	4418	44	1
441850	4418	44	1
441890	4418	44	1
441900	4419	44	1
442010	4420	44	1
442090	4420	44	1
442110	4421	44	1
442190	4421	44	1
450110	4501	45	1
450190	4501	45	1
450200	4502	45	1
450310	4503	45	1
450390	4503	45	1
450410	4504	45	1
450490	4504	45	1
460110	4601	46	1
460120	4601	46	1
460191	4601	46	1
460199	4601	46	1
460210	4602	46	1
460290	4602	46	1
470100	4701	47	1
470200	4702	47	1
470311	4703	47	1
470319	4703	47	1
470321	4703	47	1
470329	4703	47	1
470411	4704	47	1
470419	4704	47	1
470421	4704	47	1
470429	4704	47	1
470500	4705	47	1
470610	4706	47	1
470691	4706	47	1
470692	4706	47	1
470693	4706	47	1
470710	4707	47	1
470720	4707	47	1
470730	4707	47	1
470790	4707	47	1
480100	4801	48	1
480210	4802	48	1
480220	4802	48	1
480230	4802	48	1
480240	4802	48	1
480251	4802	48	1
480252	4802	48	1
480253	4802	48	1
480260	4802	48	1
480300	4803	48	1
480411	4804	48	1
480419	4804	48	1
480421	4804	48	1
480429	4804	48	1
480431	4804	48	1
480439	4804	48	1
480441	4804	48	1
480442	4804	48	1
480449	4804	48	1
480451	4804	48	1
480452	4804	48	1
480459	4804	48	1
480510	4805	48	1
480521	4805	48	1
480522	4805	48	1
480523	4805	48	1
480529	4805	48	1
480530	4805	48	1
480540	4805	48	1
480550	4805	48	1
480560	4805	48	1
480570	4805	48	1
480580	4805	48	1
480610	4806	48	1
480620	4806	48	1
480630	4806	48	1
480640	4806	48	1
480710	4807	48	1
480791	4807	48	1
480799	4807	48	1
480810	4808	48	1
480820	4808	48	1
480830	4808	48	1
480890	4808	48	1
480910	4809	48	1
480920	4809	48	1
480990	4809	48	1
481011	4810	48	1
481012	4810	48	1
481021	4810	48	1
481029	4810	48	1
481031	4810	48	1
481032	4810	48	1
481039	4810	48	1
481091	4810	48	1
481099	4810	48	1
481110	4811	48	1
481121	4811	48	1
481129	4811	48	1
481131	4811	48	1
481139	4811	48	1
481140	4811	48	1
481190	4811	48	1
481200	4812	48	1
481310	4813	48	1
481320	4813	48	1
481390	4813	48	1
481410	4814	48	1
481420	4814	48	1
481430	4814	48	1
481490	4814	48	1
481500	4815	48	1
481610	4816	48	1
481620	4816	48	1
481630	4816	48	1
481690	4816	48	1
481710	4817	48	1
481720	4817	48	1
481730	4817	48	1
481810	4818	48	1
481820	4818	48	1
481830	4818	48	1
481840	4818	48	1
481850	4818	48	1
481890	4818	48	1
481910	4819	48	1
481920	4819	48	1
481930	4819	48	1
481940	4819	48	1
481950	4819	48	1
481960	4819	48	1
482010	4820	48	1
482020	4820	48	1
482030	4820	48	1
482040	4820	48	1
482050	4820	48	1
482090	4820	48	1
482110	4821	48	1
482190	4821	48	1
482210	4822	48	1
482290	4822	48	1
482311	4823	48	1
482319	4823	48	1
482320	4823	48	1
482330	4823	48	1
482340	4823	48	1
482351	4823	48	1
482359	4823	48	1
482360	4823	48	1
482370	4823	48	1
482390	4823	48	1
490110	4901	49	1
490191	4901	49	1
490199	4901	49	1
490210	4902	49	1
490290	4902	49	1
490300	4903	49	1
490400	4904	49	1
490510	4905	49	1
490591	4905	49	1
490599	4905	49	1
490600	4906	49	1
490700	4907	49	1
490810	4908	49	1
490890	4908	49	1
490900	4909	49	1
491000	4910	49	1
491110	4911	49	1
491191	4911	49	1
491199	4911	49	1
500100	5001	50	0
500200	5002	50	0
500310	5003	50	0
500390	5003	50	0
500400	5004	50	0
500500	5005	50	0
500600	5006	50	0
500710	5007	50	0
500720	5007	50	0
500790	5007	50	0
510111	5101	51	0
510119	5101	51	0
510121	5101	51	0
510129	5101	51	0
510130	5101	51	0
510210	5102	51	0
510220	5102	51	0
510310	5103	51	0
510320	5103	51	0
510330	5103	51	0
510400	5104	51	0
510510	5105	51	0
510521	5105	51	0
510529	5105	51	0
510530	5105	51	0
510540	5105	51	0
510610	5106	51	0
510620	5106	51	0
510710	5107	51	0
510720	5107	51	0
510810	5108	51	0
510820	5108	51	0
510910	5109	51	0
510990	5109	51	0
511000	5110	51	0
511111	5111	51	0
511119	5111	51	0
511120	5111	51	0
511130	5111	51	0
511190	5111	51	0
511211	5112	51	0
511219	5112	51	0
511220	5112	51	0
511230	5112	51	0
511290	5112	51	0
511300	5113	51	0
520100	5201	52	0
520210	5202	52	0
520291	5202	52	0
520299	5202	52	0
520300	5203	52	0
520411	5204	52	0
520419	5204	52	0
520420	5204	52	0
520511	5205	52	0
520512	5205	52	0
520513	5205	52	0
520514	5205	52	0
520515	5205	52	0
520521	5205	52	0
520522	5205	52	0
520523	5205	52	0
520524	5205	52	0
520525	5205	52	0
520531	5205	52	0
520532	5205	52	0
520533	5205	52	0
520534	5205	52	0
520535	5205	52	0
520541	5205	52	0
520542	5205	52	0
520543	5205	52	0
520544	5205	52	0
520545	5205	52	0
520611	5206	52	0
520612	5206	52	0
520613	5206	52	0
520614	5206	52	0
520615	5206	52	0
520621	5206	52	0
520622	5206	52	0
520623	5206	52	0
520624	5206	52	0
520625	5206	52	0
520631	5206	52	0
520632	5206	52	0
520633	5206	52	0
520634	5206	52	0
520635	5206	52	0
520641	5206	52	0
520642	5206	52	0
520643	5206	52	0
520644	5206	52	0
520645	5206	52	0
520710	5207	52	0
520790	5207	52	0
520811	5208	52	0
520812	5208	52	0
520813	5208	52	0
520819	5208	52	0
520821	5208	52	0
520822	5208	52	0
520823	5208	52	0
520829	5208	52	0
520831	5208	52	0
520832	5208	52	0
520833	5208	52	0
520839	5208	52	0
520841	5208	52	0
520842	5208	52	0
520843	5208	52	0
520849	5208	52	0
520851	5208	52	0
520852	5208	52	0
520853	5208	52	0
520859	5208	52	0
520911	5209	52	0
520912	5209	52	0
520919	5209	52	0
520921	5209	52	0
520922	5209	52	0
520929	5209	52	0
520931	5209	52	0
520932	5209	52	0
520939	5209	52	0
520941	5209	52	0
520942	5209	52	0
520943	5209	52	0
520949	5209	52	0
520951	5209	52	0
520952	5209	52	0
520959	5209	52	0
521011	5210	52	0
521012	5210	52	0
521019	5210	52	0
521021	5210	52	0
521022	5210	52	0
521029	5210	52	0
521031	5210	52	0
521032	5210	52	0
521039	5210	52	0
521041	5210	52	0
521042	5210	52	0
521049	5210	52	0
521051	5210	52	0
521052	5210	52	0
521059	5210	52	0
521111	5211	52	0
521112	5211	52	0
521119	5211	52	0
521121	5211	52	0
521122	5211	52	0
521129	5211	52	0
521131	5211	52	0
521132	5211	52	0
521139	5211	52	0
521141	5211	52	0
521142	5211	52	0
521143	5211	52	0
521149	5211	52	0
521151	5211	52	0
521152	5211	52	0
521159	5211	52	0
521211	5212	52	0
521212	5212	52	0
521213	5212	52	0
521214	5212	52	0
521215	5212	52	0
521221	5212	52	0
521222	5212	52	0
521223	5212	52	0
521224	5212	52	0
521225	5212	52	0
530110	5301	53	0
530121	5301	53	0
530129	5301	53	0
530130	5301	53	0
530210	5302	53	0
530290	5302	53	0
530310	5303	53	0
530390	5303	53	0
530410	5304	53	0
530490	5304	53	0
530511	5305	53	0
530519	5305	53	0
530521	5305	53	0
530529	5305	53	0
530591	5305	53	0
530599	5305	53	0
530610	5306	53	0
530620	5306	53	0
530710	5307	53	0
530720	5307	53	0
530810	5308	53	0
530820	5308	53	0
530830	5308	53	0
530890	5308	53	0
530911	5309	53	0
530919	5309	53	0
530921	5309	53	0
530929	5309	53	0
531010	5310	53	0
531090	5310	53	0
531100	5311	53	0
540110	5401	54	0
540120	5401	54	0
540210	5402	54	0
540220	5402	54	0
540231	5402	54	0
540232	5402	54	0
540233	5402	54	0
540239	5402	54	0
540241	5402	54	0
540242	5402	54	0
540243	5402	54	0
540249	5402	54	0
540251	5402	54	0
540252	5402	54	0
540259	5402	54	0
540261	5402	54	0
540262	5402	54	0
540269	5402	54	0
540310	5403	54	0
540320	5403	54	0
540331	5403	54	0
540332	5403	54	0
540333	5403	54	0
540339	5403	54	0
540341	5403	54	0
540342	5403	54	0
540349	5403	54	0
540410	5404	54	0
540490	5404	54	0
540500	5405	54	0
540610	5406	54	0
540620	5406	54	0
540710	5407	54	0
540720	5407	54	0
540730	5407	54	0
540741	5407	54	0
540742	5407	54	0
540743	5407	54	0
540744	5407	54	0
540751	5407	54	0
540752	5407	54	0
540753	5407	54	0
540754	5407	54	0
540760	5407	54	0
540771	5407	54	0
540772	5407	54	0
540773	5407	54	0
540774	5407	54	0
540781	5407	54	0
540782	5407	54	0
540783	5407	54	0
540784	5407	54	0
540791	5407	54	0
540792	5407	54	0
540793	5407	54	0
540794	5407	54	0
540810	5408	54	0
540821	5408	54	0
540822	5408	54	0
540823	5408	54	0
540824	5408	54	0
540831	5408	54	0
540832	5408	54	0
540833	5408	54	0
540834	5408	54	0
550110	5501	55	0
550120	5501	55	0
550130	5501	55	0
550190	5501	55	0
550200	5502	55	0
550310	5503	55	0
550320	5503	55	0
550330	5503	55	0
550340	5503	55	0
550390	5503	55	0
550410	5504	55	0
550490	5504	55	0
550510	5505	55	0
550520	5505	55	0
550610	5506	55	0
550620	5506	55	0
550630	5506	55	0
550690	5506	55	0
550700	5507	55	0
550810	5508	55	0
550820	5508	55	0
550911	5509	55	0
550912	5509	55	0
550921	5509	55	0
550922	5509	55	0
550931	5509	55	0
550932	5509	55	0
550941	5509	55	0
550942	5509	55	0
550951	5509	55	0
550952	5509	55	0
550953	5509	55	0
550959	5509	55	0
550961	5509	55	0
550962	5509	55	0
550969	5509	55	0
550991	5509	55	0
550992	5509	55	0
550999	5509	55	0
551011	5510	55	0
551012	5510	55	0
551020	5510	55	0
551030	5510	55	0
551090	5510	55	0
551110	5511	55	0
551120	5511	55	0
551130	5511	55	0
551211	5512	55	0
551219	5512	55	0
551221	5512	55	0
551229	5512	55	0
551291	5512	55	0
551299	5512	55	0
551311	5513	55	0
551312	5513	55	0
551313	5513	55	0
551319	5513	55	0
551321	5513	55	0
551322	5513	55	0
551323	5513	55	0
551329	5513	55	0
551331	5513	55	0
551332	5513	55	0
551333	5513	55	0
551339	5513	55	0
551341	5513	55	0
551342	5513	55	0
551343	5513	55	0
551349	5513	55	0
551411	5514	55	0
551412	5514	55	0
551413	5514	55	0
551419	5514	55	0
551421	5514	55	0
551422	5514	55	0
551423	5514	55	0
551429	5514	55	0
551431	5514	55	0
551432	5514	55	0
551433	5514	55	0
551439	5514	55	0
551441	5514	55	0
551442	5514	55	0
551443	5514	55	0
551449	5514	55	0
551511	5515	55	0
551512	5515	55	0
551513	5515	55	0
551519	5515	55	0
551521	5515	55	0
551522	5515	55	0
551529	5515	55	0
551591	5515	55	0
551592	5515	55	0
551599	5515	55	0
551611	5516	55	0
551612	5516	55	0
551613	5516	55	0
551614	5516	55	0
551621	5516	55	0
551622	5516	55	0
551623	5516	55	0
551624	5516	55	0
551631	5516	55	0
551632	5516	55	0
551633	5516	55	0
551634	5516	55	0
551641	5516	55	0
551642	5516	55	0
551643	5516	55	0
551644	5516	55	0
551691	5516	55	0
551692	5516	55	0
551693	5516	55	0
551694	5516	55	0
560110	5601	56	0
560121	5601	56	0
560122	5601	56	0
560129	5601	56	0
560130	5601	56	0
560210	5602	56	0
560221	5602	56	0
560229	5602	56	0
560290	5602	56	0
560300	5603	56	0
560410	5604	56	0
560420	5604	56	0
560490	5604	56	0
560500	5605	56	0
560600	5606	56	0
560710	5607	56	0
560721	5607	56	0
560729	5607	56	0
560730	5607	56	0
560741	5607	56	0
560749	5607	56	0
560750	5607	56	0
560790	5607	56	0
560811	5608	56	0
560819	5608	56	0
560890	5608	56	0
560900	5609	56	0
570110	5701	57	0
570190	5701	57	0
570210	5702	57	0
570220	5702	57	0
570231	5702	57	0
570232	5702	57	0
570239	5702	57	0
570241	5702	57	0
570242	5702	57	0
570249	5702	57	0
570251	5702	57	0
570252	5702	57	0
570259	5702	57	0
570291	5702	57	0
570292	5702	57	0
570299	5702	57	0
570310	5703	57	0
570320	5703	57	0
570330	5703	57	0
570390	5703	57	0
570410	5704	57	0
570490	5704	57	0
570500	5705	57	0
580110	5801	58	0
580121	5801	58	0
580122	5801	58	0
580123	5801	58	0
580124	5801	58	0
580125	5801	58	0
580126	5801	58	0
580131	5801	58	0
580132	5801	58	0
580133	5801	58	0
580134	5801	58	0
580135	5801	58	0
580136	5801	58	0
580190	5801	58	0
580211	5802	58	0
580219	5802	58	0
580220	5802	58	0
580230	5802	58	0
580310	5803	58	0
580390	5803	58	0
580410	5804	58	0
580421	5804	58	0
580429	5804	58	0
580430	5804	58	0
580500	5805	58	0
580610	5806	58	0
580620	5806	58	0
580631	5806	58	0
580632	5806	58	0
580639	5806	58	0
580640	5806	58	0
580710	5807	58	0
580790	5807	58	0
580810	5808	58	0
580890	5808	58	0
580900	5809	58	0
581010	5810	58	0
581091	5810	58	0
581092	5810	58	0
581099	5810	58	0
581100	5811	58	0
590110	5901	59	0
590190	5901	59	0
590210	5902	59	0
590220	5902	59	0
590290	5902	59	0
590310	5903	59	0
590320	5903	59	0
590390	5903	59	0
590410	5904	59	0
590491	5904	59	0
590492	5904	59	0
590500	5905	59	0
590610	5906	59	0
590691	5906	59	0
590699	5906	59	0
590700	5907	59	0
590800	5908	59	0
590900	5909	59	0
591000	5910	59	0
591110	5911	59	0
591120	5911	59	0
591131	5911	59	0
591132	5911	59	0
591140	5911	59	0
591190	5911	59	0
600110	6001	60	0
600121	6001	60	0
600122	6001	60	0
600129	6001	60	0
600191	6001	60	0
600192	6001	60	0
600199	6001	60	0
600210	6002	60	0
600220	6002	60	0
600230	6002	60	0
600241	6002	60	0
600242	6002	60	0
600243	6002	60	0
600249	6002	60	0
600291	6002	60	0
600292	6002	60	0
600293	6002	60	0
600299	6002	60	0
610110	6101	61	0
610120	6101	61	0
610130	6101	61	0
610190	6101	61	0
610210	6102	61	0
610220	6102	61	0
610230	6102	61	0
610290	6102	61	0
610311	6103	61	0
610312	6103	61	0
610319	6103	61	0
610321	6103	61	0
610322	6103	61	0
610323	6103	61	0
610329	6103	61	0
610331	6103	61	0
610332	6103	61	0
610333	6103	61	0
610339	6103	61	0
610341	6103	61	0
610342	6103	61	0
610343	6103	61	0
610349	6103	61	0
610411	6104	61	0
610412	6104	61	0
610413	6104	61	0
610419	6104	61	0
610421	6104	61	0
610422	6104	61	0
610423	6104	61	0
610429	6104	61	0
610431	6104	61	0
610432	6104	61	0
610433	6104	61	0
610439	6104	61	0
610441	6104	61	0
610442	6104	61	0
610443	6104	61	0
610444	6104	61	0
610449	6104	61	0
610451	6104	61	0
610452	6104	61	0
610453	6104	61	0
610459	6104	61	0
610461	6104	61	0
610462	6104	61	0
610463	6104	61	0
610469	6104	61	0
610510	6105	61	0
610520	6105	61	0
610590	6105	61	0
610610	6106	61	0
610620	6106	61	0
610690	6106	61	0
610711	6107	61	0
610712	6107	61	0
610719	6107	61	0
610721	6107	61	0
610722	6107	61	0
610729	6107	61	0
610791	6107	61	0
610792	6107	61	0
610799	6107	61	0
610811	6108	61	0
610819	6108	61	0
610821	6108	61	0
610822	6108	61	0
610829	6108	61	0
610831	6108	61	0
610832	6108	61	0
610839	6108	61	0
610891	6108	61	0
610892	6108	61	0
610899	6108	61	0
610910	6109	61	0
610990	6109	61	0
611010	6110	61	0
611020	6110	61	0
611030	6110	61	0
611090	6110	61	0
611110	6111	61	0
611120	6111	61	0
611130	6111	61	0
611190	6111	61	0
611211	6112	61	0
611212	6112	61	0
611219	6112	61	0
611220	6112	61	0
611231	6112	61	0
611239	6112	61	0
611241	6112	61	0
611249	6112	61	0
611300	6113	61	0
611410	6114	61	0
611420	6114	61	0
611430	6114	61	0
611490	6114	61	0
611511	6115	61	0
611512	6115	61	0
611519	6115	61	0
611520	6115	61	0
611591	6115	61	0
611592	6115	61	0
611593	6115	61	0
611599	6115	61	0
611610	6116	61	0
611691	6116	61	0
611692	6116	61	0
611693	6116	61	0
611699	6116	61	0
611710	6117	61	0
611720	6117	61	0
611780	6117	61	0
611790	6117	61	0
620111	6201	62	0
620112	6201	62	0
620113	6201	62	0
620119	6201	62	0
620191	6201	62	0
620192	6201	62	0
620193	6201	62	0
620199	6201	62	0
620211	6202	62	0
620212	6202	62	0
620213	6202	62	0
620219	6202	62	0
620291	6202	62	0
620292	6202	62	0
620293	6202	62	0
620299	6202	62	0
620311	6203	62	0
620312	6203	62	0
620319	6203	62	0
620321	6203	62	0
620322	6203	62	0
620323	6203	62	0
620329	6203	62	0
620331	6203	62	0
620332	6203	62	0
620333	6203	62	0
620339	6203	62	0
620341	6203	62	0
620342	6203	62	0
620343	6203	62	0
620349	6203	62	0
620411	6204	62	0
620412	6204	62	0
620413	6204	62	0
