"","code","level","parent_id","name_en","name_short_en","name_es","name_short_es","name"
160,"337","group",121.0,"Furniture, mattresses and blinds manufacturing","Furniture, mattresses and blinds manufacturing","Fabricacion de muebles, colchones y persianas","Fabricacion de muebles, colchones y persianas","Furniture, mattresses and blinds manufacturing"
161,"3371","class",160.0,"Furniture manufacturing, except office furniture and shelving","Furniture manufacturing, except office furniture and shelving","Fabricacion de muebles, excepto de oficina y estanteria","Fabricacion de muebles, excepto de oficina y estanteria","Furniture manufacturing, except office furniture and shelving"
162,"3372","class",160.0,"Office furniture and shelving manufacturing","Office furniture and shelving manufacturing","Fabricacion de muebles de oficina y estanteria","Fabricacion de muebles de oficina y estanteria","Office furniture and shelving manufacturing"
163,"3379","class",160.0,"Mattresses, blinds and curtain rods manufacturing","Mattresses, blinds and curtain rods manufacturing","Fabricacion de colchones, persianas y cortineros","Fabricacion de colchones, persianas y cortineros","Mattresses, blinds and curtain rods manufacturing"
164,"339","group",121.0,"Other manufacturing industries","Other manufacturing industries","Otras industrias manufactureras","Otras industrias manufactureras","Other manufacturing industries"
165,"3391","class",164.0,"Manufacturing of nonelectronic medical, dental and laboratory equipment and disposable material, and ophthalmic goods manufacturing","Manufacturing of nonelectronic medical, dental and laboratory equipment and disposable material, and ophthalmic goods manufacturing","Fabricacion de equipo no electronico y material desechable de uso medico, dental y para laboratorio, y articulos oftalmicos","Fabricacion de equipo no electronico y material desechable de uso medico, dental y para laboratorio, y articulos oftalmicos","Manufacturing of nonelectronic medical, dental and laboratory equipment and disposable material, and ophthalmic goods manufacturing"
166,"3399","class",164.0,"Other manufacturing industries","Other manufacturing industries","Otras industrias manufactureras","Otras industrias manufactureras","Other manufacturing industries"
167,"4","section","","Commerce","Commerce","Comercio","Comercio","Commerce"
168,"43","division",167.0,"Wholesale trade","Wholesale trade","Comercio al por mayor","Comercio al por mayor","Wholesale trade"
169,"431","group",168.0,"Wholesale trade of groceries, food, beverages, ice and tobacco","Wholesale trade of groceries, food, beverages, ice and tobacco","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco","Wholesale trade of groceries, food, beverages, ice and tobacco"
170,"4311","class",169.0,"Wholesale trade of groceries and food","Wholesale trade of groceries and food","Comercio al por mayor de abarrotes y alimentos","Comercio al por mayor de abarrotes y alimentos","Wholesale trade of groceries and food"
171,"4312","class",169.0,"Wholesale of beverages, ice and tobacco","Wholesale of beverages, ice and tobacco","Comercio al por mayor de bebidas, hielo y tabaco","Comercio al por mayor de bebidas, hielo y tabaco","Wholesale of beverages, ice and tobacco"
172,"432","group",168.0,"Wholesale trade of textile products and footwear","Wholesale trade of textile products and footwear","Comercio al por mayor de productos textiles y calzado","Comercio al por mayor de productos textiles y calzado","Wholesale trade of textile products and footwear"
173,"4321","class",172.0,"Wholesale trade of textile products and footwear","Wholesale trade of textile products and footwear","Comercio al por mayor de productos textiles y calzado","Comercio al por mayor de productos textiles y calzado","Wholesale trade of textile products and footwear"
174,"433","group",168.0,"Wholesale trade of pharmaceutical and perfumery products, recreational goods, and small and major household appliances","Wholesale trade of pharmaceutical and perfumery products, recreational goods, and small and major household appliances","Comercio al por mayor de productos farmaceuticos, de perfumeria, articulos para el esparcimiento, electrodomesticos menores y aparatos de linea blanca","Comercio al por mayor de productos farmaceuticos, de perfumeria, articulos para el esparcimiento, electrodomesticos menores y aparatos de linea blanca","Wholesale trade of pharmaceutical and perfumery products, recreational goods, and small and major household appliances"
175,"4331","class",174.0,"Wholesale trade of pharmaceutical products","Wholesale trade of pharmaceutical products","Comercio al por mayor de productos farmaceuticos","Comercio al por mayor de productos farmaceuticos","Wholesale trade of pharmaceutical products"
176,"4332","class",174.0,"Wholesale trade of perfumery products, cosmetics and jewelry","Wholesale trade of perfumery products, cosmetics and jewelry","Comercio al por mayor de articulos de perfumeria, cosmeticos y joyeria","Comercio al por mayor de articulos de perfumeria, cosmeticos y joyeria","Wholesale trade of perfumery products, cosmetics and jewelry"
177,"4333","class",174.0,"Wholesale trade of records, toys and sporting goods","Wholesale trade of records, toys and sporting goods","Comercio al por mayor de discos, juguetes y articulos deportivos","Comercio al por mayor de discos, juguetes y articulos deportivos","Wholesale trade of records, toys and sporting goods"
178,"4334","class",174.0,"Wholesale trade of stationery supplies, books, magazines and newspapers","Wholesale trade of stationery supplies, books, magazines and newspapers","Comercio al por mayor de articulos de papeleria, libros, revistas y periodicos","Comercio al por mayor de articulos de papeleria, libros, revistas y periodicos","Wholesale trade of stationery supplies, books, magazines and newspapers"
179,"4335","class",174.0,"Wholesale trade of small and major household appliances","Wholesale trade of small and major household appliances","Comercio al por mayor de electrodomesticos menores y aparatos de linea blanca","Comercio al por mayor de electrodomesticos menores y aparatos de linea blanca","Wholesale trade of small and major household appliances"
180,"434","group",168.0,"Wholesale trade of agricultural, forestry and industrial raw materials, and waste materials","Wholesale trade of agricultural, forestry and industrial raw materials, and waste materials","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","Wholesale trade of agricultural, forestry and industrial raw materials, and waste materials"
181,"4341","class",180.0,"Wholesale trade of agricultural and forestry raw materials","Wholesale trade of agricultural and forestry raw materials","Comercio al por mayor de materias primas agropecuarias y forestales","Comercio al por mayor de materias primas agropecuarias y forestales","Wholesale trade of agricultural and forestry raw materials"
182,"4342","class",180.0,"Wholesale trade of industrial raw materials","Wholesale trade of industrial raw materials","Comercio al por mayor de materias primas para la industria","Comercio al por mayor de materias primas para la industria","Wholesale trade of industrial raw materials"
183,"4343","class",180.0,"Wholesale trade of waste materials","Wholesale trade of waste materials","Comercio al por mayor de materiales de desecho","Comercio al por mayor de materiales de desecho","Wholesale trade of waste materials"
184,"435","group",168.0,"Wholesale trade of agricultural, industrial, commercial and services machinery, equipment and furniture, and other general purpose machinery and equipment","Wholesale trade of agricultural, industrial, commercial and services machinery, equipment and furniture, and other general purpose machinery and equipment","Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general","Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general","Wholesale trade of agricultural, industrial, commercial and services machinery, equipment and furniture, and other general purpose machinery and equipment"
185,"4351","class",184.0,"Wholesale trade of agricultural, forestry and fishing machinery and equipment","Wholesale trade of agricultural, forestry and fishing machinery and equipment","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","Wholesale trade of agricultural, forestry and fishing machinery and equipment"
186,"4352","class",184.0,"Wholesale trade of industrial machinery and equipment","Wholesale trade of industrial machinery and equipment","Comercio al por mayor de maquinaria y equipo para la industria","Comercio al por mayor de maquinaria y equipo para la industria","Wholesale trade of industrial machinery and equipment"
187,"4353","class",184.0,"Wholesale trade of commercial and service industry machinery and equipment","Wholesale trade of commercial and service industry machinery and equipment","Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales","Comercio al por mayor de maquinaria y equipo para los servicios y para actividades comerciales","Wholesale trade of commercial and service industry machinery and equipment"
188,"4354","class",184.0,"Wholesale trade of computer and office furniture and equipment, and other general purpose machinery and equipment","Wholesale trade of computer and office furniture and equipment, and other general purpose machinery and equipment","Comercio al por mayor de mobiliario y equipo de computo y de oficina, y de otra maquinaria y equipo de uso general","Comercio al por mayor de mobiliario y equipo de computo y de oficina, y de otra maquinaria y equipo de uso general","Wholesale trade of computer and office furniture and equipment, and other general purpose machinery and equipment"
189,"436","group",168.0,"Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks","Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks","Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones","Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones","Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks"
190,"4361","class",189.0,"Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks","Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks","Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones","Comercio al por mayor de camiones y de partes y refacciones nuevas para automoviles, camionetas y camiones","Wholesale trade of trucks and new parts for automobiles, pickup trucks and trucks"
191,"437","group",168.0,"Wholesale trade intermediation","Wholesale trade intermediation","Intermediacion de comercio al por mayor","Intermediacion de comercio al por mayor","Wholesale trade intermediation"
192,"4371","class",191.0,"Wholesale trade intermediation, except through Internet and other electronic media","Wholesale trade intermediation, except through Internet and other electronic media","Intermediacion de comercio al por mayor, excepto a traves de Internet y de otros medios electronicos","Intermediacion de comercio al por mayor, excepto a traves de Internet y de otros medios electronicos","Wholesale trade intermediation, except through Internet and other electronic media"
193,"4372","class",191.0,"Wholesale trade intermediation exclusively through Internet and other electronic media","Wholesale trade intermediation exclusively through Internet and other electronic media","Intermediacion de comercio al por mayor exclusivamente a traves de Internet y otros medios electronicos","Intermediacion de comercio al por mayor exclusivamente a traves de Internet y otros medios electronicos","Wholesale trade intermediation exclusively through Internet and other electronic media"
194,"46","division",167.0,"Retail trade","Retail trade","Comercio al por menor","Comercio al por menor","Retail trade"
195,"461","group",194.0,"Retail trade of groceries, food, beverages, ice and tobacco","Retail trade of groceries, food, beverages, ice and tobacco","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","Retail trade of groceries, food, beverages, ice and tobacco"
196,"4611","class",195.0,"Retail trade of groceries and food","Retail trade of groceries and food","Comercio al por menor de abarrotes y alimentos","Comercio al por menor de abarrotes y alimentos","Retail trade of groceries and food"
197,"4612","class",195.0,"Retail trade of beverages, ice and tobacco","Retail trade of beverages, ice and tobacco","Comercio al por menor de bebidas, hielo y tabaco","Comercio al por menor de bebidas, hielo y tabaco","Retail trade of beverages, ice and tobacco"
198,"462","group",194.0,"Retail trade in self-service shops and department stores","Retail trade in self-service shops and department stores","Comercio al por menor en tiendas de autoservicio y departamentales","Comercio al por menor en tiendas de autoservicio y departamentales","Retail trade in self-service shops and department stores"
199,"4621","class",198.0,"Retail trade in self-service shops","Retail trade in self-service shops","Comercio al por menor en tiendas de autoservicio","Comercio al por menor en tiendas de autoservicio","Retail trade in self-service shops"
200,"4622","class",198.0,"Retail trade in department stores","Retail trade in department stores","Comercio al por menor en tiendas departamentales","Comercio al por menor en tiendas departamentales","Retail trade in department stores"
201,"463","group",194.0,"Retail trade of textile products, costume jewelry, clothing accessories and footwear","Retail trade of textile products, costume jewelry, clothing accessories and footwear","Comercio al por menor de productos textiles, bisuteria, accesorios de vestir y calzado","Comercio al por menor de productos textiles, bisuteria, accesorios de vestir y calzado","Retail trade of textile products, costume jewelry, clothing accessories and footwear"
202,"4631","class",201.0,"Retail trade of textile products, except apparel","Retail trade of textile products, except apparel","Comercio al por menor de productos textiles, excepto ropa","Comercio al por menor de productos textiles, excepto ropa","Retail trade of textile products, except apparel"
203,"4632","class",201.0,"Retail trade of apparel, costume jewelry and clothing accessories","Retail trade of apparel, costume jewelry and clothing accessories","Comercio al por menor de ropa, bisuteria y accesorios de vestir","Comercio al por menor de ropa, bisuteria y accesorios de vestir","Retail trade of apparel, costume jewelry and clothing accessories"
204,"4633","class",201.0,"Retail trade of footwear","Retail trade of footwear","Comercio al por menor de calzado","Comercio al por menor de calzado","Retail trade of footwear"
205,"464","group",194.0,"Retail trade of health care items","Retail trade of health care items","Comercio al por menor de articulos para el cuidado de la salud","Comercio al por menor de articulos para el cuidado de la salud","Retail trade of health care items"
206,"4641","class",205.0,"Retail trade of health care items","Retail trade of health care items","Comercio al por menor de articulos para el cuidado de la salud","Comercio al por menor de articulos para el cuidado de la salud","Retail trade of health care items"
207,"465","group",194.0,"Retail trade of stationery supplies, recreational and other personal goods","Retail trade of stationery supplies, recreational and other personal goods","Comercio al por menor de articulos de papeleria, para el esparcimiento y otros articulos de uso personal","Comercio al por menor de articulos de papeleria, para el esparcimiento y otros articulos de uso personal","Retail trade of stationery supplies, recreational and other personal goods"
208,"4651","class",207.0,"Retail trade of perfumery and jewelry products","Retail trade of perfumery and jewelry products","Comercio al por menor de articulos de perfumeria y joyeria","Comercio al por menor de articulos de perfumeria y joyeria","Retail trade of perfumery and jewelry products"
209,"4652","class",207.0,"Retail trade of recreational goods","Retail trade of recreational goods","Comercio al por menor de articulos para el esparcimiento","Comercio al por menor de articulos para el esparcimiento","Retail trade of recreational goods"
210,"4653","class",207.0,"Retail trade of stationery supplies, books, magazines and newspapers","Retail trade of stationery supplies, books, magazines and newspapers","Comercio al por menor de articulos de papeleria, libros, revistas y periodicos","Comercio al por menor de articulos de papeleria, libros, revistas y periodicos","Retail trade of stationery supplies, books, magazines and newspapers"
211,"4659","class",207.0,"Retail of pets, gifts, religious, disposable and other personal goods","Retail of pets, gifts, religious, disposable and other personal goods","Comercio al por menor de mascotas, regalos, articulos religiosos, desechables y otros articulos de uso personal","Comercio al por menor de mascotas, regalos, articulos religiosos, desechables y otros articulos de uso personal","Retail of pets, gifts, religious, disposable and other personal goods"
212,"466","group",194.0,"Retail trade of household goods, computers, interior decorative articles and used goods","Retail trade of household goods, computers, interior decorative articles and used goods","Comercio al por menor de enseres domesticos, computadoras, articulos para la decoracion de interiores y articulos usados","Comercio al por menor de enseres domesticos, computadoras, articulos para la decoracion de interiores y articulos usados","Retail trade of household goods, computers, interior decorative articles and used goods"
213,"4661","class",212.0,"Retail trade of household furniture and other household goods","Retail trade of household furniture and other household goods","Comercio al por menor de muebles para el hogar y otros enseres domesticos","Comercio al por menor de muebles para el hogar y otros enseres domesticos","Retail trade of household furniture and other household goods"
214,"4662","class",212.0,"Retail trade of computer furniture, equipment and accessories; telephones and other communication devices","Retail trade of computer furniture, equipment and accessories; telephones and other communication devices","Comercio al por menor de mobiliario, equipo y accesorios de computo, telefonos y otros aparatos de comunicacion","Comercio al por menor de mobiliario, equipo y accesorios de computo, telefonos y otros aparatos de comunicacion","Retail trade of computer furniture, equipment and accessories; telephones and other communication devices"
215,"4663","class",212.0,"Retail trade of interior decorative articles","Retail trade of interior decorative articles","Comercio al por menor de articulos para la decoracion de interiores","Comercio al por menor de articulos para la decoracion de interiores","Retail trade of interior decorative articles"
216,"4664","class",212.0,"Retail trade of used goods","Retail trade of used goods","Comercio al por menor de articulos usados","Comercio al por menor de articulos usados","Retail trade of used goods"
217,"467","group",194.0,"Retail trade of hardware and glass","Retail trade of hardware and glass","Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios","Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios","Retail trade of hardware and glass"
218,"4671","class",217.0,"Retail trade of hardware and glass","Retail trade of hardware and glass","Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios","Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios","Retail trade of hardware and glass"
219,"468","group",194.0,"Retail trade of motor vehicles, parts, fuels and lubricants","Retail trade of motor vehicles, parts, fuels and lubricants","Comercio al por menor de vehiculos de motor, refacciones, combustibles y lubricantes","Comercio al por menor de vehiculos de motor, refacciones, combustibles y lubricantes","Retail trade of motor vehicles, parts, fuels and lubricants"
220,"4681","class",219.0,"Retail trade of automobiles and pickup trucks","Retail trade of automobiles and pickup trucks","Comercio al por menor de automoviles y camionetas","Comercio al por menor de automoviles y camionetas","Retail trade of automobiles and pickup trucks"
221,"4682","class",219.0,"Retail trade of parts for automobiles, pickup trucks and trucks","Retail trade of parts for automobiles, pickup trucks and trucks","Comercio al por menor de partes y refacciones para automoviles, camionetas y camiones","Comercio al por menor de partes y refacciones para automoviles, camionetas y camiones","Retail trade of parts for automobiles, pickup trucks and trucks"
222,"4683","class",219.0,"Retail trade of motorcycles, and other motor vehicles","Retail trade of motorcycles, and other motor vehicles","Comercio al por menor de motocicletas y otros vehiculos de motor","Comercio al por menor de motocicletas y otros vehiculos de motor","Retail trade of motorcycles, and other motor vehicles"
223,"4684","class",219.0,"Retail trade of fuels, lubricating oils and greases","Retail trade of fuels, lubricating oils and greases","Comercio al por menor de combustibles, aceites y grasas lubricantes","Comercio al por menor de combustibles, aceites y grasas lubricantes","Retail trade of fuels, lubricating oils and greases"
224,"469","group",194.0,"Retail trade exclusively through Internet, and printed catalogs, television and similar media","Retail trade exclusively through Internet, and printed catalogs, television and similar media","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Retail trade exclusively through Internet, and printed catalogs, television and similar media"
225,"4691","class",224.0,"Retail trade exclusively through Internet, and printed catalogs, television and similar media","Retail trade exclusively through Internet, and printed catalogs, television and similar media","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Retail trade exclusively through Internet, and printed catalogs, television and similar media"
226,"4692","class",224.0,"Retail trade exclusively through Internet, and printed catalogs, television and similar media","Retail trade exclusively through Internet, and printed catalogs, television and similar media","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Comercio al por menor exclusivamente a traves de Internet, y catalogos impresos, television y similares","Retail trade exclusively through Internet, and printed catalogs, television and similar media"
227,"48","division",36.0,"Transportation, postal services and warehousing 1","Transportation, postal services and warehousing 1","Transportes, correos y almacenamiento 1","Transportes, correos y almacenamiento 1","Transportation, postal services and warehousing 1"
228,"481","group",227.0,"Air transportation","Air transportation","Transporte aereo","Transporte aereo","Air transportation"
229,"4811","class",228.0,"Scheduled air transportation","Scheduled air transportation","Transporte aereo regular","Transporte aereo regular","Scheduled air transportation"
230,"4812","class",228.0,"Nonscheduled air transportation","Nonscheduled air transportation","Transporte aereo no regular","Transporte aereo no regular","Nonscheduled air transportation"
231,"482","group",227.0,"Rail transportation","Rail transportation","Transporte por ferrocarril","Transporte por ferrocarril","Rail transportation"
232,"4821","class",231.0,"Rail transportation","Rail transportation","Transporte por ferrocarril","Transporte por ferrocarril","Rail transportation"
233,"483","group",227.0,"Water transportation","Water transportation","Transporte por agua","Transporte por agua","Water transportation"
234,"4831","class",233.0,"Maritime transportation","Maritime transportation","Transporte maritimo","Transporte maritimo","Maritime transportation"
235,"4832","class",233.0,"Inland water transportation","Inland water transportation","Transporte por aguas interiores","Transporte por aguas interiores","Inland water transportation"
236,"484","group",227.0,"Freight truck transportation","Freight truck transportation","Autotransporte de carga","Autotransporte de carga","Freight truck transportation"
237,"4841","class",236.0,"General freight trucking","General freight trucking","Autotransporte de carga general","Autotransporte de carga general","General freight trucking"
238,"4842","class",236.0,"Specialized freight trucking","Specialized freight trucking","Autotransporte de carga especializado","Autotransporte de carga especializado","Specialized freight trucking"
239,"485","group",227.0,"Passenger transportation by road, except by rail","Passenger transportation by road, except by rail","Transporte terrestre de pasajeros, excepto por ferrocarril","Transporte terrestre de pasajeros, excepto por ferrocarril","Passenger transportation by road, except by rail"
240,"4851","class",239.0,"Urban and suburban collective passenger transportation, fixed route","Urban and suburban collective passenger transportation, fixed route","Transporte colectivo urbano y suburbano de pasajeros de ruta fija","Transporte colectivo urbano y suburbano de pasajeros de ruta fija","Urban and suburban collective passenger transportation, fixed route"
241,"4852","class",239.0,"Long-distance collective passenger transportation, fixed route","Long-distance collective passenger transportation, fixed route","Transporte colectivo foraneo de pasajeros de ruta fija","Transporte colectivo foraneo de pasajeros de ruta fija","Long-distance collective passenger transportation, fixed route"
242,"4853","class",239.0,"Taxi and limousine services","Taxi and limousine services","Servicio de taxis y limusinas","Servicio de taxis y limusinas","Taxi and limousine services"
243,"4854","class",239.0,"School and employee transportation","School and employee transportation","Transporte escolar y de personal","Transporte escolar y de personal","School and employee transportation"
244,"4855","class",239.0,"Bus rental with driver","Bus rental with driver","Alquiler de autobuses con chofer","Alquiler de autobuses con chofer","Bus rental with driver"
245,"4859","class",239.0,"Other passenger transportation by road","Other passenger transportation by road","Otro transporte terrestre de pasajeros","Otro transporte terrestre de pasajeros","Other passenger transportation by road"
246,"486","group",227.0,"Pipeline transportation","Pipeline transportation","Transporte por ductos","Transporte por ductos","Pipeline transportation"
247,"4861","class",246.0,"Pipeline transportation of crude oil","Pipeline transportation of crude oil","Transporte de petroleo crudo por ductos","Transporte de petroleo crudo por ductos","Pipeline transportation of crude oil"
248,"4862","class",246.0,"Pipeline transportation of natural gas","Pipeline transportation of natural gas","Transporte de gas natural por ductos","Transporte de gas natural por ductos","Pipeline transportation of natural gas"
249,"4869","class",246.0,"Pipeline transportation of other products","Pipeline transportation of other products","Transporte por ductos de otros productos","Transporte por ductos de otros productos","Pipeline transportation of other products"
250,"487","group",227.0,"Sightseeing transportation","Sightseeing transportation","Transporte turistico","Transporte turistico","Sightseeing transportation"
251,"4871","class",250.0,"Sightseeing transportation by land","Sightseeing transportation by land","Transporte turistico por tierra","Transporte turistico por tierra","Sightseeing transportation by land"
252,"4872","class",250.0,"Sightseeing transportation by water","Sightseeing transportation by water","Transporte turistico por agua","Transporte turistico por agua","Sightseeing transportation by water"
253,"4879","class",250.0,"Other sightseeing transportation","Other sightseeing transportation","Otro transporte turistico","Otro transporte turistico","Other sightseeing transportation"
254,"488","group",227.0,"Services related to transportation","Services related to transportation","Servicios relacionados con el transporte","Servicios relacionados con el transporte","Services related to transportation"
255,"4881","class",254.0,"Services related to air transportation","Services related to air transportation","Servicios relacionados con el transporte aereo","Servicios relacionados con el transporte aereo","Services related to air transportation"
256,"4882","class",254.0,"Services related to rail transportation","Services related to rail transportation","Servicios relacionados con el transporte por ferrocarril","Servicios relacionados con el transporte por ferrocarril","Services related to rail transportation"
257,"4883","class",254.0,"Services related to water transportation","Services related to water transportation","Servicios relacionados con el transporte por agua","Servicios relacionados con el transporte por agua","Services related to water transportation"
258,"4884","class",254.0,"Services related to road transportation","Services related to road transportation","Servicios relacionados con el transporte por carretera","Servicios relacionados con el transporte por carretera","Services related to road transportation"
259,"4885","class",254.0,"Intermediation services for freight transportation","Intermediation services for freight transportation","Servicios de intermediacion para el transporte de carga","Servicios de intermediacion para el transporte de carga","Intermediation services for freight transportation"
260,"4889","class",254.0,"Other services related to transportation","Other services related to transportation","Otros servicios relacionados con el transporte","Otros servicios relacionados con el transporte","Other services related to transportation"
261,"49","division",36.0,"Transportation, postal services and warehousing 2","Transportation, postal services and warehousing 2","Transportes, correos y almacenamiento 2","Transportes, correos y almacenamiento 2","Transportation, postal services and warehousing 2"
262,"491","group",261.0,"Postal services","Postal services","Servicios postales","Servicios postales","Postal services"
263,"4911","class",262.0,"Postal services","Postal services","Servicios postales","Servicios postales","Postal services"
264,"492","group",261.0,"Courier and messenger services","Courier and messenger services","Servicios de mensajeria y paqueteria","Servicios de mensajeria y paqueteria","Courier and messenger services"
265,"4921","class",264.0,"Long-distance courier and messenger services","Long-distance courier and messenger services","Servicios de mensajeria y paqueteria foranea","Servicios de mensajeria y paqueteria foranea","Long-distance courier and messenger services"
266,"4922","class",264.0,"Local courier and messenger services","Local courier and messenger services","Servicios de mensajeria y paqueteria local","Servicios de mensajeria y paqueteria local","Local courier and messenger services"
267,"493","group",261.0,"Warehousing services","Warehousing services","Servicios de almacenamiento","Servicios de almacenamiento","Warehousing services"
268,"4931","class",267.0,"Warehousing services","Warehousing services","Servicios de almacenamiento","Servicios de almacenamiento","Warehousing services"
269,"51","division",36.0,"Mass media information","Mass media information","Informacion en medios masivos","Informacion en medios masivos","Mass media information"
270,"511","group",269.0,"Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications","Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications","Edicion de periodicos, revistas, libros, software y otros materiales, y edicion de estas publicaciones integrada con la impresion","Edicion de periodicos, revistas, libros, software y otros materiales, y edicion de estas publicaciones integrada con la impresion","Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications"
271,"5111","class",270.0,"Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications","Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications","Edicion de periodicos, revistas, libros y similares, y edicion de estas publicaciones integrada con la impresion","Edicion de periodicos, revistas, libros y similares, y edicion de estas publicaciones integrada con la impresion","Newspaper, magazine, book, software and other materials publishing and integrated publishing/printing of these publications"
272,"5112","class",270.0,"Software publishing, and integrated software publishing/reproduction","Software publishing, and integrated software publishing/reproduction","Edicion de software y edicion de software integrada con la reproduccion","Edicion de software y edicion de software integrada con la reproduccion","Software publishing, and integrated software publishing/reproduction"
273,"512","group",269.0,"Film and video industry, and sound recording industry","Film and video industry, and sound recording industry","Industria filmica y del video, e industria del sonido","Industria filmica y del video, e industria del sonido","Film and video industry, and sound recording industry"
274,"5121","class",273.0,"Film and video industry","Film and video industry","Industria filmica y del video","Industria filmica y del video","Film and video industry"
275,"5122","class",273.0,"Sound recording industry","Sound recording industry","Industria del sonido","Industria del sonido","Sound recording industry"
276,"515","group",269.0,"Radio and television","Radio and television","Radio y television","Radio y television","Radio and television"
277,"5151","class",276.0,"Radio and television broadcasting","Radio and television broadcasting","Transmision de programas de radio y television","Transmision de programas de radio y television","Radio and television broadcasting"
278,"5152","class",276.0,"Production of channel programming for cable or satellite television systems","Production of channel programming for cable or satellite television systems","Produccion de programacion de canales para sistemas de television por cable o satelitales","Produccion de programacion de canales para sistemas de television por cable o satelitales","Production of channel programming for cable or satellite television systems"
279,"516","group",269.0,"Internet Publishing and Broadcasting","Internet Publishing and Broadcasting","Publicación y transmisión en Internet","Publicación y transmisión en Internet","Internet Publishing and Broadcasting"
280,"5161","class",279.0,"Internet Publishing and Broadcasting","Internet Publishing and Broadcasting","Publicación y transmisión en Internet","Publicación y transmisión en Internet","Internet Publishing and Broadcasting"
281,"517","group",269.0,"Other telecommunications","Other telecommunications","Otras telecomunicaciones","Otras telecomunicaciones","Other telecommunications"
282,"5173","class",281.0,"Telecommunications Resellers","Telecommunications Resellers","Revendedor de telecomunicaciones","Revendedor de telecomunicaciones","Telecommunications Resellers"
283,"5175","class",281.0,"Cable and Other Program Distribution","Cable and Other Program Distribution","Distribución de cable y los demás programas","Distribución de cable y los demás programas","Cable and Other Program Distribution"
284,"518","group",269.0,"Electronic data processing, hosting, and other related services","Electronic data processing, hosting, and other related services","Procesamiento electronico de informacion, hospedaje y otros servicios relacionados","Procesamiento electronico de informacion, hospedaje y otros servicios relacionados","Electronic data processing, hosting, and other related services"
285,"5181","class",284.0,"Internet Service Providers and Web Search Portals","Internet Service Providers and Web Search Portals","Proveedores de servicios de Internet y portales de búsqueda","Proveedores de servicios de Internet y portales de búsqueda","Internet Service Providers and Web Search Portals"
286,"5171","class",281.0,"Wired telecommunications carriers","Wired telecommunications carriers","Operadores de telecomunicaciones alambricas","Operadores de telecomunicaciones alambricas","Wired telecommunications carriers"
287,"5172","class",281.0,"Wireless telecommunications carriers, except satellite services","Wireless telecommunications carriers, except satellite services","Operadores de telecomunicaciones inalambricas, excepto servicios de satelite","Operadores de telecomunicaciones inalambricas, excepto servicios de satelite","Wireless telecommunications carriers, except satellite services"
288,"5174","class",281.0,"Satellite telecommunications services","Satellite telecommunications services","Servicios de telecomunicaciones por satelite","Servicios de telecomunicaciones por satelite","Satellite telecommunications services"
289,"5179","class",281.0,"Other telecommunications services","Other telecommunications services","Otros servicios de telecomunicaciones","Otros servicios de telecomunicaciones","Other telecommunications services"
290,"5182","class",284.0,"Electronic data processing, hosting, and other related services","Electronic data processing, hosting, and other related services","Procesamiento electronico de informacion, hospedaje y otros servicios relacionados","Procesamiento electronico de informacion, hospedaje y otros servicios relacionados","Electronic data processing, hosting, and other related services"
