code	level	name_en	name_short_en	name_es	name_short_es
6924	level3	Cask, drums, etc, of iron, steel, aluminium, for packing goods	Cask, drums, etc, of iron, steel, aluminium, for packing goods		
6931	level3	Wire, cables, cordage, ropes, plaited bans, sling and the like	Wire, cables, cordage, ropes, plaited bans, sling and the like		
6932	level3	Barbed iron or steel wire: fencing wire	Barbed iron or steel wire: fencing wire		
6935	level3	Gauze, cloth, grill, netting, reinforced fabric and the like	Gauze, cloth, grill, netting, reinforced fabric and the like		
6940	level3	Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper	Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper		
6951	level3	Hand tools, used in agriculture, horticulture or forestry	Hand tools, used in agriculture, horticulture or forestry		
6953	level3	Other hand tools	Other hand tools		
6954	level3	Interchangeable tools for hand or machine tools (tips, blades, etc)	Interchangeable tools for hand or machine tools (tips, blades, etc)		
6960	level3	Cutlery	Cutlery		
6973	level3	Domestic, non-electric, heating, cooking apparatus, and parts, nes	Domestic, non-electric, heating, cooking apparatus, and parts, nes		
6974	level3	Base metal domestic articles, nes, and parts thereof, nes	Base metal domestic articles, nes, and parts thereof, nes		
6975	level3	Base metal indoors sanitary ware, and parts thereof, nes	Base metal indoors sanitary ware, and parts thereof, nes		
6978	level3	Household appliances, decorative article, etc, of base metal, nes	Household appliances, decorative article, etc, of base metal, nes		
6991	level3	Locksmiths wares, safes, etc, and hardware, nes, of base metal	Locksmiths wares, safes, etc, and hardware, nes, of base metal		
6992	level3	Chain and parts thereof, of iron or steel	Chain and parts thereof, of iron or steel		
6993	level3	Pins, needles, etc, of iron, steel; metal fittings for clothing	Pins, needles, etc, of iron, steel; metal fittings for clothing		
6994	level3	Springs and leaves for springs, of iron, steel or copper	Springs and leaves for springs, of iron, steel or copper		
6996	level3	Miscellaneous articles of base metal	Miscellaneous articles of base metal		
6997	level3	Articles of iron or steel, nes	Articles of iron or steel, nes		
6998	level3	Articles, nes, of copper, nickel, aluminium, lead, zinc and tin	Articles, nes, of copper, nickel, aluminium, lead, zinc and tin		
6999	level3	Other base metal manufactures, nes; and of cermets	Other base metal manufactures, nes; and of cermets		
7111	level3	Steam and other vapour-generated boilers; super-heated water boiler	Steam and other vapour-generated boilers; super-heated water boiler		
7112	level3	Auxiliary plant for boilers of heading 7111; condensers	Auxiliary plant for boilers of heading 7111; condensers		
7119	level3	Parts, nes of boilers and auxiliary plant of headings 7111 and 7112	Parts, nes of boilers and auxiliary plant of headings 7111 and 7112		
7126	level3	Steam power units (mobile engines but not steam tractors, etc)	Steam power units (mobile engines but not steam tractors, etc)		
7129	level3	Parts, nes of steam power units	Parts, nes of steam power units		
7131	level3	Internal combustion piston engines, for aircraft, and parts, nes	Internal combustion piston engines, for aircraft, and parts, nes		
7132	level3	Motor vehicles piston engines, headings: 722; 78; 74411 and 95101	Motor vehicles piston engines, headings: 722; 78; 74411 and 95101		
7133	level3	Internal combustion piston engines, marine propulsion	Internal combustion piston engines, marine propulsion		
7138	level3	Internal combustion piston engines, nes	Internal combustion piston engines, nes		
7139	level3	Piston engines parts, nes, falling in headings: 7132, 7133 and 7138	Piston engines parts, nes, falling in headings: 7132, 7133 and 7138		
7144	level3	Reaction engines	Reaction engines		
7148	level3	Gas turbines, nes	Gas turbines, nes		
7149	level3	Parts, nes of the engines and motors of group 714 and item 71888	Parts, nes of the engines and motors of group 714 and item 71888		
7161	level3	Motors and generators, direct current	Motors and generators, direct current		
7162	level3	Electric motors, generators (not direct current); generating sets	Electric motors, generators (not direct current); generating sets		
7163	level3	Rotary converters	Rotary converters		
7169	level3	Parts, nes, of rotating electric plant	Parts, nes, of rotating electric plant		
7187	level3	Nuclear reactors, and parts thereof, nes	Nuclear reactors, and parts thereof, nes		
7188	level3	Engines and motors, nes (wind, hot air engines, water wheel, etc)	Engines and motors, nes (wind, hot air engines, water wheel, etc)		
7211	level3	Agricultural and horticultural machinery for soil preparation, etc	Agricultural and horticultural machinery for soil preparation, etc		
7212	level3	Harvesting and threshing machines; fodder presses, etc; parts nes	Harvesting and threshing machines; fodder presses, etc; parts nes		
7213	level3	Dairy machinery, nes (including milking machines), and parts nes	Dairy machinery, nes (including milking machines), and parts nes		
7219	level3	Agricultural machinery and appliances, nes, and parts thereof, nes	Agricultural machinery and appliances, nes, and parts thereof, nes		
7223	level3	Track-laying tractors	Track-laying tractors		
7224	level3	Wheeled tractors (other than those falling in heading 74411, 7832)	Wheeled tractors (other than those falling in heading 74411, 7832)		
7233	level3	Road rollers, mechanically propelled	Road rollers, mechanically propelled		
7234	level3	Construction and mining machinery, nes	Construction and mining machinery, nes		
7239	level3	Parts, nes of machinery and equipment of headings 72341 to 72346	Parts, nes of machinery and equipment of headings 72341 to 72346		
7243	level3	Sewing machines, furniture, needles etc, and parts thereof, nes	Sewing machines, furniture, needles etc, and parts thereof, nes		
7244	level3	Machines for extruding man-made textile; other textile machinery	Machines for extruding man-made textile; other textile machinery		
7245	level3	Weaving, knitting, etc, machines, machines for preparing yarns, etc	Weaving, knitting, etc, machines, machines for preparing yarns, etc		
7246	level3	Auxiliary machinery for use with those of headings 72451 to 72453	Auxiliary machinery for use with those of headings 72451 to 72453		
7247	level3	Textile machinery, nes for cleaning, cutting, etc, and parts nes	Textile machinery, nes for cleaning, cutting, etc, and parts nes		
7248	level3	Machinery for preparing, tanning, working leather, etc; parts nes	Machinery for preparing, tanning, working leather, etc; parts nes		
7251	level3	Machinery for making, finishing cellulose pulp, paper or paperboard	Machinery for making, finishing cellulose pulp, paper or paperboard		
7252	level3	Machinery for making paper pulp, paper, paperboard; cutting machines	Machinery for making paper pulp, paper, paperboard; cutting machines		
7259	level3	Parts, nes of the machines falling within heading 725	Parts, nes of the machines falling within heading 725		
7263	level3	Machinery, accessories for type-setting, for printing blocks, etc	Machinery, accessories for type-setting, for printing blocks, etc		
7264	level3	Printing presses	Printing presses		
7267	level3	Other printing machinery; machines for uses ancilliary to printing	Other printing machinery; machines for uses ancilliary to printing		
7268	level3	Bookbinding machinery; parts thereof, nes	Bookbinding machinery; parts thereof, nes		
7269	level3	Parts, nes of machines falling within headings 72631, 7264, 7267	Parts, nes of machines falling within headings 72631, 7264, 7267		
7271	level3	Machinery for the grain milling industry; working cereals, parts	Machinery for the grain milling industry; working cereals, parts		
7272	level3	Other food-processing machinery and parts thereof, nes	Other food-processing machinery and parts thereof, nes		
7281	level3	Machine-tools for specialized industries; parts or accessories, nes	Machine-tools for specialized industries; parts or accessories, nes		
7283	level3	Other mineral working machinery; and parts thereof, nes	Other mineral working machinery; and parts thereof, nes		
7284	level3	Machinery for specialized industries and parts thereof, nes	Machinery for specialized industries and parts thereof, nes		
7361	level3	Metal cutting machine-tools	Metal cutting machine-tools		
7362	level3	Metal forming machine-tool	Metal forming machine-tool		
7367	level3	Other machines-tools for working metal or metal carbides, nes	Other machines-tools for working metal or metal carbides, nes		
7368	level3	Work holders, dividing heads for machine-tools, etc; tool holders	Work holders, dividing heads for machine-tools, etc; tool holders		
7369	level3	Parts, nes of and accessories for machine-tools of heading 736	Parts, nes of and accessories for machine-tools of heading 736		
7371	level3	Metallurgy and metal foundry equipment, and parts thereof, nes	Metallurgy and metal foundry equipment, and parts thereof, nes		
7372	level3	Rolling mills, rolls therefor, and parts, nes of rolling mills	Rolling mills, rolls therefor, and parts, nes of rolling mills		
7373	level3	Welding, brazing, cutting, etc machines and appliances, parts, nes	Welding, brazing, cutting, etc machines and appliances, parts, nes		
7411	level3	Gas generators, and parts, nes of gas generators	Gas generators, and parts, nes of gas generators		
7412	level3	Furnace burners; mechanical stokers, etc, and parts thereof, nes	Furnace burners; mechanical stokers, etc, and parts thereof, nes		
7413	level3	Industrial and laboratory furnaces and ovens, etc, parts, nes	Industrial and laboratory furnaces and ovens, etc, parts, nes		
7414	level3	Non-domestic refrigerators and refrigerating equipment, parts, nes	Non-domestic refrigerators and refrigerating equipment, parts, nes		
7415	level3	Air conditioning machines and parts thereof, nes	Air conditioning machines and parts thereof, nes		
7416	level3	Machinery, plant, laboratory equipment for heating and cooling, nes	Machinery, plant, laboratory equipment for heating and cooling, nes		
7421	level3	Reciprocating pumps (other than those of heading 74281)	Reciprocating pumps (other than those of heading 74281)		
7422	level3	Centrifugal pumps (other than those of heading 74281)	Centrifugal pumps (other than those of heading 74281)		
7423	level3	Rotary pumps (other than those of heading 74281)	Rotary pumps (other than those of heading 74281)		
7428	level3	Other pumps for liquids and liquid elevators	Other pumps for liquids and liquid elevators		
7429	level3	Parts, nes of pumps and liquids elevators falling in heading 742	Parts, nes of pumps and liquids elevators falling in heading 742		
7431	level3	Air pumps, vacuum pumps and air or gas compressors	Air pumps, vacuum pumps and air or gas compressors		
7432	level3	Parts, nes of the pumps and compressor falling within heading 7431	Parts, nes of the pumps and compressor falling within heading 7431		
7433	level3	Free-piston generators for gas turbines and parts thereof, nes	Free-piston generators for gas turbines and parts thereof, nes		
7434	level3	Fans, blowers and the like, and parts thereof, nes	Fans, blowers and the like, and parts thereof, nes		
7435	level3	Centrifuges	Centrifuges		
7436	level3	Filtering and purifying machinery, apparatus for liquids and gases	Filtering and purifying machinery, apparatus for liquids and gases		
7439	level3	Parts, nes of the machines falling within headings 7435 and 7436	Parts, nes of the machines falling within headings 7435 and 7436		
7441	level3	Work trucks, of the type use in factories, dock areas, etc	Work trucks, of the type use in factories, dock areas, etc		
7442	level3	Lifting, handling, loading machinery, telphers and conveyors	Lifting, handling, loading machinery, telphers and conveyors		
7449	level3	Parts, nes of the machinery falling within heading 7442	Parts, nes of the machinery falling within heading 7442		
7451	level3	Power hand tools, pneumatic or non-electric, and parts thereof, nes	Power hand tools, pneumatic or non-electric, and parts thereof, nes		
7452	level3	Other non-electrical machines and parts thereof, nes	Other non-electrical machines and parts thereof, nes		
7491	level3	Ball, roller or needle roller bearings	Ball, roller or needle roller bearings		
7492	level3	Cocks, valves and similar appliances, for pipes boiler shells, etc	Cocks, valves and similar appliances, for pipes boiler shells, etc		
7493	level3	Shaft, crank, bearing housing, pulley and pulley blocks, etc	Shaft, crank, bearing housing, pulley and pulley blocks, etc		
7499	level3	Other non-electric parts and accessories of machinery, nes	Other non-electric parts and accessories of machinery, nes		
7511	level3	Typewriters; cheque-writing machines	Typewriters; cheque-writing machines		
7512	level3	Calculating, accounting, cash registers, ticketing, etc, machines	Calculating, accounting, cash registers, ticketing, etc, machines		
7518	level3	Office machines, nes	Office machines, nes		
7521	level3	Analogue and hybrid data processing machines	Analogue and hybrid data processing machines		
7522	level3	Complete digital data processing machines	Complete digital data processing machines		
7523	level3	Complete digital central processing units; digital processors	Complete digital central processing units; digital processors		
7524	level3	Digital central storage units, separately consigned	Digital central storage units, separately consigned		
7525	level3	Peripheral units, including control and adapting units	Peripheral units, including control and adapting units		
7528	level3	Off-line data processing equipment, nes	Off-line data processing equipment, nes		
7591	level3	Parts, nes of and accessories for machines of headings 7511 or 7518	Parts, nes of and accessories for machines of headings 7511 or 7518		
7599	level3	Parts, nes of and accessories for machines of headings 7512 and 752	Parts, nes of and accessories for machines of headings 7512 and 752		
7611	level3	Television receivers, colour	Television receivers, colour		
7612	level3	Television receivers, monochrome	Television receivers, monochrome		
7621	level3	Radio receivers for motor-vehicles	Radio receivers for motor-vehicles		
7622	level3	Portable radio receivers	Portable radio receivers		
7628	level3	Other radio receivers	Other radio receivers		
7631	level3	Gramophones and record players, electric	Gramophones and record players, electric		
7638	level3	Other sound recording and reproducer, nes; video recorders	Other sound recording and reproducer, nes; video recorders		
7641	level3	Electrical line telephonic and telegraphic apparatus	Electrical line telephonic and telegraphic apparatus		
7642	level3	Microphones; loud-speakers; audio-frequency electric amplifiers	Microphones; loud-speakers; audio-frequency electric amplifiers		
7643	level3	Television, radio-broadcasting; transmitters, etc	Television, radio-broadcasting; transmitters, etc		
7648	level3	Telecommunications equipment, nes	Telecommunications equipment, nes		
7649	level3	Parts, nes of and accessories for apparatus falling in heading 76	Parts, nes of and accessories for apparatus falling in heading 76		
7711	level3	Transformers, electrical	Transformers, electrical		
7712	level3	Other electric power machinery, parts, nes	Other electric power machinery, parts, nes		
7721	level3	Switches, relays, fuses, etc; switchboards and control panels, nes	Switches, relays, fuses, etc; switchboards and control panels, nes		
7722	level3	Printed circuits, and parts thereof, nes	Printed circuits, and parts thereof, nes		
7723	level3	Fixed, variable resistors, other than heating resistors, parts, nes	Fixed, variable resistors, other than heating resistors, parts, nes		
7731	level3	Insulated electric wire, cable, bars, etc	Insulated electric wire, cable, bars, etc		
7732	level3	Electrical insulating equipment	Electrical insulating equipment		
7741	level3	Electro-medical equipment	Electro-medical equipment		
7742	level3	X-ray apparatus and equipment; accessories; and parts, nes	X-ray apparatus and equipment; accessories; and parts, nes		
7751	level3	Household laundry equipment, nes	Household laundry equipment, nes		
7752	level3	Domestic refrigerators and freezers	Domestic refrigerators and freezers		
7753	level3	Domestic dishwashing machines	Domestic dishwashing machines		
7754	level3	Electric shavers and hair clippers, parts thereof, nes	Electric shavers and hair clippers, parts thereof, nes		
7757	level3	Domestic electro-mechanical appliances; and parts thereof, nes	Domestic electro-mechanical appliances; and parts thereof, nes		
7758	level3	Electro-thermic appliances, nes	Electro-thermic appliances, nes		
7761	level3	Television picture tubes, cathode ray	Television picture tubes, cathode ray		
7762	level3	Other electronic valves and tubes	Other electronic valves and tubes		
7763	level3	Diodes, transistors, photocells, etc	Diodes, transistors, photocells, etc		
7764	level3	Electronic microcircuits	Electronic microcircuits		
7768	level3	Crystals, and parts, nes of electronic components of heading 776	Crystals, and parts, nes of electronic components of heading 776		
7781	level3	Batteries and electric accumulators, and parts thereof, nes	Batteries and electric accumulators, and parts thereof, nes		
7782	level3	Electric filament lamps and discharge lamps; arc-lamps	Electric filament lamps and discharge lamps; arc-lamps		
7783	level3	Automotive electrical equipment; and parts thereof, nes	Automotive electrical equipment; and parts thereof, nes		
7784	level3	Electro-mechanical hand tools, and parts thereof, nes	Electro-mechanical hand tools, and parts thereof, nes		
7788	level3	Other electrical machinery and equipment, nes	Other electrical machinery and equipment, nes		
7810	level3	Passenger motor vehicles (excluding buses)	Passenger motor vehicles (excluding buses)		
7821	level3	Motor vehicles for the transport of goods or materials	Motor vehicles for the transport of goods or materials		
7822	level3	Special purpose motor lorries and vans	Special purpose motor lorries and vans		
7831	level3	Public service type passenger motor vehicles	Public service type passenger motor vehicles		
7832	level3	Road tractors for semi-trailers	Road tractors for semi-trailers		
7841	level3	Chassis fitted with engines, for vehicles of headings 722, 781-783	Chassis fitted with engines, for vehicles of headings 722, 781-783		
7842	level3	Bodies, for vehicles of headings 722, 781-783	Bodies, for vehicles of headings 722, 781-783		
7849	level3	Other parts and accessories, for vehicles of headings 722, 781-783	Other parts and accessories, for vehicles of headings 722, 781-783		
7851	level3	Motorcycles, auto-cycles; side-cars of all kind, etc	Motorcycles, auto-cycles; side-cars of all kind, etc		
7852	level3	Cycles, not motorized	Cycles, not motorized		
7853	level3	Invalid carriages; parts, nes of articles of heading 785	Invalid carriages; parts, nes of articles of heading 785		
7861	level3	Trailers and transports containers	Trailers and transports containers		
7868	level3	Other not mechanically propelled vehicles; and parts, nes	Other not mechanically propelled vehicles; and parts, nes		
7911	level3	Rail locomotives, electric	Rail locomotives, electric		
7912	level3	Other rail locomotives; tenders	Other rail locomotives; tenders		
7913	level3	Mechanically propelled railway, tramway, trolleys, etc	Mechanically propelled railway, tramway, trolleys, etc		
7914	level3	Railway, tramway passenger coaches, etc, not mechanically propelled	Railway, tramway passenger coaches, etc, not mechanically propelled		
7915	level3	Railway and tramway freight, etc, not mechanically propelled	Railway and tramway freight, etc, not mechanically propelled		
7919	level3	Railway track fixtures, and fittings, etc, parts nes of heading 791	Railway track fixtures, and fittings, etc, parts nes of heading 791		
7921	level3	Helicopters	Helicopters		
7922	level3	Aircraft of an unladen weight not exceeding 2000 kg	Aircraft of an unladen weight not exceeding 2000 kg		
7923	level3	Aircraft of an unladen weight from 2000 kg to 15000 kg	Aircraft of an unladen weight from 2000 kg to 15000 kg		
7924	level3	Aircraft of an unladen weight exceeding 15000 kg	Aircraft of an unladen weight exceeding 15000 kg		
7928	level3	Aircraft, nes and associated equipment	Aircraft, nes and associated equipment		
7929	level3	Parts, nes of the aircraft of heading 792	Parts, nes of the aircraft of heading 792		
7931	level3	Warships	Warships		
7932	level3	Ships, boats and other vessels	Ships, boats and other vessels		
7933	level3	Ships, boats and other vessels for breaking up	Ships, boats and other vessels for breaking up		
7938	level3	Tugs, special purpose vessels and floating structures	Tugs, special purpose vessels and floating structures		
0812	level3	Bran, sharps and other residues derives of cereals	Bran, sharps and other residues derives of cereals		
8121	level3	Central heating equipment, not electrically heated, parts, nes	Central heating equipment, not electrically heated, parts, nes		
8122	level3	Ceramic plumbing fixtures	Ceramic plumbing fixtures		
8124	level3	Lighting fixture and fittings, lamps, lanterns, and parts, nes	Lighting fixture and fittings, lamps, lanterns, and parts, nes		
8211	level3	Chairs and other seats; and parts thereof, nes	Chairs and other seats; and parts thereof, nes		
8212	level3	Furniture for medical, surgical, dental or veterinary practice	Furniture for medical, surgical, dental or veterinary practice		
8219	level3	Other furniture and parts thereof, nes	Other furniture and parts thereof, nes		
8310	level3	Travel goods, handbags etc, of leather, plastics, textile, others	Travel goods, handbags etc, of leather, plastics, textile, others		
8421	level3	Men's and boys' outerwear, textile fabrics not knitted or crocheted; overcoats and other coats	Men's and boys' outerwear, textile fabrics not knitted or crocheted; overcoats and other coats		
8422	level3	Men's and boys' outerwear, textile fabrics not knitted or crocheted; suits	Men's and boys' outerwear, textile fabrics not knitted or crocheted; suits		
8423	level3	Men's and boys' outerwear, textile fabrics not knitted or crocheted; trousers, breeches and the like	Men's and boys' outerwear, textile fabrics not knitted or crocheted; trousers, breeches and the like		
8424	level3	Men's and boys' outerwear, textile fabrics not knitted or crocheted; jackets, blazers and the like	Men's and boys' outerwear, textile fabrics not knitted or crocheted; jackets, blazers and the like		
8429	level3	Men's and boys' outerwear, textile fabrics not knitted or crocheted; other outer garments	Men's and boys' outerwear, textile fabrics not knitted or crocheted; other outer garments		
8431	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; coats and jackets	Womens, girls, infants outerwear, textile, not knitted or crocheted; coats and jackets		
8432	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; suits and costumes	Womens, girls, infants outerwear, textile, not knitted or crocheted; suits and costumes		
8433	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; dresses	Womens, girls, infants outerwear, textile, not knitted or crocheted; dresses		
8434	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; skirts	Womens, girls, infants outerwear, textile, not knitted or crocheted; skirts		
8435	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; blouses	Womens, girls, infants outerwear, textile, not knitted or crocheted; blouses		
8439	level3	Womens, girls, infants outerwear, textile, not knitted or crocheted; other outer garments of textile fabrics, not knitted, crocheted	Womens, girls, infants outerwear, textile, not knitted or crocheted; other outer garments of textile fabrics, not knitted, crocheted		
8441	level3	Under garments of textile fabrics, not knitted or crocheted; mens and boys shirts	Under garments of textile fabrics, not knitted or crocheted; mens and boys shirts		
8442	level3	Under garments of textile fabrics, not knitted or crocheted; mens, boys under garments; other than shirts	Under garments of textile fabrics, not knitted or crocheted; mens, boys under garments; other than shirts		
8443	level3	Under garments of textile fabrics, not knitted or crocheted; womens, girls, infants under garments, textile, not knitted, etc	Under garments of textile fabrics, not knitted or crocheted; womens, girls, infants under garments, textile, not knitted, etc		
8451	level3	Outerwear knitted or crocheted, not elastic nor rubberized; jerseys, pullovers, slip-overs, cardigans, etc	Outerwear knitted or crocheted, not elastic nor rubberized; jerseys, pullovers, slip-overs, cardigans, etc		
8452	level3	Outerwear knitted or crocheted, not elastic nor rubberized; womens, girls, infants, suits, dresses, etc, knitted, crocheted	Outerwear knitted or crocheted, not elastic nor rubberized; womens, girls, infants, suits, dresses, etc, knitted, crocheted		
8459	level3	Outerwear knitted or crocheted, not elastic nor rubberized; other, clothing accessories, non-elastic, knitted or crocheted	Outerwear knitted or crocheted, not elastic nor rubberized; other, clothing accessories, non-elastic, knitted or crocheted		
8461	level3	Under-garments, knitted or crocheted; of wool or fine animal hair, not elastic nor rubberized	Under-garments, knitted or crocheted; of wool or fine animal hair, not elastic nor rubberized		
8462	level3	Under-garments, knitted or crocheted; of cotton, not elastic nor rubberized	Under-garments, knitted or crocheted; of cotton, not elastic nor rubberized		
8463	level3	Under-garments, knitted or crocheted; of synthetic fibres not elastic nor rubberized	Under-garments, knitted or crocheted; of synthetic fibres not elastic nor rubberized		
8464	level3	Under-garments, knitted or crocheted; of other fibres, not elastic nor rubberized	Under-garments, knitted or crocheted; of other fibres, not elastic nor rubberized		
8465	level3	Corsets, garters, etc, not knitted or crocheted, elastic or not	Corsets, garters, etc, not knitted or crocheted, elastic or not		
8471	level3	Clothing accessories, of textile fabrics, not knitted or crocheted	Clothing accessories, of textile fabrics, not knitted or crocheted		
8472	level3	Clothing accessories, knitted or crocheted, nes	Clothing accessories, knitted or crocheted, nes		
8481	level3	Articles of apparel, clothing accessories of leather	Articles of apparel, clothing accessories of leather		
8482	level3	Articles of apparel, clothing accessories of plastic or rubber	Articles of apparel, clothing accessories of plastic or rubber		
8483	level3	Fur clothing (not headgear) and other articles made of furskins	Fur clothing (not headgear) and other articles made of furskins		
8484	level3	Headgear and fitting thereof, nes	Headgear and fitting thereof, nes		
8510	level3	Footwear	Footwear		
8710	level3	Optical instruments and apparatus	Optical instruments and apparatus		
8720	level3	Medical instruments and appliances, nes	Medical instruments and appliances, nes		
8731	level3	Gas, liquid and electricity supply or production meters; etc	Gas, liquid and electricity supply or production meters; etc		
8732	level3	Counting devices non-electrical; stroboscopes	Counting devices non-electrical; stroboscopes		
8741	level3	Surveying, navigational, compasses, etc, instruments, nonelectrical	Surveying, navigational, compasses, etc, instruments, nonelectrical		
8742	level3	Drawing, marking-out and mathematical calculating instruments, etc	Drawing, marking-out and mathematical calculating instruments, etc		
8743	level3	Gas, liquid control instruments and apparatus, non-electrical	Gas, liquid control instruments and apparatus, non-electrical		
8744	level3	Nonmechanical or electrical instruments for physical, etc, analysis	Nonmechanical or electrical instruments for physical, etc, analysis		
8745	level3	Measuring, controlling and scientific instruments, nes	Measuring, controlling and scientific instruments, nes		
8748	level3	Electrical measuring, controlling, etc, instruments, apparatus, nes	Electrical measuring, controlling, etc, instruments, apparatus, nes		
8749	level3	Parts, nes, and accessories of headings 873, 8743, 87454 or 8748	Parts, nes, and accessories of headings 873, 8743, 87454 or 8748		
8811	level3	Photographic cameras, flashlight apparatus, parts, accessories, nes	Photographic cameras, flashlight apparatus, parts, accessories, nes		
8812	level3	Cinematographic cameras, projectors, etc, parts, accessories, nes	Cinematographic cameras, projectors, etc, parts, accessories, nes		
8813	level3	Photographic and cinematographic apparatus and equipment, nes	Photographic and cinematographic apparatus and equipment, nes		
8821	level3	Chemical products and flashlight materials for use in photografy	Chemical products and flashlight materials for use in photografy		
8822	level3	Photographic film, plates and paper (other than cinematograph film)	Photographic film, plates and paper (other than cinematograph film)		
8830	level3	Cinematograph film, exposed and developed	Cinematograph film, exposed and developed		
8841	level3	Lenses and other optical elements of any material	Lenses and other optical elements of any material		
8842	level3	Spectacles and spectacle frames	Spectacles and spectacle frames		
8851	level3	Watches, watch movements and case	Watches, watch movements and case		
8852	level3	Clocks, clock movements and parts	Clocks, clock movements and parts		
8921	level3	Printed books, pamphlets, maps and globes	Printed books, pamphlets, maps and globes		
8922	level3	Newspapers, journals and periodicals	Newspapers, journals and periodicals		
8924	level3	Picture postcards, decalcomanias, etc, printed	Picture postcards, decalcomanias, etc, printed		
8928	level3	Printed matter, nes	Printed matter, nes		
8931	level3	Plastic packing containers, lids, stoppers and other closures	Plastic packing containers, lids, stoppers and other closures		
8932	level3	Plastic sanitary and toilet articles	Plastic sanitary and toilet articles		
8933	level3	Personal adornments and ornaments articles of plastic	Personal adornments and ornaments articles of plastic		
8935	level3	Articles of electric lighting of plastic	Articles of electric lighting of plastic		
8939	level3	Miscellaneous articles of plastic	Miscellaneous articles of plastic		
8941	level3	Baby carriages and parts thereof, nes	Baby carriages and parts thereof, nes		
8942	level3	Children's toys, indoor games, etc	Children's toys, indoor games, etc		
8946	level3	Non-military arms and ammunition therefor	Non-military arms and ammunition therefor		
8947	level3	Other sporting goods and fairground amusements, etc	Other sporting goods and fairground amusements, etc		
8951	level3	Office and stationary supplies, of base metal	Office and stationary supplies, of base metal		
8952	level3	Pens, pencils and, fountain pens	Pens, pencils and, fountain pens		
8959	level3	Other office and stationary supplies	Other office and stationary supplies		
8960	level3	Works of art, collectors' pieces and antiques	Works of art, collectors' pieces and antiques		
8972	level3	Imitation jewellery	Imitation jewellery		
8973	level3	Precious jewellery, goldsmiths' or silversmiths' wares	Precious jewellery, goldsmiths' or silversmiths' wares		
8974	level3	Other articles of precious metals or rolled precious metals, nes	Other articles of precious metals or rolled precious metals, nes		
8981	level3	Pianos, other string musical instruments	Pianos, other string musical instruments		
8982	level3	Musical instruments, nes	Musical instruments, nes		
8983	level3	Sound recording tape, discs	Sound recording tape, discs		
8989	level3	Parts, nes of and accessories for musical instruments; metronomes	Parts, nes of and accessories for musical instruments; metronomes		
8991	level3	Articles and manufacture of carving, moulding materials, nes	Articles and manufacture of carving, moulding materials, nes		
8993	level3	Candles, matches, combustible products, etc	Candles, matches, combustible products, etc		
8994	level3	Umbrellas, canes and similar articles and parts thereof	Umbrellas, canes and similar articles and parts thereof		
8996	level3	Orthopaedic appliances, hearing aids, artificial parts of the body	Orthopaedic appliances, hearing aids, artificial parts of the body		
8997	level3	Basketwork, wickerwork; brooms, paint rollers, etc	Basketwork, wickerwork; brooms, paint rollers, etc		
8998	level3	Small-wares and toilet articles, nes; sieves; tailors' dummies, etc	Small-wares and toilet articles, nes; sieves; tailors' dummies, etc		
8999	level3	Manufactured goods, nes	Manufactured goods, nes		
9110	level3	Postal packages not classified according to kind	Postal packages not classified according to kind		
9310	level3	Special transactions, commodity not classified according to class	Special transactions, commodity not classified according to class		
9410	level3	Animals, live, nes, (including zoo animals, pets, insects, etc)	Animals, live, nes, (including zoo animals, pets, insects, etc)		
9510	level3	Armoured fighting vehicles, war firearms, ammunition, parts, nes	Armoured fighting vehicles, war firearms, ammunition, parts, nes		
9610	level3	Coin (other than gold coin), not being legal tender	Coin (other than gold coin), not being legal tender		
9710	level3	Gold, non-monetary (excluding gold ores and concentrates)	Gold, non-monetary (excluding gold ores and concentrates)		
ZZZZ	level3	Unknown	Unknown		
00111	level4	Animals of the bovine species (including buffaloes), live; pure bred for breeding	Animals of the bovine species (including buffaloes), live; pure bred for breeding		
00119	level4	Animals of the bovine species (including buffaloes), live; other than pure bred for breeding	Animals of the bovine species (including buffaloes), live; other than pure bred for breeding		
00121	level4	Sheep, live	Sheep, live		
00122	level4	Goats, live	Goats, live		
00141	level4	Live poultry of 185 grams or less	Live poultry of 185 grams or less		
00149	level4	Live poultry over 185 grams	Live poultry over 185 grams		
01111	level4	Bovine meat fresh, chilled or frozen, with bone	Bovine meat fresh, chilled or frozen, with bone		
01112	level4	Bovine meat fresh, chilled or frozen, boneless	Bovine meat fresh, chilled or frozen, boneless		
01181	level4	Poultry liver fresh, chilled, frozen, salted or in brine	Poultry liver fresh, chilled, frozen, salted or in brine		
01189	level4	Meat and edible meat offal, fresh, chilled, or frozen, nes	Meat and edible meat offal, fresh, chilled, or frozen, nes		
02241	level4	Whey	Whey		
02242	level4	Milk dry, containing not more than 1.5% of fat	Milk dry, containing not more than 1.5% of fat		
02243	level4	Milk and cream dry, containing more than 1.5% fat	Milk and cream dry, containing more than 1.5% fat		
