5digit	4digit	3digit	2digit	section
	0482	048	04	0
	0483	048	04	0
	0488	048	04	0
	0541	054	05	0
	0542	054	05	0
	0544	054	05	0
	0561	056	05	0
	0573	057	05	0
	0574	057	05	0
	0576	057	05	0
	0582	058	05	0
	0583	058	05	0
	0611	061	06	0
	0612	061	06	0
	0615	061	06	0
	0616	061	06	0
	0619	061	06	0
	0712	071	07	0
	0721	072	07	0
	0722	072	07	0
	0730	073	07	0
	0741	074	07	0
	0742	074	07	0
	0751	075	07	0
	0913	091	09	0
	1122	112	11	1
	1123	112	11	1
	1213	121	12	1
	1221	122	12	1
	1222	122	12	1
	1223	122	12	1
	2111	211	21	2
	2112	211	21	2
	2114	211	21	2
	2116	211	21	2
	2117	211	21	2
	2221	222	22	2
	2222	222	22	2
	2223	222	22	2
	2224	222	22	2
	2225	222	22	2
	2226	222	22	2
	2231	223	22	2
	2232	223	22	2
	2234	223	22	2
	2235	223	22	2
	2238	223	22	2
	2239	223	22	2
	2479	247	24	2
	2481	248	24	2
	2511	251	25	2
	2512	251	25	2
	2516	251	25	2
	2613	261	26	2
	2631	263	26	2
	2632	263	26	2
	2633	263	26	2
	2634	263	26	2
	2640	264	26	2
	2652	265	26	2
	2654	265	26	2
	2655	265	26	2
	2681	268	26	2
	2682	268	26	2
	2683	268	26	2
	2687	268	26	2
	2711	271	27	2
	2712	271	27	2
	2714	271	27	2
	2733	273	27	2
	2734	273	27	2
	2741	274	27	2
	2742	274	27	2
	2771	277	27	2
	2783	278	27	2
	2784	278	27	2
	2814	281	28	2
	2815	281	28	2
	2816	281	28	2
	2860	286	28	2
	2874	287	28	2
	2875	287	28	2
	2876	287	28	2
	2877	287	28	2
	2881	288	28	2
	2922	292	29	2
	2923	292	29	2
	2924	292	29	2
	2925	292	29	2
	3221	322	32	3
	3222	322	32	3
	3223	322	32	3
	3224	322	32	3
	3330	333	33	3
	3343	334	33	3
	3344	334	33	3
	3414	341	34	3
	3415	341	34	3
	3510	351	35	3
	4232	423	42	4
	4233	423	42	4
	4234	423	42	4
	4235	423	42	4
	4236	423	42	4
	4241	424	42	4
	4242	424	42	4
	4243	424	42	4
	4244	424	42	4
	4245	424	42	4
	4249	424	42	4
	4311	431	43	4
	4312	431	43	4
	5114	511	51	5
	5122	512	51	5
	5139	513	51	5
	5145	514	51	5
	5146	514	51	5
	5147	514	51	5
	5154	515	51	5
	5241	524	52	5
	5311	531	53	5
	5323	532	53	5
	5331	533	53	5
	5332	533	53	5
	5411	541	54	5
	5414	541	54	5
	5513	551	55	5
	5514	551	55	5
	5530	553	55	5
	5541	554	55	5
	5542	554	55	5
	5543	554	55	5
	5722	572	57	5
	5723	572	57	5
	5827	582	58	5
	5828	582	58	5
	5829	582	58	5
	5837	583	58	5
	5838	583	58	5
	5839	583	58	5
	5841	584	58	5
	5851	585	58	5
	5911	591	59	5
	5912	591	59	5
	5913	591	59	5
	5982	598	59	5
	6112	611	61	6
	6113	611	61	6
	6114	611	61	6
	6115	611	61	6
	6121	612	61	6
	6122	612	61	6
	6123	612	61	6
	6129	612	61	6
	6130	613	61	6
	6251	625	62	6
	6252	625	62	6
	6253	625	62	6
	6254	625	62	6
	6281	628	62	6
	6282	628	62	6
	6341	634	63	6
	6342	634	63	6
	6351	635	63	6
	6352	635	63	6
	6353	635	63	6
	6411	641	64	6
	6421	642	64	6
	6422	642	64	6
	6423	642	64	6
	6532	653	65	6
	6536	653	65	6
	6541	654	65	6
	6544	654	65	6
	6545	654	65	6
	6546	654	65	6
	6551	655	65	6
	6553	655	65	6
	6571	657	65	6
	6572	657	65	6
	6574	657	65	6
	6581	658	65	6
	6593	659	65	6
	6597	659	65	6
	6611	661	66	6
	6612	661	66	6
	6631	663	66	6
	6632	663	66	6
	6635	663	66	6
	6637	663	66	6
	6642	664	66	6
	6643	664	66	6
	6644	664	66	6
	6645	664	66	6
	6646	664	66	6
	6647	664	66	6
	6648	664	66	6
	6652	665	66	6
	6664	666	66	6
	6665	666	66	6
	6666	666	66	6
	6671	667	66	6
	6673	667	66	6
	6674	667	66	6
	6712	671	67	6
	6747	674	67	6
	6781	678	67	6
	6782	678	67	6
	6783	678	67	6
	6784	678	67	6
	6785	678	67	6
	6793	679	67	6
	6831	683	68	6
	6841	684	68	6
	6861	686	68	6
	6871	687	68	6
	6880	688	68	6
	6911	691	69	6
	6912	691	69	6
	6932	693	69	6
	6951	695	69	6
	6992	699	69	6
	7111	711	71	7
	7112	711	71	7
	7126	712	71	7
	7129	712	71	7
	7132	713	71	7
	7138	713	71	7
	7139	713	71	7
	7144	714	71	7
	7161	716	71	7
	7163	716	71	7
	7169	716	71	7
	7187	718	71	7
	7223	722	72	7
	7224	722	72	7
	7233	723	72	7
	7239	723	72	7
	7248	724	72	7
	7252	725	72	7
	7367	736	73	7
	7368	736	73	7
	7369	736	73	7
	7411	741	74	7
	7412	741	74	7
	7415	741	74	7
	7416	741	74	7
	7421	742	74	7
	7422	742	74	7
	7423	742	74	7
	7429	742	74	7
	7431	743	74	7
	7432	743	74	7
	7433	743	74	7
	7434	743	74	7
	7435	743	74	7
	7436	743	74	7
	7439	743	74	7
	7449	744	74	7
	7491	749	74	7
	7492	749	74	7
	7493	749	74	7
	7521	752	75	7
	7522	752	75	7
	7523	752	75	7
	7524	752	75	7
	7525	752	75	7
	7528	752	75	7
	7599	759	75	7
	7611	761	76	7
	7612	761	76	7
	7621	762	76	7
	7622	762	76	7
	7628	762	76	7
	7641	764	76	7
	7642	764	76	7
	7643	764	76	7
	7721	772	77	7
	7722	772	77	7
	7723	772	77	7
	7731	773	77	7
	7741	774	77	7
	7742	774	77	7
	7753	775	77	7
	7754	775	77	7
	7761	776	77	7
	7762	776	77	7
	7763	776	77	7
	7764	776	77	7
	7784	778	77	7
	7810	781	78	7
	7821	782	78	7
	7822	782	78	7
	7831	783	78	7
	7832	783	78	7
	7841	784	78	7
	7842	784	78	7
	7849	784	78	7
	7851	785	78	7
	7852	785	78	7
	7911	791	79	7
	7912	791	79	7
	7913	791	79	7
	7914	791	79	7
	7921	792	79	7
	7922	792	79	7
	7923	792	79	7
	7924	792	79	7
	7929	792	79	7
	7931	793	79	7
	7933	793	79	7
	8121	812	81	8
	8122	812	81	8
	8481	848	84	8
	8731	873	87	8
	8732	873	87	8
	8743	874	87	8
	8744	874	87	8
	8749	874	87	8
	8821	882	88	8
	8830	883	88	8
	8922	892	89	8
	8931	893	89	8
	8932	893	89	8
	8933	893	89	8
	8935	893	89	8
	8941	894	89	8
	8972	897	89	8
	8974	897	89	8
	8989	898	89	8
	9110	911	91	9
	9310	931	93	9
	9410	941	94	9
	9610	961	96	9
