"","name","level","code","parent_id"
360,"Fabricación De Juegos, Juguetes Y Rompecabezas","group","324",351.0
361,"Comercio, Mantenimiento Y Reparación De Motocicletas Y De Sus Partes, Piezas Y Accesorios","group","454",351.0
362,"Fabricación De Motocicletas","class","3091",361.0
363,"Mantenimiento Y Reparación De Motocicletas Y De Sus Partes Y Piezas","class","4542",361.0
364,"Fabricación De Bicicletas Y De Sillas De Ruedas Para Personas Con Discapacidad","class","3092",361.0
365,"Fabricación De Juegos, Juguetes Y Rompecabezas","class","3240",361.0
366,"Fabricación De Otros Tipos De Equipo De Transporte N.C.P.","class","3099",361.0
367,"Fabricación De Muebles","class","3110",361.0
368,"Fabricación De Colchones Y Somieres","group","312",351.0
369,"Mantenimiento Y Reparación De Efectos Personales Y Enseres Domésticos","group","952",351.0
370,"Reparación De Muebles Y Accesorios Para El Hogar","class","9524",369.0
371,"Fabricación De Colchones Y Somieres","class","3120",369.0
372,"Fabricación De Instrumentos Musicales","group","322",351.0
373,"Fabricación De Instrumentos Musicales","class","3220",372.0
374,"Mantenimiento Y Reparación De Otros Efectos Personales Y Enseres Domésticos","class","9529",372.0
375,"Recuperación De Materiales","group","383",351.0
376,"Recuperación De Materiales","class","3830",375.0
377,"Generación, Transmisión, Distribución Y Comercialización De Energía Eléctrica","group","351",351.0
378,"Generación De Energía Eléctrica","class","3511",377.0
379,"Transmisión De Energía Eléctrica","class","3512",377.0
380,"Distribución De Energía Eléctrica","class","3513",377.0
381,"Comercialización De Energía Eléctrica","class","3514",377.0
382,"Producción De Gas; Distribución De Combustibles Gaseosos Por Tuberías.","group","352",351.0
383,"Producción De Gas; Distribución De Combustibles Gaseosos Por Tuberías","class","3520",382.0
384,"Captación, Tratamiento Y Distribución De Agua","division","36",105.0
385,"Captación, Tratamiento Y Distribución De Agua","group","360",384.0
386,"Captación, Tratamiento Y Distribución De Agua","class","3600",385.0
387,"Construcción","section","F",""
388,"Actividades De Saneamiento Ambiental Y Otros Servicios De Gestión De Desechos","division","39",387.0
389,"Construcción De Edificios","division","41",387.0
390,"Obras De Ingeniería Civil","division","42",387.0
391,"Actividades Especializadas Para La Construcción De Edificios Y Obras De Ingeniería Civil","division","43",387.0
392,"Actividades De Saneamiento Ambiental Y Otros Servicios De Gestión De Desechos","group","390",391.0
393,"Demolición Y Preparación Del Terreno","group","431",391.0
394,"Demolición","class","4311",393.0
395,"Preparación Del Terreno","class","4312",393.0
396,"Actividades De Saneamiento Ambiental Y Otros Servicios De Gestión De Desechos","class","3900",393.0
397,"Construcción De Edificios","group","411",391.0
398,"Construcción De Edificios Residenciales","class","4111",397.0
399,"Construcción De Edificios No Residenciales","class","4112",397.0
400,"Construcción De Carreteras Y Vías De Ferrocarril","group","421",391.0
401,"Construcción De Proyectos De Servicio Público","group","422",391.0
402,"Construcción De Otras Obras De Ingeniería Civil","group","429",391.0
403,"Otras Actividades Especializadas Para La Construcción De Edificios Y Obras De Ingeniería Civil","group","439",391.0
404,"Construcción De Carreteras Y Vías De Ferrocarril","class","4210",403.0
405,"Construcción De Proyectos De Servicio Público","class","4220",403.0
406,"Construcción De Otras Obras De Ingeniería Civil","class","4290",403.0
407,"Otras Actividades Especializadas Para La Construcción De Edificios Y Obras De Ingeniería Civil","class","4390",403.0
408,"Instalaciones Eléctricas, De Fontanería Y Otras Instalaciones Especializadas","group","432",391.0
409,"Instalaciones De Fontanería, Calefacción Y Aire Acondicionado","class","4322",408.0
410,"Instalaciones Eléctricas","class","4321",408.0
411,"Otras Instalaciones Especializadas","class","4329",408.0
412,"Terminación Y Acabado De Edificios Y Obras De Ingeniería Civil","group","433",391.0
413,"Terminación Y Acabado De Edificios Y Obras De Ingeniería Civil","class","4330",412.0
414,"Transporte Y Almacenamiento","section","H",""
415,"Comercio Al Por Menor, (Incluso El Comercio Al Por Menor De Combustibles), Excepto El De Vehículos Automotores Y Motocicletas.","division","47",414.0
416,"Almacenamiento Y Actividades Complementarias Al Transporte","division","52",414.0
417,"Comercio De Vehículos Automotores","group","451",416.0
418,"Comercio De Vehículos Automotores Nuevos","class","4511",417.0
419,"Comercio De Vehículos Automotores Usados","class","4512",417.0
420,"Mantenimiento Y Reparación De Vehículos Automotores","group","452",416.0
421,"Actividades De Las Estaciones, Vías Y Servicios Complementarios Para El Transporte","group","522",416.0
422,"Mantenimiento Y Reparación De Vehículos Automotores","class","4520",421.0
423,"Actividades De Estaciones, Vías Y Servicios Complementarios Para El Transporte Terrestre","class","5221",421.0
424,"Comercio De Partes, Piezas (Autopartes) Y Accesorios (Lujos) Para Vehículos Automotores","group","453",416.0
425,"Comercio De Partes, Piezas (Autopartes) Y Accesorios (Lujos) Para Vehículos Automotores","class","4530",424.0
426,"Comercio De Motocicletas Y De Sus Partes, Piezas Y Accesorios","class","4541",424.0
427,"Comercio Al Por Menor De Combustible, Lubricantes, Aditivos Y Productos De Limpieza Para Automotores, En Establecimientos Especializados","group","473",416.0
428,"Comercio Al Por Menor De Combustible Para Automotores","class","4731",427.0
429,"Comercio Al Por Menor De Lubricantes (Aceites Y Grasas) Aditivos Y Productos De Limpieza Para Vehículos Automotores","class","4732",427.0
430,"Comercio Al Por Mayor Y En Comisión O Por Contrata, Excepto El Comercio De Vehículos Automotores Y Motocicletas.","division","46",414.0
431,"Comercio Al Por Mayor A Cambio De Una Retribución O Por Contrata","group","461",430.0
432,"Comercio Al Por Mayor A Cambio De Una Retribución O Por Contrata","class","4610",431.0
433,"Comercio Al Por Mayor De Materias Primas Agropecuarias; Animales Vivos","group","462",430.0
434,"Comercio Al Por Mayor De Alimentos, Bebidas Y Tabaco","group","463",430.0
435,"Comercio Al Por Mayor De Materias Primas Agropecuarias; Animales Vivos.","class","4620",434.0
436,"Comercio Al Por Mayor De Productos Alimenticios","class","4631",434.0
437,"Comercio Al Por Mayor De Bebidas Y Tabaco","class","4632",434.0
438,"Comercio Al Por Mayor De Artículos Y Enseres Domésticos (Incluidas Prendas De Vestir)","group","464",430.0
439,"Comercio Al Por Mayor De Maquinaria Y Equipo","group","465",430.0
440,"Comercio Al Por Mayor Especializado De Otros Productos","group","466",430.0
441,"Comercio Al Por Mayor De Productos Textiles; Productos Confeccionados Para Uso Doméstico","class","4641",440.0
442,"Comercio Al Por Mayor De Prendas De Vestir","class","4642",440.0
443,"Comercio Al Por Mayor De Calzado","class","4643",440.0
444,"Comercio Al Por Mayor De Aparatos Y Equipo De Uso Doméstico","class","4644",440.0
445,"Comercio Al Por Mayor De Productos Farmacéuticos, Medicinales, Cosméticos Y De Tocador","class","4645",440.0
446,"Comercio Al Por Mayor De Otros Tipos De Maquinaria Y Equipo N.C.P.","class","4659",440.0
447,"Comercio Al Por Mayor De Otros Utensilios Domésticos N.C.P.","class","4649",440.0
448,"Comercio Al Por Mayor De Otros Productos N.C.P.","class","4669",440.0
449,"Comercio Al Por Mayor De Materiales De Construcción, Artículos De Ferretería, Pinturas, Productos De Vidrio, Equipo Y Materiales De Fontanería Y Calefacción","class","4663",440.0
450,"Comercio Al Por Mayor De Combustibles Sólidos, Líquidos, Gaseosos Y Productos Conexos","class","4661",440.0
451,"Comercio Al Por Mayor De Metales Y Productos Metalíferos","class","4662",440.0
452,"Comercio Al Por Mayor De Productos Químicos Básicos, Cauchos Y Plásticos En Formas Primarias Y Productos Químicos De UsoAgropecuario","class","4664",440.0
453,"Comercio Al Por Mayor De Desperdicios, Desechos Y Chatarra","class","4665",440.0
454,"Comercio Al Por Mayor De Maquinaria Y Equipo Agropecuarios","class","4653",440.0
455,"Comercio Al Por Mayor De Equipo, Partes Y Piezas Electrónicos Y De Telecomunicaciones","class","4652",440.0
456,"Comercio Al Por Mayor De Computadores, Equipo Periférico Y Programas De Informática","class","4651",440.0
457,"Comercio Al Por Mayor No Especializado","group","469",430.0
458,"Comercio Al Por Mayor No Especializado","class","4690",457.0
459,"Comercio Al Por Menor En Establecimientos No Especializados","group","471",430.0
460,"Comercio Al Por Menor En Establecimientos No Especializados Con Surtido Compuesto Principalmente Por Alimentos, Bebidas O Tabaco","class","4711",459.0
461,"Comercio A Por Menor En Establecimientos No Especializados, Con Surtido Compuesto Principalmente Por Productos Diferentes De Alimentos (Víveres En General), Bebidas Y Tabaco","class","4719",459.0
462,"Comercio Al Por Menor De Alimentos (Víveres En General), Bebidas Y Tabaco, En Establecimientos Especializados","group","472",430.0
463,"Comercio Al Por Menor De Productos Agrícolas Para El Consumo En Establecimientos Especializados","class","4721",462.0
464,"Comercio Al Por Menor De Leche, Productos Lácteos Y Huevos En Establecimientos Especializados","class","4722",462.0
465,"Comercio Al Por Menor De Carnes (Incluye Aves De Corral), Productos Cárnicos, Pescados Y Productos De Mar En Establecimientos Especializados","class","4723",462.0
466,"Comercio Al Por Menor De Otros Productos Alimenticios N.C.P., En Establecimientos Especializados","class","4729",462.0
467,"Comercio Al Por Menor De Bebidas Y Productos De Tabaco, En Establecimientos Especializados","class","4724",462.0
468,"Comercio Al Por Menor De Equipos De Informática Y De Comunicaciones, En Establecimientos Especializados","group","474",430.0
469,"Comercio Al Por Menor De Otros Enseres Domésticos En Establecimientos Especializados","group","475",430.0
470,"Comercio Al Por Menor De Artículos Culturales Y De Entretenimiento, En Establecimientos Especializados","group","476",430.0
471,"Comercio Al Por Menor De Otros Productos En Establecimientos Especializados","group","477",430.0
472,"Comercio Al Por Menor De Productos Farmacéuticos Y Medicinales, Cosméticos Y Artículos De Tocador En Establecimientos Especializados","class","4773",471.0
473,"Comercio Al Por Menor De Productos Textiles En Establecimientos Especializados","class","4751",471.0
474,"Comercio Al Por Menor De Prendas De Vestir Y Sus Accesorios (Incluye Artículos De Piel) En Establecimientos Especializados","class","4771",471.0
475,"Comercio Al Por Menor De Todo Tipo De Calzado Y Artículos De Cuero Y Sucedáneos Del Cuero En Establecimientos Especializados.","class","4772",471.0
476,"Comercio Al Por Menor De Computadores, Equipos Periféricos, Programas De Informática Y Equipos De Telecomunicaciones En Establecimientos Especializados","class","4741",471.0
477,"Comercio Al Por Menor De Equipos Y Aparatos De Sonido Y De Video, En Establecimientos Especializados","class","4742",471.0
478,"Comercio Al Por Menor De Electrodomésticos Y Gasodomesticos De Uso Doméstico, Muebles Y Equipos De Iluminación","class","4754",471.0
479,"Comercio Al Por Menor De Artículos Y Utensilios De Uso Doméstico","class","4755",471.0
480,"Comercio Al Por Menor De Otros Artículos Domésticos En Establecimientos Especializados","class","4759",471.0
481,"Comercio Al Por Menor De Otros Artículos Culturales Y De Entretenimiento N.C.P. En Establecimientos Especializados","class","4769",471.0
482,"Comercio Al Por Menor De Tapices, Alfombras Y Recubrimientos Para Paredes Y Pisos En Establecimientos Especializados","class","4753",471.0
483,"Comercio Al Por Menor De Artículos Deportivos, En Establecimientos Especializados","class","4762",471.0
484,"Comercio Al Por Menor De Otros Productos Nuevos, En Establecimientos Especializados","class","4774",471.0
485,"Comercio Al Por Menor De Artículos De Ferretería, Pinturas Y Productos De Vidrio En Establecimientos Especializados","class","4752",471.0
486,"Comercio Al Por Menor De Libros, Periódicos, Materiales Y Artículos De Papelería Y Escritorio, En Establecimientos Especializados","class","4761",471.0
487,"Comercio Al Por Menor De Artículos De Segunda Mano","class","4775",471.0
488,"Otras Actividades De Servicio Financiero, Excepto Las De Seguros Y Pensiones N.C.P.","class","6499",471.0
489,"Comercio Al Por Menor En Puestos De Venta Móviles","group","478",430.0
490,"Comercio Al Por Menor No Realizado En Establecimientos, Puestos De Venta O Mercados","group","479",430.0
491,"Comercio Al Por Menor Realizado A Través De Casas De Venta O Por Correo","class","4792",490.0
492,"Comercio Al Por Menor De Alimentos, Bebidas Y Tabaco En Puestos De Venta Móviles","class","4781",490.0
493,"Comercio Al Por Menor De Productos Textiles, Prendas De Vestir Y Calzado, En Puestos De Venta Móviles","class","4782",490.0
494,"Comercio Al Por Menor De Otros Productos, En Puestos De Venta Móviles","class","4789",490.0
495,"Comercio Al Por Menor Realizado A Través De Internet","class","4791",490.0
496,"Otros Tipos De Comercio Al Por Menor No Realizado En Establecimientos, Puestos De Venta O Mercados","class","4799",490.0
497,"Reparación De Calzado Y Artículos De Cuero","class","9523",490.0
498,"Mantenimiento Y Reparación De Aparatos Electrónicos De Consumo","class","9521",490.0
499,"Mantenimiento Y Reparación De Aparatos Y Equipos Domésticos Y De Jardinería","class","9522",490.0
500,"Alojamiento Y Servicios De Comida","section","I",""
501,"Alojamiento","division","55",500.0
502,"Actividades De Servicios De Comidas Y Bebidas","division","56",500.0
503,"Actividades De Alojamiento De Estancias Cortas","group","551",502.0
504,"Actividades De Zonas De Camping Y Parques Para Vehículos Recreacionales","group","552",502.0
505,"Servicios Por Horas","group","553",502.0
506,"Otros Tipos De Alojamiento N.C.P.","group","559",502.0
507,"Alojamiento En Hoteles","class","5511",506.0
508,"Alojamiento En Aparta-Hoteles","class","5512",506.0
509,"Servicios Por Horas","class","5530",506.0
510,"Alojamiento En Centros Vacacionales","class","5513",506.0
511,"Actividades De Zonas De Camping Y Parques Para Vehículos Recreacionales","class","5520",506.0
512,"Alojamiento Rural","class","5514",506.0
513,"Otros Tipos De Alojamientos Para Visitantes","class","5519",506.0
514,"Otros Tipos De Alojamiento N.C.P.","class","5590",506.0
515,"Actividades De Restaurantes, Cafeterías Y Servicio Móvil De Comidas","group","561",502.0
516,"Actividades De Catering Para Eventos Y Otros Servicios De Comidas","group","562",502.0
517,"Expendio A La Mesa De Comidas Preparadas","class","5611",516.0
518,"Expendio De Comidas Preparadas En Cafeterías","class","5613",516.0
519,"Expendio Por Autoservicio De Comidas Preparadas","class","5612",516.0
520,"Otros Tipos De Expendio De Comidas Preparadas N.C.P.","class","5619",516.0
521,"Catering Para Eventos","class","5621",516.0
522,"Actividades De Otros Servicios De Comidas","class","5629",516.0
523,"Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento","group","563",502.0
524,"Expendio De Bebidas Alcohólicas Para El Consumo Dentro Del Establecimiento","class","5630",523.0
525,"Transporte Terrestre; Transporte Por Tuberías","division","49",500.0
526,"Transporte Férreo","group","491",525.0
527,"Transporte Férreo De Pasajeros","class","4911",526.0
528,"Transporte Férreo De Carga","class","4912",526.0
529,"Transporte Terrestre Publico Automotor","group","492",525.0
530,"Transporte De Pasajeros","class","4921",529.0
531,"Transporte Mixto","class","4922",529.0
532,"Transporte De Carga Por Carretera","class","4923",529.0
533,"Transporte Por Tuberías","group","493",525.0
534,"Transporte Por Tuberías","class","4930",533.0
535,"Transporte Acuático","division","50",500.0
536,"Transporte Marítimo Y De Cabotaje","group","501",535.0
537,"Transporte De Pasajeros Marítimo Y De Cabotaje","class","5011",536.0
538,"Transporte De Carga Marítimo Y De Cabotaje","class","5012",536.0
539,"Transporte Fluvial","group","502",535.0
540,"Transporte Fluvial De Pasajeros","class","5021",539.0
541,"Transporte Fluvial De Carga","class","5022",539.0
542,"Transporte Aéreo","division","51",500.0
543,"Transporte Aéreo De Pasajeros","group","511",542.0
544,"Transporte Aéreo De Carga","group","512",542.0
545,"Transporte Aéreo Nacional De Pasajeros","class","5111",544.0
546,"Transporte Aéreo Nacional De Carga","class","5121",544.0
547,"Transporte Aéreo Internacional De Pasajeros","class","5112",544.0
548,"Transporte Aéreo Internacional De Carga","class","5122",544.0
549,"Actividades De Las Agencias De Viajes, Operadores Turísticos, Servicios De Reserva Y Actividades Relacionadas","division","79",500.0
550,"Manipulación De Carga","class","5224",544.0
551,"Almacenamiento Y Depósito","group","521",549.0
552,"Almacenamiento Y Depósito","class","5210",551.0
553,"Actividades De Puertos Y Servicios Complementarios Para El Transporte Acuático","class","5222",551.0
554,"Actividades De Aeropuertos, Servicios De Navegación Aérea Y Demás Actividades Conexas Al Transporte Aéreo","class","5223",551.0
555,"Actividades De Las Agencias De Viajes Y Operadores Turísticos","group","791",549.0
556,"Otros Servicios De Reserva Y Actividades Relacionadas","group","799",549.0
557,"Actividades De Las Agencias De Viajes","class","7911",556.0
558,"Actividades De Operadores Turísticos","class","7912",556.0
559,"Otros Servicios De Reserva Y Actividades Relacionadas","class","7990",556.0
560,"Otras Actividades Complementarias Al Transporte","class","5229",556.0
561,"Correo Y Servicios De Mensajería","division","53",500.0
562,"Telecomunicaciones","division","61",500.0
563,"Actividades Administrativas Y De Apoyo De Oficina Y Otras Actividades De Apoyo A Las Empresas","division","82",500.0
564,"Actividades Postales Nacionales","group","531",563.0
565,"Actividades De Mensajería","group","532",563.0
566,"Actividades Administrativas Y De Apoyo De Oficina","group","821",563.0
567,"Actividades Postales Nacionales","class","5310",566.0
568,"Fotocopiado, Preparación De Documentos Y Otras Actividades Especializadas De Apoyo A Oficina","class","8219",566.0
569,"Actividades De Mensajería","class","5320",566.0
570,"Actividades De Telecomunicaciones Alámbricas","group","611",563.0
571,"Actividades De Telecomunicaciones Inalámbricas","group","612",563.0
572,"Actividades De Telecomunicación Satelital","group","613",563.0
573,"Otras Actividades De Telecomunicaciones","group","619",563.0
574,"Actividades De Telecomunicaciones Alámbricas","class","6110",573.0
575,"Actividades De Telecomunicaciones Inalámbricas","class","6120",573.0
576,"Actividades De Telecomunicación Satelital","class","6130",573.0
577,"Otras Actividades De Telecomunicaciones","class","6190",573.0
578,"Actividades Financieras Y De Seguros","section","K",""
579,"Actividades De Servicios Financieros, Excepto Las De Seguros Y De Pensiones","division","64",578.0
580,"Seguros (Incluso El Reaseguro), Seguros Sociales Y Fondos De Pensiones, Excepto La Seguridad Social.","division","65",578.0
581,"Actividades De Alquiler Y Arrendamiento","division","77",578.0
582,"Intermediación Monetaria","group","641",581.0
583,"Otros Tipos De Intermediación Monetaria","group","642",581.0
584,"Otras Actividades De Servicio Financiero, Excepto Las De Seguros Y Pensiones","group","649",581.0
585,"Banco Central","class","6411",584.0
586,"Bancos Comerciales","class","6412",584.0
587,"Actividades De Las Corporaciones Financieras","class","6421",584.0
588,"Actividades De Las Compañías De Financiamiento","class","6422",584.0
589,"Actividades De Las Cooperativas Financieras","class","6424",584.0
590,"Fideicomisos, Fondos (Incluye Fondos De Cesantías) Y Entidades Financieras Similares","group","643",581.0
591,"Seguros Y Capitalización","group","651",581.0
592,"Arrendamiento De Propiedad Intelectual Y Productos Similares, Excepto Obras Protegidas Por Derechos De Autor","group","774",581.0
593,"Leasing Financiero (Arrendamiento Financiero)","class","6491",592.0
594,"Fideicomisos, Fondos Y Entidades Financieras Similares","class","6431",592.0
595,"Actividades Financieras De Fondos De Empleados Y Otras Formas Asociativas Del Sector Solidario","class","6492",592.0
596,"Capitalización","class","6514",592.0
597,"Actividades De Compra De Cartera O Factoring","class","6493",592.0
598,"Banca De Segundo Piso","class","6423",592.0
599,"Instituciones Especiales Oficiales","class","6495",592.0
600,"Otras Actividades De Distribución De Fondos","class","6494",592.0
601,"Arrendamiento De Propiedad Intelectual Y Productos Similares, Excepto Obras Protegidas Por Derechos De Autor","class","7740",592.0
602,"Servicios De Seguros Sociales De Salud Y Riesgos Profesionales","group","652",581.0
603,"Servicios De Seguros Sociales De Pensiones","group","653",581.0
604,"Seguros Generales","class","6511",603.0
605,"Servicios De Seguros Sociales De Salud","class","6521",603.0
606,"Servicios De Seguros Sociales De Riesgos Profesionales","class","6522",603.0
607,"Seguros De Vida","class","6512",603.0
608,"Reaseguros","class","6513",603.0
609,"Fondos De Cesantías","class","6432",603.0
610,"Régimen De Prima Media Con Prestación Definida (Rpm)","class","6531",603.0
611,"Régimen De Ahorro Individual (Rai).","class","6532",603.0
612,"Actividades Auxiliares De Las Actividades De Servicios Financieros","division","66",578.0
613,"Actividades Auxiliares De Las Actividades De Servicios Financieros, Excepto Las De Seguros Y Pensiones","group","661",612.0
614,"Administración De Mercados Financieros","class","6611",613.0
615,"Corretaje De Valores Y De Contratos De Productos Básicos","class","6612",613.0
616,"Otras Actividades Relacionadas Con El Mercado De Valores","class","6613",613.0
617,"Actividades De Las Casas De Cambio","class","6614",613.0
618,"Actividades De Los Profesionales De Compra Y Venta De Divisas","class","6615",613.0
619,"Otras Actividades Auxiliares De Las Actividades De Servicios Financieros N.C.P","class","6619",613.0
620,"Actividades De Servicios Auxiliares De Los Servicios De Seguros Y Pensiones","group","662",612.0
621,"Actividades De Administración De Fondos","group","663",612.0
622,"Actividades De Agentes Y Corredores De Seguros","class","6621",621.0
623,"Evaluación De Riesgos Y Daños Y Otras Actividades De Servicios Auxiliares","class","6629",621.0
624,"Actividades De Administración De Fondos","class","6630",621.0
625,"Actividades Inmobiliarias","section","L",""
626,"Actividades Profesionales, Científicas Y Técnicas","section","M",""
627,"Educación","section","P",""
628,"Actividades Inmobiliarias","division","68",627.0
629,"Actividades Inmobiliarias Realizadas Con Bienes Propios O Arrendados","group","681",628.0
630,"Actividades Inmobiliarias Realizadas Con Bienes Propios O Arrendados","class","6810",629.0
631,"Actividades Inmobiliarias Realizadas A Cambio De Una Retribución O Por Contrata","group","682",628.0
632,"Actividades Combinadas De Apoyo A Instalaciones","group","811",628.0
633,"Actividades Inmobiliarias Realizadas A Cambio De Una Retribución O Por Contrata","class","6820",632.0
634,"Actividades Combinadas De Apoyo A Instalaciones","class","8110",632.0
635,"Alquiler Y Arrendamiento De Vehículos Automotores","group","771",628.0
636,"Alquiler Y Arrendamiento De Otros Tipos De Maquinaria, Equipo Y Bienes Tangibles N.C.P.","group","773",628.0
637,"Alquiler Y Arrendamiento De Vehículos Automotores","class","7710",636.0
638,"Alquiler Y Arrendamiento De Otros Tipos De Maquinaria, Equipo Y Bienes Tangibles N.C.P.","class","7730",636.0
639,"Alquiler Y Arrendamiento De Efectos Personales Y Enseres Domésticos","group","772",628.0
640,"Alquiler Y Arrendamiento De Equipo Recreativo Y Deportivo","class","7721",639.0
641,"Alquiler De Videos Y Discos","class","7722",639.0
642,"Alquiler Y Arrendamiento De Otros Efectos Personales Y Enseres Domésticos N.C.P.","class","7729",639.0
643,"Actividades De Programación, Transmisión Y/O Difusión","division","60",627.0
644,"Desarrollo De Sistemas Informáticos (Planificación, Análisis, Diseño, Programación, Pruebas), Consultoría Informática Y Actividades Relacionadas.","division","62",627.0
645,"Actividades De Servicios De Información","division","63",627.0
646,"Desarrollo De Sistemas Informáticos (Planificación, Análisis, Diseño, Programación, Pruebas), Consultoría Informática Y Actividades Relacionadas.","group","620",645.0
647,"Actividades De Consultoría Informática Y Actividades De Administración De Instalaciones Informáticas","class","6202",646.0
648,"Edición De Programas De Informática (Software)","group","582",645.0
649,"Edición De Programas De Informática (Software)","class","5820",648.0
650,"Actividades De Desarrollo De Sistemas Informáticos (Planificación, Análisis, Diseño, Programación, Pruebas).","class","6201",648.0
651,"Procesamiento De Datos, Alojamiento (Hosting) Y Actividades Relacionadas; Portales Web","group","631",645.0
652,"Procesamiento De Datos, Alojamiento (Hosting) Y Actividades Relacionadas","class","6311",651.0
653,"Actividades De Programación Y Transmisión En El Servicio De Radiodifusión Sonora","group","601",645.0
654,"Actividades De Programación Y Transmisión De Televisión","group","602",645.0
655,"Actividades De Programación Y Transmisión En El Servicio De Radiodifusión Sonora","class","6010",654.0
656,"Actividades De Programación Y Transmisión De Televisión","class","6020",654.0
657,"Portales Web","class","6312",654.0
658,"Mantenimiento Y Reparación De Computadoras Y De Equipo Periférico","class","9511",654.0
659,"Otras Actividades De Tecnologías De Información Y Actividades De Servicios Informáticos","class","6209",654.0
660,"Investigación Científica Y Desarrollo","division","72",627.0
661,"Investigaciones Y Desarrollo Experimental En El Campo De Las Ciencias Naturales Y La Ingeniería","group","721",660.0
662,"Investigaciones Y Desarrollo Experimental En El Campo De Las Ciencias Naturales Y La Ingeniería","class","7210",661.0
663,"Investigaciones Y Desarrollo Experimental En El Campo De Las Ciencias Sociales Y Las Humanidades","group","722",660.0
664,"Investigaciones Y Desarrollo Experimental En El Campo De Las Ciencias Sociales Y Las Humanidades","class","7220",663.0
665,"Actividades Jurídicas Y De Contabilidad","division","69",627.0
666,"Actividades De Administración Empresarial; Actividades De Consultoría De Gestión","division","70",627.0
667,"Actividades De Arquitectura E Ingeniería; Ensayos Y Análisis Técnicos","division","71",627.0
668,"Publicidad Y Estudios De Mercado","division","73",627.0
669,"Otras Actividades Profesionales, Científicas Y Técnicas","division","74",627.0
670,"Actividades De Empleo","division","78",627.0
671,"Actividades De Seguridad E Investigación Privada","division","80",627.0
672,"Educación","division","85",627.0
673,"Actividades Jurídicas","group","691",672.0
674,"Actividades De Contabilidad, Teneduría De Libros, Auditoria Financiera Y Asesoría Tributaria","group","692",672.0
675,"Actividades De Administración Empresarial","group","701",672.0
676,"Actividades De Consultoría De Gestión","group","702",672.0
677,"Estudios De Mercado Y Realización De Encuestas De Opinión Pública","group","732",672.0
678,"Otras Actividades Profesionales, Científicas Y Técnicas N.C.P.","group","749",672.0
679,"Actividades Jurídicas","class","6910",678.0
680,"Actividades De Contabilidad, Teneduría De Libros, Auditoria Financiera Y Asesoría Tributaria","class","6920",678.0
681,"Estudios De Mercado Y Realización De Encuestas De Opinión Pública","class","7320",678.0
682,"Actividades De Administración Empresarial","class","7010",678.0
683,"Actividades De Consultoría De Gestión","class","7020",678.0
684,"Otras Actividades Profesionales, Científicas Y Técnicas N.C.P.","class","7490",678.0
685,"Actividades De Arquitectura E Ingeniería Y Otras Actividades Conexas De Consultoría Técnica","group","711",672.0
686,"Ensayos Y Análisis Técnicos","group","712",672.0
687,"Actividades Especializadas De Diseño","group","741",672.0
688,"Actividades De Arquitectura E Ingeniería Y Otras Actividades Conexas De Consultoría Técnica","class","7110",687.0
689,"Actividades Especializadas De Diseño","class","7410",687.0
690,"Ensayos Y Análisis Técnicos","class","7120",687.0
691,"Publicidad","group","731",672.0
692,"Publicidad","class","7310",691.0
693,"Otras Actividades De Servicios De Información","group","639",672.0
694,"Actividades De Fotografía","group","742",672.0
695,"Actividades De Agencias De Empleo","group","781",672.0
696,"Actividades De Agencias De Empleo Temporal","group","782",672.0
697,"Otras Actividades De Suministro De Recurso Humano","group","783",672.0
698,"Actividades De Seguridad Privada","group","801",672.0
699,"Actividades De Servicios De Sistemas De Seguridad","group","802",672.0
700,"Actividades De Detectives E Investigadores Privados","group","803",672.0
701,"Actividades De Limpieza","group","812",672.0
702,"Actividades De Centros De Llamadas (Call Center)","group","822",672.0
703,"Organización De Convenciones Y Eventos Comerciales","group","823",672.0
704,"Actividades De Servicios De Apoyo A Las Empresas N.C.P.","group","829",672.0
705,"Actividades De Apoyo A La Educación","group","856",672.0
706,"Actividades De Agencias De Empleo","class","7810",705.0
707,"Actividades De Agencias De Empleo Temporal","class","7820",705.0
708,"Otras Actividades De Suministro De Recurso Humano","class","7830",705.0
709,"Actividades De Seguridad Privada","class","8010",705.0
710,"Actividades De Servicios De Sistemas De Seguridad","class","8020",705.0
711,"Actividades De Detectives E Investigadores Privados","class","8030",705.0
712,"Limpieza General Interior De Edificios","class","8121",705.0
713,"Otras Actividades De Limpieza De Edificios E Instalaciones Industriales","class","8129",705.0
714,"Actividades De Fotografía","class","7420",705.0
715,"Actividades De Envase Y Empaque","class","8292",705.0
716,"Otras Actividades De Servicio De Información N.C.P.","class","6399",705.0
717,"Actividades Combinadas De Servicios Administrativos De Oficina","class","8211",705.0
718,"Actividades De Centros De Llamadas (Call Center)","class","8220",705.0
719,"Organización De Convenciones Y Eventos Comerciales","class","8230",705.0
720,"Actividades De Agencias De Cobranza Y Oficinas De Calificación Crediticia","class","8291",705.0
721,"Otras Actividades De Servicio De Apoyo A Las Empresas N.C.P.","class","8299",705.0
722,"Actividades De Apoyo A La Educación","class","8560",705.0
723,"Administración Publica Y Defensa; Planes De Seguridad Social De Afiliación Obligatoria","section","O",""
724,"Administración Pública Y Defensa; Planes De Seguridad Social De Afiliación Obligatoria","division","84",723.0
725,"Administración Del Estado Y Aplicación De La Política Económica Y Social De La Comunidad","group","841",724.0
