"","name","level","code","parent_id"
726,"Actividades Legislativas De La Administración Publica","class","8411",725.0
727,"Actividades Ejecutivas De La Administración Publica","class","8412",725.0
728,"Actividades De Los Otros Órganos De Control","class","8415",725.0
729,"Regulación De Las Actividades De Organismos Que Prestan Servicios De Salud, Educativos, Culturales Y Otros Servicios Sociales, Excepto Servicios De Seguridad Social","class","8413",725.0
730,"Actividades Reguladoras Y Facilitadoras De La Actividad Económica","class","8414",725.0
731,"Prestación De Servicios A La Comunidad En General","group","842",724.0
732,"Relaciones Exteriores","class","8421",731.0
733,"Actividades De Defensa","class","8422",731.0
734,"Administración De Justicia","class","8424",731.0
735,"Orden Público Y Actividades De Seguridad","class","8423",731.0
736,"Actividades De Planes De Seguridad Social De Afiliación Obligatoria","group","843",724.0
737,"Actividades De Planes De Seguridad Social De Afiliación Obligatoria","class","8430",736.0
738,"Educación De La Primera Infancia, Preescolar Y Básica Primaria","group","851",724.0
739,"Educación Preescolar","class","8512",738.0
740,"Educación Básica Primaria","class","8513",738.0
741,"Educación Secundaria Y De Formación Laboral","group","852",724.0
742,"Educación Básica Secundaria","class","8521",741.0
743,"Educación Media Académica","class","8522",741.0
744,"Educación Media Técnica Y De Formación Laboral","class","8523",741.0
745,"Establecimientos Que Combinan Diferentes Niveles De Educación","group","853",724.0
746,"Establecimientos Que Combinan Diferentes Niveles De Educación","class","8530",745.0
747,"Educación Superior","group","854",724.0
748,"Educación Técnica Profesional","class","8541",747.0
749,"Educación Tecnológica","class","8542",747.0
750,"Educación De Instituciones Universitarias O De Escuelas Tecnológicas","class","8543",747.0
751,"Educación De Universidades","class","8544",747.0
752,"Otros Tipos De Educación","group","855",724.0
753,"Formación Académica No Formal","class","8551",752.0
754,"Actividades De Atención De La Salud Humana Y De Asistencia Social","section","Q",""
755,"Actividades Veterinarias","division","75",754.0
756,"Actividades De Atención De La Salud Humana","division","86",754.0
757,"Actividades De Atención Residencial Medicalizada","division","87",754.0
758,"Actividades De Asistencia Social Sin Alojamiento","division","88",754.0
759,"Actividades De Hospitales Y Clínicas, Con Internación","group","861",758.0
760,"Actividades De Práctica Médica Y Odontológica, Sin Internación","group","862",758.0
761,"Otras Actividades De Atención Relacionadas Con La Salud Humana","group","869",758.0
762,"Actividades De Atención Residencial Medicalizada De Tipo General","group","871",758.0
763,"Actividades De Hospitales Y Clínicas, Con Internación","class","8610",762.0
764,"Actividades De La Práctica Médica, Sin Internación","class","8621",762.0
765,"Actividades De La Práctica Odontológica","class","8622",762.0
766,"Actividades De Apoyo Diagnóstico","class","8691",762.0
767,"Actividades De Apoyo Terapéutico","class","8692",762.0
768,"Otras Actividades De Atención De La Salud Humana","class","8699",762.0
769,"Actividades De Atención Residencial Medicalizada De Tipo General","class","8710",762.0
770,"Actividades Veterinarias","group","750",758.0
771,"Actividades Veterinarias","class","7500",770.0
772,"Actividades De Atención Residencial, Para El Cuidado De Pacientes Con Retardo Mental, Enfermedad Mental Y Consumo De Sustancias Psicoactivas","group","872",758.0
773,"Actividades De Atención En Instituciones Para El Cuidado De Personas Mayores Y/O Discapacitadas","group","873",758.0
774,"Otras Actividades De Atención En Instituciones Con Alojamiento","group","879",758.0
775,"Actividades De Asistencia Social Sin Alojamiento Para Personas Mayores Y Discapacitadas","group","881",758.0
776,"Otras Actividades De Asistencia Social Sin Alojamiento","group","889",758.0
777,"Actividades De Atención Residencial, Para El Cuidado De Pacientes Con Retardo Mental, Enfermedad Mental Y Consumo De Sustancias Psicoactivas","class","8720",776.0
778,"Actividades De Atención En Instituciones Para El Cuidado De Personas Mayores Y/O Discapacitadas","class","8730",776.0
779,"Otras Actividades De Atención En Instituciones Con Alojamiento","class","8790",776.0
780,"Actividades De Asistencia Social Sin Alojamiento Para Personas Mayores Y Discapacitadas","class","8810",776.0
781,"Otras Actividades De Asistencia Social Sin Alojamiento","class","8890",776.0
782,"Actividades Artísticas, De Entretenimiento Y Recreación","section","R",""
783,"Evacuación Y Tratamiento De Aguas Residuales","division","37",782.0
784,"Evacuación Y Tratamiento De Aguas Residuales","group","370",783.0
785,"Evacuación Y Tratamiento De Aguas Residuales","class","3700",784.0
786,"Recolección De Desechos No Peligrosos","class","3811",784.0
787,"Actividades De Asociaciones Empresariales Y De Empleadores Y Asociaciones Profesionales","group","941",783.0
788,"Actividades De Asociaciones Empresariales Y De Empleadores","class","9411",787.0
789,"Actividades De Asociaciones Profesionales","class","9412",787.0
790,"Actividades De Sindicatos De Empleados","group","942",783.0
791,"Actividades De Sindicatos De Empleados","class","9420",790.0
792,"Actividades De Asociaciones Religiosas","class","9491",790.0
793,"Actividades De Asociaciones Políticas","class","9492",790.0
794,"Actividades Creativas, Artísticas Y De Entretenimiento","division","90",782.0
795,"Actividades De Bibliotecas, Archivos, Museos Y Otras Actividades Culturales","division","91",782.0
796,"Actividades Deportivas, Y Actividades Recreativas Y De Esparcimiento","division","93",782.0
797,"Actividades De Producción De Películas Cinematográficas, Vídeo Y Producción De Programas, Anuncios Y Comerciales De Televisión","group","591",796.0
798,"Actividades Creativas, Artísticas Y De Entretenimiento","group","900",796.0
799,"Actividades De Producción De Películas Cinematográficas, Videos, Programas, Anuncios Y Comerciales De Televisión.","class","5911",798.0
800,"Actividades De Postproducción De Películas Cinematográficas, Videos, Programas, Anuncios Y Comerciales De Televisión","class","5912",798.0
801,"Actividades De Distribución De Películas Cinematográficas, Videos, Programas, Anuncios Y Comerciales De Televisión","class","5913",798.0
802,"Actividades De Exhibición De Películas Cinematográficas Y Videos","class","5914",798.0
803,"Creación Literaria","class","9001",798.0
804,"Creación Musical","class","9002",798.0
805,"Creación Teatral","class","9003",798.0
806,"Creación Audiovisual","class","9004",798.0
807,"Artes Plásticas Y Visuales","class","9005",798.0
808,"Actividades Teatrales","class","9006",798.0
809,"Actividades De Espectáculos Musicales En Vivo","class","9007",798.0
810,"Enseñanza Cultural","class","8553",798.0
811,"Otras Actividades De Espectáculos En Vivo","class","9008",798.0
812,"Actividades De Parques De Atracciones Y Parques Temáticos","class","9321",798.0
813,"Otras Actividades Recreativas Y De Esparcimiento N.C.P.","class","9329",798.0
814,"Actividades De Agencias De Noticias","class","6391",798.0
815,"Actividades De Bibliotecas, Archivos, Museos Y Otras Actividades Culturales","group","910",796.0
816,"Actividades De Bibliotecas Y Archivos","class","9101",815.0
817,"Actividades Y Funcionamiento De Museos, Conservación De Edificios Y Sitios Históricos","class","9102",815.0
818,"Actividades De Jardines Botánicos, Zoológicos Y Reservas Naturales","class","9103",815.0
819,"Actividades De Juegos De Azar Y Apuestas","group","920",796.0
820,"Actividades Deportivas","group","931",796.0
821,"Otras Actividades Recreativas Y De Esparcimiento","group","932",796.0
822,"Enseñanza Deportiva Y Recreativa","class","8552",821.0
823,"Otros Tipos De Educación N.C.P.","class","8559",821.0
824,"Gestión De Instalaciones Deportivas","class","9311",821.0
825,"Actividades De Clubes Deportivos","class","9312",821.0
826,"Otras Actividades Deportivas","class","9319",821.0
827,"Actividades De Juegos De Azar Y Apuestas","class","9200",821.0
828,"Otras Actividades De Servicios Personales","division","96",782.0
829,"Otras Actividades De Servicios Personales","group","960",828.0
830,"Lavado Y Limpieza, Incluso La Limpieza En Seco, De Productos Textiles Y De Piel","class","9601",829.0
831,"Peluquería Y Otros Tratamientos De Belleza","class","9602",829.0
832,"Pompas Fúnebres Y Actividades Relacionadas","class","9603",829.0
833,"Otras Actividades De Servicios Personales N.C.P.","class","9609",829.0
834,"Actividades De Los Hogares Individuales En Calidad De Empleadores; Actividades No Diferenciadas De Los Hogares Individuales Como Productores De Bienes Y Servicios Para Uso Propio","section","T",""
835,"Actividades De Los Hogares Individuales Como Empleadores De Personal Doméstico","division","97",834.0
836,"Actividades De Los Hogares Individuales Como Empleadores De Personal Doméstico","group","970",835.0
837,"Actividades De Los Hogares Individuales Como Empleadores De Personal Doméstico","class","9700",836.0
838,"Actividades De Organizaciones Y Entidades Extraterritoriales","section","U",""
839,"Actividades De Organizaciones Y Entidades Extraterritoriales","division","99",838.0
840,"Actividades De Organizaciones Y Entidades Extraterritoriales","group","990",839.0
841,"Actividades De Organizaciones Y Entidades Extraterritoriales","class","9900",840.0
