"","code","level","name_en","parent_id","name","name_es","name_short_en","name_short_es"
0,"MEX","country","Mexico","","Mexico","Mexico","Mexico","Mexico"
1,"01","department","Aguascalientes",0.0,"Aguascalientes","Aguascalientes","Aguascalientes","Aguascalientes"
2,"01001","municipality","Aguascalientes",1.0,"Aguascalientes","Aguascalientes","Aguascalientes","Aguascalientes"
3,"01002","municipality","Asientos",1.0,"Asientos","Asientos","Asientos","Asientos"
4,"01003","municipality","Calvillo",1.0,"Calvillo","Calvillo","Calvillo","Calvillo"
5,"01004","municipality","Cosío",1.0,"Cosío","Cosío","Cosío","Cosío"
6,"01005","municipality","Jesús María",1.0,"Jesús María","Jesús María","Jesús María","Jesús María"
7,"01006","municipality","Pabellón De Arteaga",1.0,"Pabellón De Arteaga","Pabellón De Arteaga","Pabellón De Arteaga","Pabellón De Arteaga"
8,"01007","municipality","Rincón De Romos",1.0,"Rincón De Romos","Rincón De Romos","Rincón De Romos","Rincón De Romos"
9,"01008","municipality","San José De Gracia",1.0,"San José De Gracia","San José De Gracia","San José De Gracia","San José De Gracia"
10,"01009","municipality","Tepezalá",1.0,"Tepezalá","Tepezalá","Tepezalá","Tepezalá"
11,"01010","municipality","El Llano",1.0,"El Llano","El Llano","El Llano","El Llano"
12,"01011","municipality","San Francisco De Los Romo",1.0,"San Francisco De Los Romo","San Francisco De Los Romo","San Francisco De Los Romo","San Francisco De Los Romo"
13,"02","department","Baja California",0.0,"Baja California","Baja California","Baja California","Baja California"
14,"02001","municipality","Ensenada",13.0,"Ensenada","Ensenada","Ensenada","Ensenada"
15,"02002","municipality","Mexicali",13.0,"Mexicali","Mexicali","Mexicali","Mexicali"
16,"02003","municipality","Tecate",13.0,"Tecate","Tecate","Tecate","Tecate"
17,"02004","municipality","Tijuana",13.0,"Tijuana","Tijuana","Tijuana","Tijuana"
18,"02005","municipality","Playas De Rosarito",13.0,"Playas De Rosarito","Playas De Rosarito","Playas De Rosarito","Playas De Rosarito"
19,"03","department","Baja California Sur",0.0,"Baja California Sur","Baja California Sur","Baja California Sur","Baja California Sur"
20,"03001","municipality","Comondú",19.0,"Comondú","Comondú","Comondú","Comondú"
21,"03002","municipality","Mulegé",19.0,"Mulegé","Mulegé","Mulegé","Mulegé"
22,"03003","municipality","La Paz",19.0,"La Paz","La Paz","La Paz","La Paz"
23,"03008","municipality","Los Cabos",19.0,"Los Cabos","Los Cabos","Los Cabos","Los Cabos"
24,"03009","municipality","Loreto",19.0,"Loreto","Loreto","Loreto","Loreto"
25,"04","department","Campeche",0.0,"Campeche","Campeche","Campeche","Campeche"
26,"04001","municipality","Calkiní",25.0,"Calkiní","Calkiní","Calkiní","Calkiní"
27,"04002","municipality","Campeche",25.0,"Campeche","Campeche","Campeche","Campeche"
28,"04003","municipality","Carmen",25.0,"Carmen","Carmen","Carmen","Carmen"
29,"04004","municipality","Champotón",25.0,"Champotón","Champotón","Champotón","Champotón"
30,"04005","municipality","Hecelchakán",25.0,"Hecelchakán","Hecelchakán","Hecelchakán","Hecelchakán"
31,"04006","municipality","Hopelchén",25.0,"Hopelchén","Hopelchén","Hopelchén","Hopelchén"
32,"04007","municipality","Palizada",25.0,"Palizada","Palizada","Palizada","Palizada"
33,"04008","municipality","Tenabo",25.0,"Tenabo","Tenabo","Tenabo","Tenabo"
34,"04009","municipality","Escárcega",25.0,"Escárcega","Escárcega","Escárcega","Escárcega"
35,"04010","municipality","Calakmul",25.0,"Calakmul","Calakmul","Calakmul","Calakmul"
36,"04011","municipality","Candelaria",25.0,"Candelaria","Candelaria","Candelaria","Candelaria"
37,"05","department","Coahuila De Zaragoza",0.0,"Coahuila De Zaragoza","Coahuila De Zaragoza","Coahuila De Zaragoza","Coahuila De Zaragoza"
38,"05001","municipality","Abasolo",37.0,"Abasolo","Abasolo","Abasolo","Abasolo"
39,"05002","municipality","Acuńa",37.0,"Acuńa","Acuńa","Acuńa","Acuńa"
40,"05003","municipality","Allende",37.0,"Allende","Allende","Allende","Allende"
41,"05004","municipality","Arteaga",37.0,"Arteaga","Arteaga","Arteaga","Arteaga"
42,"05005","municipality","Candela",37.0,"Candela","Candela","Candela","Candela"
43,"05006","municipality","Castańos",37.0,"Castańos","Castańos","Castańos","Castańos"
44,"05007","municipality","Cuatro Ciénegas",37.0,"Cuatro Ciénegas","Cuatro Ciénegas","Cuatro Ciénegas","Cuatro Ciénegas"
45,"05008","municipality","Escobedo",37.0,"Escobedo","Escobedo","Escobedo","Escobedo"
46,"05009","municipality","Francisco I. Madero",37.0,"Francisco I. Madero","Francisco I. Madero","Francisco I. Madero","Francisco I. Madero"
47,"05010","municipality","Frontera",37.0,"Frontera","Frontera","Frontera","Frontera"
48,"05011","municipality","General Cepeda",37.0,"General Cepeda","General Cepeda","General Cepeda","General Cepeda"
49,"05012","municipality","Guerrero",37.0,"Guerrero","Guerrero","Guerrero","Guerrero"
50,"05013","municipality","Hidalgo",37.0,"Hidalgo","Hidalgo","Hidalgo","Hidalgo"
51,"05014","municipality","Jiménez",37.0,"Jiménez","Jiménez","Jiménez","Jiménez"
52,"05015","municipality","Juárez",37.0,"Juárez","Juárez","Juárez","Juárez"
53,"05016","municipality","Lamadrid",37.0,"Lamadrid","Lamadrid","Lamadrid","Lamadrid"
54,"05017","municipality","Matamoros",37.0,"Matamoros","Matamoros","Matamoros","Matamoros"
55,"05018","municipality","Monclova",37.0,"Monclova","Monclova","Monclova","Monclova"
56,"05019","municipality","Morelos",37.0,"Morelos","Morelos","Morelos","Morelos"
57,"05020","municipality","Múzquiz",37.0,"Múzquiz","Múzquiz","Múzquiz","Múzquiz"
58,"05021","municipality","Nadadores",37.0,"Nadadores","Nadadores","Nadadores","Nadadores"
59,"05022","municipality","Nava",37.0,"Nava","Nava","Nava","Nava"
60,"05023","municipality","Ocampo",37.0,"Ocampo","Ocampo","Ocampo","Ocampo"
61,"05024","municipality","Parras",37.0,"Parras","Parras","Parras","Parras"
62,"05025","municipality","Piedras Negras",37.0,"Piedras Negras","Piedras Negras","Piedras Negras","Piedras Negras"
63,"05026","municipality","Progreso",37.0,"Progreso","Progreso","Progreso","Progreso"
64,"05027","municipality","Ramos Arizpe",37.0,"Ramos Arizpe","Ramos Arizpe","Ramos Arizpe","Ramos Arizpe"
65,"05028","municipality","Sabinas",37.0,"Sabinas","Sabinas","Sabinas","Sabinas"
66,"05029","municipality","Sacramento",37.0,"Sacramento","Sacramento","Sacramento","Sacramento"
67,"05030","municipality","Saltillo",37.0,"Saltillo","Saltillo","Saltillo","Saltillo"
68,"05031","municipality","San Buenaventura",37.0,"San Buenaventura","San Buenaventura","San Buenaventura","San Buenaventura"
69,"05032","municipality","San Juan De Sabinas",37.0,"San Juan De Sabinas","San Juan De Sabinas","San Juan De Sabinas","San Juan De Sabinas"
70,"05033","municipality","San Pedro",37.0,"San Pedro","San Pedro","San Pedro","San Pedro"
71,"05034","municipality","Sierra Mojada",37.0,"Sierra Mojada","Sierra Mojada","Sierra Mojada","Sierra Mojada"
72,"05035","municipality","Torreón",37.0,"Torreón","Torreón","Torreón","Torreón"
73,"05036","municipality","Viesca",37.0,"Viesca","Viesca","Viesca","Viesca"
74,"05037","municipality","Villa Unión",37.0,"Villa Unión","Villa Unión","Villa Unión","Villa Unión"
75,"05038","municipality","Zaragoza",37.0,"Zaragoza","Zaragoza","Zaragoza","Zaragoza"
76,"06","department","Colima",0.0,"Colima","Colima","Colima","Colima"
77,"06001","municipality","Armería",76.0,"Armería","Armería","Armería","Armería"
78,"06002","municipality","Colima",76.0,"Colima","Colima","Colima","Colima"
79,"06003","municipality","Comala",76.0,"Comala","Comala","Comala","Comala"
80,"06004","municipality","Coquimatlán",76.0,"Coquimatlán","Coquimatlán","Coquimatlán","Coquimatlán"
81,"06005","municipality","Cuauhtémoc",76.0,"Cuauhtémoc","Cuauhtémoc","Cuauhtémoc","Cuauhtémoc"
82,"06006","municipality","Ixtlahuacán",76.0,"Ixtlahuacán","Ixtlahuacán","Ixtlahuacán","Ixtlahuacán"
83,"06007","municipality","Manzanillo",76.0,"Manzanillo","Manzanillo","Manzanillo","Manzanillo"
84,"06008","municipality","Minatitlán",76.0,"Minatitlán","Minatitlán","Minatitlán","Minatitlán"
85,"06009","municipality","Tecomán",76.0,"Tecomán","Tecomán","Tecomán","Tecomán"
86,"06010","municipality","Villa De Álvarez",76.0,"Villa De Álvarez","Villa De Álvarez","Villa De Álvarez","Villa De Álvarez"
87,"07","department","Chiapas",0.0,"Chiapas","Chiapas","Chiapas","Chiapas"
88,"07001","municipality","Acacoyagua",87.0,"Acacoyagua","Acacoyagua","Acacoyagua","Acacoyagua"
89,"07002","municipality","Acala",87.0,"Acala","Acala","Acala","Acala"
90,"07003","municipality","Acapetahua",87.0,"Acapetahua","Acapetahua","Acapetahua","Acapetahua"
91,"07004","municipality","Altamirano",87.0,"Altamirano","Altamirano","Altamirano","Altamirano"
92,"07005","municipality","Amatán",87.0,"Amatán","Amatán","Amatán","Amatán"
93,"07006","municipality","Amatenango De La Frontera",87.0,"Amatenango De La Frontera","Amatenango De La Frontera","Amatenango De La Frontera","Amatenango De La Frontera"
94,"07007","municipality","Amatenango Del Valle",87.0,"Amatenango Del Valle","Amatenango Del Valle","Amatenango Del Valle","Amatenango Del Valle"
95,"07008","municipality","Angel Albino Corzo",87.0,"Angel Albino Corzo","Angel Albino Corzo","Angel Albino Corzo","Angel Albino Corzo"
96,"07009","municipality","Arriaga",87.0,"Arriaga","Arriaga","Arriaga","Arriaga"
97,"07010","municipality","Bejucal De Ocampo",87.0,"Bejucal De Ocampo","Bejucal De Ocampo","Bejucal De Ocampo","Bejucal De Ocampo"
98,"07011","municipality","Bella Vista",87.0,"Bella Vista","Bella Vista","Bella Vista","Bella Vista"
99,"07012","municipality","Berriozábal",87.0,"Berriozábal","Berriozábal","Berriozábal","Berriozábal"
100,"07013","municipality","Bochil",87.0,"Bochil","Bochil","Bochil","Bochil"
101,"07014","municipality","El Bosque",87.0,"El Bosque","El Bosque","El Bosque","El Bosque"
102,"07015","municipality","Cacahoatán",87.0,"Cacahoatán","Cacahoatán","Cacahoatán","Cacahoatán"
103,"07016","municipality","Catazajá",87.0,"Catazajá","Catazajá","Catazajá","Catazajá"
104,"07017","municipality","Cintalapa",87.0,"Cintalapa","Cintalapa","Cintalapa","Cintalapa"
105,"07018","municipality","Coapilla",87.0,"Coapilla","Coapilla","Coapilla","Coapilla"
106,"07019","municipality","Comitán De Domínguez",87.0,"Comitán De Domínguez","Comitán De Domínguez","Comitán De Domínguez","Comitán De Domínguez"
107,"07020","municipality","La Concordia",87.0,"La Concordia","La Concordia","La Concordia","La Concordia"
108,"07021","municipality","Copainalá",87.0,"Copainalá","Copainalá","Copainalá","Copainalá"
109,"07022","municipality","Chalchihuitán",87.0,"Chalchihuitán","Chalchihuitán","Chalchihuitán","Chalchihuitán"
110,"07023","municipality","Chamula",87.0,"Chamula","Chamula","Chamula","Chamula"
111,"07024","municipality","Chanal",87.0,"Chanal","Chanal","Chanal","Chanal"
112,"07025","municipality","Chapultenango",87.0,"Chapultenango","Chapultenango","Chapultenango","Chapultenango"
113,"07026","municipality","Chenalhó",87.0,"Chenalhó","Chenalhó","Chenalhó","Chenalhó"
114,"07027","municipality","Chiapa De Corzo",87.0,"Chiapa De Corzo","Chiapa De Corzo","Chiapa De Corzo","Chiapa De Corzo"
115,"07028","municipality","Chiapilla",87.0,"Chiapilla","Chiapilla","Chiapilla","Chiapilla"
116,"07029","municipality","Chicoasén",87.0,"Chicoasén","Chicoasén","Chicoasén","Chicoasén"
117,"07030","municipality","Chicomuselo",87.0,"Chicomuselo","Chicomuselo","Chicomuselo","Chicomuselo"
118,"07031","municipality","Chilón",87.0,"Chilón","Chilón","Chilón","Chilón"
119,"07032","municipality","Escuintla",87.0,"Escuintla","Escuintla","Escuintla","Escuintla"
120,"07033","municipality","Francisco León",87.0,"Francisco León","Francisco León","Francisco León","Francisco León"
121,"07034","municipality","Frontera Comalapa",87.0,"Frontera Comalapa","Frontera Comalapa","Frontera Comalapa","Frontera Comalapa"
122,"07035","municipality","Frontera Hidalgo",87.0,"Frontera Hidalgo","Frontera Hidalgo","Frontera Hidalgo","Frontera Hidalgo"
123,"07036","municipality","La Grandeza",87.0,"La Grandeza","La Grandeza","La Grandeza","La Grandeza"
124,"07037","municipality","Huehuetán",87.0,"Huehuetán","Huehuetán","Huehuetán","Huehuetán"
125,"07038","municipality","Huixtán",87.0,"Huixtán","Huixtán","Huixtán","Huixtán"
126,"07039","municipality","Huitiupán",87.0,"Huitiupán","Huitiupán","Huitiupán","Huitiupán"
127,"07040","municipality","Huixtla",87.0,"Huixtla","Huixtla","Huixtla","Huixtla"
128,"07041","municipality","La Independencia",87.0,"La Independencia","La Independencia","La Independencia","La Independencia"
129,"07042","municipality","Ixhuatán",87.0,"Ixhuatán","Ixhuatán","Ixhuatán","Ixhuatán"
130,"07043","municipality","Ixtacomitán",87.0,"Ixtacomitán","Ixtacomitán","Ixtacomitán","Ixtacomitán"
131,"07044","municipality","Ixtapa",87.0,"Ixtapa","Ixtapa","Ixtapa","Ixtapa"
132,"07045","municipality","Ixtapangajoya",87.0,"Ixtapangajoya","Ixtapangajoya","Ixtapangajoya","Ixtapangajoya"
133,"07046","municipality","Jiquipilas",87.0,"Jiquipilas","Jiquipilas","Jiquipilas","Jiquipilas"
134,"07047","municipality","Jitotol",87.0,"Jitotol","Jitotol","Jitotol","Jitotol"
135,"07048","municipality","Juárez",87.0,"Juárez","Juárez","Juárez","Juárez"
136,"07049","municipality","Larráinzar",87.0,"Larráinzar","Larráinzar","Larráinzar","Larráinzar"
137,"07050","municipality","La Libertad",87.0,"La Libertad","La Libertad","La Libertad","La Libertad"
138,"07051","municipality","Mapastepec",87.0,"Mapastepec","Mapastepec","Mapastepec","Mapastepec"
139,"07052","municipality","Las Margaritas",87.0,"Las Margaritas","Las Margaritas","Las Margaritas","Las Margaritas"
140,"07053","municipality","Mazapa De Madero",87.0,"Mazapa De Madero","Mazapa De Madero","Mazapa De Madero","Mazapa De Madero"
141,"07054","municipality","Mazatán",87.0,"Mazatán","Mazatán","Mazatán","Mazatán"
142,"07055","municipality","Metapa",87.0,"Metapa","Metapa","Metapa","Metapa"
143,"07056","municipality","Mitontic",87.0,"Mitontic","Mitontic","Mitontic","Mitontic"
144,"07057","municipality","Motozintla",87.0,"Motozintla","Motozintla","Motozintla","Motozintla"
145,"07058","municipality","Nicolás Ruíz",87.0,"Nicolás Ruíz","Nicolás Ruíz","Nicolás Ruíz","Nicolás Ruíz"
146,"07059","municipality","Ocosingo",87.0,"Ocosingo","Ocosingo","Ocosingo","Ocosingo"
147,"07060","municipality","Ocotepec",87.0,"Ocotepec","Ocotepec","Ocotepec","Ocotepec"
148,"07061","municipality","Ocozocoautla De Espinosa",87.0,"Ocozocoautla De Espinosa","Ocozocoautla De Espinosa","Ocozocoautla De Espinosa","Ocozocoautla De Espinosa"
149,"07062","municipality","Ostuacán",87.0,"Ostuacán","Ostuacán","Ostuacán","Ostuacán"
150,"07063","municipality","Osumacinta",87.0,"Osumacinta","Osumacinta","Osumacinta","Osumacinta"
151,"07064","municipality","Oxchuc",87.0,"Oxchuc","Oxchuc","Oxchuc","Oxchuc"
152,"07065","municipality","Palenque",87.0,"Palenque","Palenque","Palenque","Palenque"
153,"07066","municipality","Pantelhó",87.0,"Pantelhó","Pantelhó","Pantelhó","Pantelhó"
154,"07067","municipality","Pantepec",87.0,"Pantepec","Pantepec","Pantepec","Pantepec"
155,"07068","municipality","Pichucalco",87.0,"Pichucalco","Pichucalco","Pichucalco","Pichucalco"
156,"07069","municipality","Pijijiapan",87.0,"Pijijiapan","Pijijiapan","Pijijiapan","Pijijiapan"
157,"07070","municipality","El Porvenir",87.0,"El Porvenir","El Porvenir","El Porvenir","El Porvenir"
158,"07071","municipality","Villa Comaltitlán",87.0,"Villa Comaltitlán","Villa Comaltitlán","Villa Comaltitlán","Villa Comaltitlán"
159,"07072","municipality","Pueblo Nuevo Solistahuacán",87.0,"Pueblo Nuevo Solistahuacán","Pueblo Nuevo Solistahuacán","Pueblo Nuevo Solistahuacán","Pueblo Nuevo Solistahuacán"
160,"07073","municipality","Rayón",87.0,"Rayón","Rayón","Rayón","Rayón"
161,"07074","municipality","Reforma",87.0,"Reforma","Reforma","Reforma","Reforma"
162,"07075","municipality","Las Rosas",87.0,"Las Rosas","Las Rosas","Las Rosas","Las Rosas"
163,"07076","municipality","Sabanilla",87.0,"Sabanilla","Sabanilla","Sabanilla","Sabanilla"
164,"07077","municipality","Salto De Agua",87.0,"Salto De Agua","Salto De Agua","Salto De Agua","Salto De Agua"
165,"07078","municipality","San Cristóbal De Las Casas",87.0,"San Cristóbal De Las Casas","San Cristóbal De Las Casas","San Cristóbal De Las Casas","San Cristóbal De Las Casas"
166,"07079","municipality","San Fernando",87.0,"San Fernando","San Fernando","San Fernando","San Fernando"
167,"07080","municipality","Siltepec",87.0,"Siltepec","Siltepec","Siltepec","Siltepec"
168,"07081","municipality","Simojovel",87.0,"Simojovel","Simojovel","Simojovel","Simojovel"
169,"07082","municipality","Sitalá",87.0,"Sitalá","Sitalá","Sitalá","Sitalá"
170,"07083","municipality","Socoltenango",87.0,"Socoltenango","Socoltenango","Socoltenango","Socoltenango"
171,"07084","municipality","Solosuchiapa",87.0,"Solosuchiapa","Solosuchiapa","Solosuchiapa","Solosuchiapa"
172,"07085","municipality","Soyaló",87.0,"Soyaló","Soyaló","Soyaló","Soyaló"
173,"07086","municipality","Suchiapa",87.0,"Suchiapa","Suchiapa","Suchiapa","Suchiapa"
174,"07087","municipality","Suchiate",87.0,"Suchiate","Suchiate","Suchiate","Suchiate"
175,"07088","municipality","Sunuapa",87.0,"Sunuapa","Sunuapa","Sunuapa","Sunuapa"
176,"07089","municipality","Tapachula",87.0,"Tapachula","Tapachula","Tapachula","Tapachula"
177,"07090","municipality","Tapalapa",87.0,"Tapalapa","Tapalapa","Tapalapa","Tapalapa"
178,"07091","municipality","Tapilula",87.0,"Tapilula","Tapilula","Tapilula","Tapilula"
179,"07092","municipality","Tecpatán",87.0,"Tecpatán","Tecpatán","Tecpatán","Tecpatán"
180,"07093","municipality","Tenejapa",87.0,"Tenejapa","Tenejapa","Tenejapa","Tenejapa"
181,"07094","municipality","Teopisca",87.0,"Teopisca","Teopisca","Teopisca","Teopisca"
182,"07096","municipality","Tila",87.0,"Tila","Tila","Tila","Tila"
183,"07097","municipality","Tonalá",87.0,"Tonalá","Tonalá","Tonalá","Tonalá"
184,"07098","municipality","Totolapa",87.0,"Totolapa","Totolapa","Totolapa","Totolapa"
185,"07099","municipality","La Trinitaria",87.0,"La Trinitaria","La Trinitaria","La Trinitaria","La Trinitaria"
186,"07100","municipality","Tumbalá",87.0,"Tumbalá","Tumbalá","Tumbalá","Tumbalá"
187,"07101","municipality","Tuxtla Gutiérrez",87.0,"Tuxtla Gutiérrez","Tuxtla Gutiérrez","Tuxtla Gutiérrez","Tuxtla Gutiérrez"
188,"07102","municipality","Tuxtla Chico",87.0,"Tuxtla Chico","Tuxtla Chico","Tuxtla Chico","Tuxtla Chico"
189,"07103","municipality","Tuzantán",87.0,"Tuzantán","Tuzantán","Tuzantán","Tuzantán"
190,"07104","municipality","Tzimol",87.0,"Tzimol","Tzimol","Tzimol","Tzimol"
191,"07105","municipality","Unión Juárez",87.0,"Unión Juárez","Unión Juárez","Unión Juárez","Unión Juárez"
192,"07106","municipality","Venustiano Carranza",87.0,"Venustiano Carranza","Venustiano Carranza","Venustiano Carranza","Venustiano Carranza"
193,"07107","municipality","Villa Corzo",87.0,"Villa Corzo","Villa Corzo","Villa Corzo","Villa Corzo"
194,"07108","municipality","Villaflores",87.0,"Villaflores","Villaflores","Villaflores","Villaflores"
195,"07109","municipality","Yajalón",87.0,"Yajalón","Yajalón","Yajalón","Yajalón"
196,"07110","municipality","San Lucas",87.0,"San Lucas","San Lucas","San Lucas","San Lucas"
197,"07111","municipality","Zinacantán",87.0,"Zinacantán","Zinacantán","Zinacantán","Zinacantán"
198,"07112","municipality","San Juan Cancuc",87.0,"San Juan Cancuc","San Juan Cancuc","San Juan Cancuc","San Juan Cancuc"
199,"07113","municipality","Aldama",87.0,"Aldama","Aldama","Aldama","Aldama"
200,"07114","municipality","Benemérito De Las Américas",87.0,"Benemérito De Las Américas","Benemérito De Las Américas","Benemérito De Las Américas","Benemérito De Las Américas"
201,"07115","municipality","Maravilla Tenejapa",87.0,"Maravilla Tenejapa","Maravilla Tenejapa","Maravilla Tenejapa","Maravilla Tenejapa"
202,"07116","municipality","Marqués De Comillas",87.0,"Marqués De Comillas","Marqués De Comillas","Marqués De Comillas","Marqués De Comillas"
203,"07117","municipality","Montecristo De Guerrero",87.0,"Montecristo De Guerrero","Montecristo De Guerrero","Montecristo De Guerrero","Montecristo De Guerrero"
204,"07118","municipality","San Andrés Duraznal",87.0,"San Andrés Duraznal","San Andrés Duraznal","San Andrés Duraznal","San Andrés Duraznal"
205,"07119","municipality","Santiago El Pinar",87.0,"Santiago El Pinar","Santiago El Pinar","Santiago El Pinar","Santiago El Pinar"
206,"08","department","Chihuahua",0.0,"Chihuahua","Chihuahua","Chihuahua","Chihuahua"
207,"08001","municipality","Ahumada",206.0,"Ahumada","Ahumada","Ahumada","Ahumada"
208,"08002","municipality","Aldama",206.0,"Aldama","Aldama","Aldama","Aldama"
209,"08003","municipality","Allende",206.0,"Allende","Allende","Allende","Allende"
210,"08004","municipality","Aquiles Serdán",206.0,"Aquiles Serdán","Aquiles Serdán","Aquiles Serdán","Aquiles Serdán"
211,"08005","municipality","Ascensión",206.0,"Ascensión","Ascensión","Ascensión","Ascensión"
212,"08006","municipality","Bachíniva",206.0,"Bachíniva","Bachíniva","Bachíniva","Bachíniva"
213,"08007","municipality","Balleza",206.0,"Balleza","Balleza","Balleza","Balleza"
214,"08008","municipality","Batopilas",206.0,"Batopilas","Batopilas","Batopilas","Batopilas"
215,"08009","municipality","Bocoyna",206.0,"Bocoyna","Bocoyna","Bocoyna","Bocoyna"
216,"08010","municipality","Buenaventura",206.0,"Buenaventura","Buenaventura","Buenaventura","Buenaventura"
217,"08011","municipality","Camargo",206.0,"Camargo","Camargo","Camargo","Camargo"
218,"08012","municipality","Carichí",206.0,"Carichí","Carichí","Carichí","Carichí"
219,"08013","municipality","Casas Grandes",206.0,"Casas Grandes","Casas Grandes","Casas Grandes","Casas Grandes"
220,"08014","municipality","Coronado",206.0,"Coronado","Coronado","Coronado","Coronado"
221,"08015","municipality","Coyame Del Sotol",206.0,"Coyame Del Sotol","Coyame Del Sotol","Coyame Del Sotol","Coyame Del Sotol"
222,"08016","municipality","La Cruz",206.0,"La Cruz","La Cruz","La Cruz","La Cruz"
223,"08017","municipality","Cuauhtémoc",206.0,"Cuauhtémoc","Cuauhtémoc","Cuauhtémoc","Cuauhtémoc"
224,"08018","municipality","Cusihuiriachi",206.0,"Cusihuiriachi","Cusihuiriachi","Cusihuiriachi","Cusihuiriachi"
225,"08019","municipality","Chihuahua",206.0,"Chihuahua","Chihuahua","Chihuahua","Chihuahua"
226,"08020","municipality","Chínipas",206.0,"Chínipas","Chínipas","Chínipas","Chínipas"
227,"08021","municipality","Delicias",206.0,"Delicias","Delicias","Delicias","Delicias"
228,"08022","municipality","Dr. Belisario Domínguez",206.0,"Dr. Belisario Domínguez","Dr. Belisario Domínguez","Dr. Belisario Domínguez","Dr. Belisario Domínguez"
229,"08023","municipality","Galeana",206.0,"Galeana","Galeana","Galeana","Galeana"
230,"08024","municipality","Santa Isabel",206.0,"Santa Isabel","Santa Isabel","Santa Isabel","Santa Isabel"
231,"08025","municipality","Gómez Farías",206.0,"Gómez Farías","Gómez Farías","Gómez Farías","Gómez Farías"
232,"08026","municipality","Gran Morelos",206.0,"Gran Morelos","Gran Morelos","Gran Morelos","Gran Morelos"
233,"08027","municipality","Guachochi",206.0,"Guachochi","Guachochi","Guachochi","Guachochi"
234,"08028","municipality","Guadalupe",206.0,"Guadalupe","Guadalupe","Guadalupe","Guadalupe"
235,"08029","municipality","Guadalupe Y Calvo",206.0,"Guadalupe Y Calvo","Guadalupe Y Calvo","Guadalupe Y Calvo","Guadalupe Y Calvo"
236,"08030","municipality","Guazapares",206.0,"Guazapares","Guazapares","Guazapares","Guazapares"
237,"08031","municipality","Guerrero",206.0,"Guerrero","Guerrero","Guerrero","Guerrero"
238,"08032","municipality","Hidalgo Del Parral",206.0,"Hidalgo Del Parral","Hidalgo Del Parral","Hidalgo Del Parral","Hidalgo Del Parral"
239,"08033","municipality","Huejotitán",206.0,"Huejotitán","Huejotitán","Huejotitán","Huejotitán"
240,"08034","municipality","Ignacio Zaragoza",206.0,"Ignacio Zaragoza","Ignacio Zaragoza","Ignacio Zaragoza","Ignacio Zaragoza"
241,"08035","municipality","Janos",206.0,"Janos","Janos","Janos","Janos"
242,"08036","municipality","Jiménez",206.0,"Jiménez","Jiménez","Jiménez","Jiménez"
243,"08037","municipality","Juárez",206.0,"Juárez","Juárez","Juárez","Juárez"
244,"08038","municipality","Julimes",206.0,"Julimes","Julimes","Julimes","Julimes"
245,"08039","municipality","López",206.0,"López","López","López","López"
246,"08040","municipality","Madera",206.0,"Madera","Madera","Madera","Madera"
247,"08041","municipality","Maguarichi",206.0,"Maguarichi","Maguarichi","Maguarichi","Maguarichi"
248,"08042","municipality","Manuel Benavides",206.0,"Manuel Benavides","Manuel Benavides","Manuel Benavides","Manuel Benavides"
249,"08043","municipality","Matachí",206.0,"Matachí","Matachí","Matachí","Matachí"
250,"08044","municipality","Matamoros",206.0,"Matamoros","Matamoros","Matamoros","Matamoros"
251,"08045","municipality","Meoqui",206.0,"Meoqui","Meoqui","Meoqui","Meoqui"
252,"08046","municipality","Morelos",206.0,"Morelos","Morelos","Morelos","Morelos"
253,"08047","municipality","Moris",206.0,"Moris","Moris","Moris","Moris"
254,"08048","municipality","Namiquipa",206.0,"Namiquipa","Namiquipa","Namiquipa","Namiquipa"
255,"08049","municipality","Nonoava",206.0,"Nonoava","Nonoava","Nonoava","Nonoava"
256,"08050","municipality","Nuevo Casas Grandes",206.0,"Nuevo Casas Grandes","Nuevo Casas Grandes","Nuevo Casas Grandes","Nuevo Casas Grandes"
257,"08051","municipality","Ocampo",206.0,"Ocampo","Ocampo","Ocampo","Ocampo"
258,"08052","municipality","Ojinaga",206.0,"Ojinaga","Ojinaga","Ojinaga","Ojinaga"
259,"08053","municipality","Praxedis G. Guerrero",206.0,"Praxedis G. Guerrero","Praxedis G. Guerrero","Praxedis G. Guerrero","Praxedis G. Guerrero"
260,"08054","municipality","Riva Palacio",206.0,"Riva Palacio","Riva Palacio","Riva Palacio","Riva Palacio"
261,"08055","municipality","Rosales",206.0,"Rosales","Rosales","Rosales","Rosales"
262,"08056","municipality","Rosario",206.0,"Rosario","Rosario","Rosario","Rosario"
263,"08057","municipality","San Francisco De Borja",206.0,"San Francisco De Borja","San Francisco De Borja","San Francisco De Borja","San Francisco De Borja"
264,"08058","municipality","San Francisco De Conchos",206.0,"San Francisco De Conchos","San Francisco De Conchos","San Francisco De Conchos","San Francisco De Conchos"
265,"08059","municipality","San Francisco Del Oro",206.0,"San Francisco Del Oro","San Francisco Del Oro","San Francisco Del Oro","San Francisco Del Oro"
266,"08060","municipality","Santa Bárbara",206.0,"Santa Bárbara","Santa Bárbara","Santa Bárbara","Santa Bárbara"
267,"08061","municipality","Satevó",206.0,"Satevó","Satevó","Satevó","Satevó"
268,"08062","municipality","Saucillo",206.0,"Saucillo","Saucillo","Saucillo","Saucillo"
269,"08063","municipality","Temósachic",206.0,"Temósachic","Temósachic","Temósachic","Temósachic"
