"","code","level","name","parent_id","name_es","name_short_en","name_short_es"
333,"15332","municipality","Güicán De La Sierra",5.0,"Güicán De La Sierra","Güicán De La Sierra","Güicán De La Sierra"
334,"15362","municipality","Iza",5.0,"Iza","Iza","Iza"
335,"15367","municipality","Jenesano",5.0,"Jenesano","Jenesano","Jenesano"
336,"15368","municipality","Jericó",5.0,"Jericó","Jericó","Jericó"
337,"15377","municipality","Labranzagrande",5.0,"Labranzagrande","Labranzagrande","Labranzagrande"
338,"15380","municipality","La Capilla",5.0,"La Capilla","La Capilla","La Capilla"
339,"15401","municipality","La Victoria",5.0,"La Victoria","La Victoria","La Victoria"
340,"15403","municipality","La Uvita",5.0,"La Uvita","La Uvita","La Uvita"
341,"15407","municipality","Villa De Leyva",5.0,"Villa De Leyva","Villa De Leyva","Villa De Leyva"
342,"15425","municipality","Macanal",5.0,"Macanal","Macanal","Macanal"
343,"15442","municipality","Maripí",5.0,"Maripí","Maripí","Maripí"
344,"15455","municipality","Miraflores",5.0,"Miraflores","Miraflores","Miraflores"
345,"15464","municipality","Mongua",5.0,"Mongua","Mongua","Mongua"
346,"15466","municipality","Monguí",5.0,"Monguí","Monguí","Monguí"
347,"15469","municipality","Moniquirá",5.0,"Moniquirá","Moniquirá","Moniquirá"
348,"15476","municipality","Motavita",5.0,"Motavita","Motavita","Motavita"
349,"15480","municipality","Muzo",5.0,"Muzo","Muzo","Muzo"
350,"15491","municipality","Nobsa",5.0,"Nobsa","Nobsa","Nobsa"
351,"15494","municipality","Nuevo Colón",5.0,"Nuevo Colón","Nuevo Colón","Nuevo Colón"
352,"15500","municipality","Oicatá",5.0,"Oicatá","Oicatá","Oicatá"
353,"15507","municipality","Otanche",5.0,"Otanche","Otanche","Otanche"
354,"15511","municipality","Pachavita",5.0,"Pachavita","Pachavita","Pachavita"
355,"15514","municipality","Páez",5.0,"Páez","Páez","Páez"
356,"15516","municipality","Paipa",5.0,"Paipa","Paipa","Paipa"
357,"15518","municipality","Pajarito",5.0,"Pajarito","Pajarito","Pajarito"
358,"15522","municipality","Panqueba",5.0,"Panqueba","Panqueba","Panqueba"
359,"15531","municipality","Pauna",5.0,"Pauna","Pauna","Pauna"
360,"15533","municipality","Paya",5.0,"Paya","Paya","Paya"
361,"15537","municipality","Paz De Río",5.0,"Paz De Río","Paz De Río","Paz De Río"
362,"15542","municipality","Pesca",5.0,"Pesca","Pesca","Pesca"
363,"15550","municipality","Pisba",5.0,"Pisba","Pisba","Pisba"
364,"15572","municipality","Puerto Boyacá",5.0,"Puerto Boyacá","Puerto Boyacá","Puerto Boyacá"
365,"15580","municipality","Quípama",5.0,"Quípama","Quípama","Quípama"
366,"15599","municipality","Ramiriquí",5.0,"Ramiriquí","Ramiriquí","Ramiriquí"
367,"15600","municipality","Ráquira",5.0,"Ráquira","Ráquira","Ráquira"
368,"15621","municipality","Rondón",5.0,"Rondón","Rondón","Rondón"
369,"15632","municipality","Saboyá",5.0,"Saboyá","Saboyá","Saboyá"
370,"15638","municipality","Sáchica",5.0,"Sáchica","Sáchica","Sáchica"
371,"15646","municipality","Samacá",5.0,"Samacá","Samacá","Samacá"
372,"15660","municipality","San Eduardo",5.0,"San Eduardo","San Eduardo","San Eduardo"
373,"15664","municipality","San José De Pare",5.0,"San José De Pare","San José De Pare","San José De Pare"
374,"15667","municipality","San Luis De Gaceno",5.0,"San Luis De Gaceno","San Luis De Gaceno","San Luis De Gaceno"
375,"15673","municipality","San Mateo",5.0,"San Mateo","San Mateo","San Mateo"
376,"15676","municipality","San Miguel De Sema",5.0,"San Miguel De Sema","San Miguel De Sema","San Miguel De Sema"
377,"15681","municipality","San Pablo De Borbur",5.0,"San Pablo De Borbur","San Pablo De Borbur","San Pablo De Borbur"
378,"15686","municipality","Santana",5.0,"Santana","Santana","Santana"
379,"15690","municipality","Santa María",5.0,"Santa María","Santa María","Santa María"
380,"15693","municipality","Santa Rosa De Viterbo",5.0,"Santa Rosa De Viterbo","Santa Rosa De Viterbo","Santa Rosa De Viterbo"
381,"15696","municipality","Santa Sofía",5.0,"Santa Sofía","Santa Sofía","Santa Sofía"
382,"15720","municipality","Sativanorte",5.0,"Sativanorte","Sativanorte","Sativanorte"
383,"15723","municipality","Sativasur",5.0,"Sativasur","Sativasur","Sativasur"
384,"15740","municipality","Siachoque",5.0,"Siachoque","Siachoque","Siachoque"
385,"15753","municipality","Soatá",5.0,"Soatá","Soatá","Soatá"
386,"15755","municipality","Socotá",5.0,"Socotá","Socotá","Socotá"
387,"15757","municipality","Socha",5.0,"Socha","Socha","Socha"
388,"15759","municipality","Sogamoso",5.0,"Sogamoso","Sogamoso","Sogamoso"
389,"15761","municipality","Somondoco",5.0,"Somondoco","Somondoco","Somondoco"
390,"15762","municipality","Sora",5.0,"Sora","Sora","Sora"
391,"15763","municipality","Sotaquirá",5.0,"Sotaquirá","Sotaquirá","Sotaquirá"
392,"15764","municipality","Soracá",5.0,"Soracá","Soracá","Soracá"
393,"15774","municipality","Susacón",5.0,"Susacón","Susacón","Susacón"
394,"15776","municipality","Sutamarchán",5.0,"Sutamarchán","Sutamarchán","Sutamarchán"
395,"15778","municipality","Sutatenza",5.0,"Sutatenza","Sutatenza","Sutatenza"
396,"15790","municipality","Tasco",5.0,"Tasco","Tasco","Tasco"
397,"15798","municipality","Tenza",5.0,"Tenza","Tenza","Tenza"
398,"15804","municipality","Tibaná",5.0,"Tibaná","Tibaná","Tibaná"
399,"15806","municipality","Tibasosa",5.0,"Tibasosa","Tibasosa","Tibasosa"
400,"15808","municipality","Tinjacá",5.0,"Tinjacá","Tinjacá","Tinjacá"
401,"15810","municipality","Tipacoque",5.0,"Tipacoque","Tipacoque","Tipacoque"
402,"15814","municipality","Toca",5.0,"Toca","Toca","Toca"
403,"15816","municipality","Togüí",5.0,"Togüí","Togüí","Togüí"
404,"15820","municipality","Tópaga",5.0,"Tópaga","Tópaga","Tópaga"
405,"15822","municipality","Tota",5.0,"Tota","Tota","Tota"
406,"15832","municipality","Tununguá",5.0,"Tununguá","Tununguá","Tununguá"
407,"15835","municipality","Turmequé",5.0,"Turmequé","Turmequé","Turmequé"
408,"15837","municipality","Tuta",5.0,"Tuta","Tuta","Tuta"
409,"15839","municipality","Tutazá",5.0,"Tutazá","Tutazá","Tutazá"
410,"15842","municipality","Úmbita",5.0,"Úmbita","Úmbita","Úmbita"
411,"15861","municipality","Ventaquemada",5.0,"Ventaquemada","Ventaquemada","Ventaquemada"
412,"15879","municipality","Viracachá",5.0,"Viracachá","Viracachá","Viracachá"
413,"15897","municipality","Zetaquira",5.0,"Zetaquira","Zetaquira","Zetaquira"
414,"17001","municipality","Manizales",6.0,"Manizales","Manizales","Manizales"
415,"17013","municipality","Aguadas",6.0,"Aguadas","Aguadas","Aguadas"
416,"17042","municipality","Anserma",6.0,"Anserma","Anserma","Anserma"
417,"17050","municipality","Aranzazu",6.0,"Aranzazu","Aranzazu","Aranzazu"
418,"17088","municipality","Belalcázar",6.0,"Belalcázar","Belalcázar","Belalcázar"
419,"17174","municipality","Chinchiná",6.0,"Chinchiná","Chinchiná","Chinchiná"
420,"17272","municipality","Filadelfia",6.0,"Filadelfia","Filadelfia","Filadelfia"
421,"17380","municipality","La Dorada",6.0,"La Dorada","La Dorada","La Dorada"
422,"17388","municipality","La Merced",6.0,"La Merced","La Merced","La Merced"
423,"17433","municipality","Manzanares",6.0,"Manzanares","Manzanares","Manzanares"
424,"17442","municipality","Marmato",6.0,"Marmato","Marmato","Marmato"
425,"17444","municipality","Marquetalia",6.0,"Marquetalia","Marquetalia","Marquetalia"
426,"17446","municipality","Marulanda",6.0,"Marulanda","Marulanda","Marulanda"
427,"17486","municipality","Neira",6.0,"Neira","Neira","Neira"
428,"17495","municipality","Norcasia",6.0,"Norcasia","Norcasia","Norcasia"
429,"17513","municipality","Pácora",6.0,"Pácora","Pácora","Pácora"
430,"17524","municipality","Palestina",6.0,"Palestina","Palestina","Palestina"
431,"17541","municipality","Pensilvania",6.0,"Pensilvania","Pensilvania","Pensilvania"
432,"17614","municipality","Riosucio",6.0,"Riosucio","Riosucio","Riosucio"
433,"17616","municipality","Risaralda",6.0,"Risaralda","Risaralda","Risaralda"
434,"17653","municipality","Salamina",6.0,"Salamina","Salamina","Salamina"
435,"17662","municipality","Samaná",6.0,"Samaná","Samaná","Samaná"
436,"17665","municipality","San José",6.0,"San José","San José","San José"
437,"17777","municipality","Supía",6.0,"Supía","Supía","Supía"
438,"17867","municipality","Victoria",6.0,"Victoria","Victoria","Victoria"
439,"17873","municipality","Villamaría",6.0,"Villamaría","Villamaría","Villamaría"
440,"17877","municipality","Viterbo",6.0,"Viterbo","Viterbo","Viterbo"
441,"18001","municipality","Florencia",7.0,"Florencia","Florencia","Florencia"
442,"18029","municipality","Albania",7.0,"Albania","Albania","Albania"
443,"18094","municipality","Belén De Los Andaquíes",7.0,"Belén De Los Andaquíes","Belén De Los Andaquíes","Belén De Los Andaquíes"
444,"18150","municipality","Cartagena Del Chairá",7.0,"Cartagena Del Chairá","Cartagena Del Chairá","Cartagena Del Chairá"
445,"18205","municipality","Curillo",7.0,"Curillo","Curillo","Curillo"
446,"18247","municipality","El Doncello",7.0,"El Doncello","El Doncello","El Doncello"
447,"18256","municipality","El Paujíl",7.0,"El Paujíl","El Paujíl","El Paujíl"
448,"18410","municipality","La Montañita",7.0,"La Montañita","La Montañita","La Montañita"
449,"18460","municipality","Milán",7.0,"Milán","Milán","Milán"
450,"18479","municipality","Morelia",7.0,"Morelia","Morelia","Morelia"
451,"18592","municipality","Puerto Rico",7.0,"Puerto Rico","Puerto Rico","Puerto Rico"
452,"18610","municipality","San José Del Fragua",7.0,"San José Del Fragua","San José Del Fragua","San José Del Fragua"
453,"18753","municipality","San Vicente Del Caguán",7.0,"San Vicente Del Caguán","San Vicente Del Caguán","San Vicente Del Caguán"
454,"18756","municipality","Solano",7.0,"Solano","Solano","Solano"
455,"18785","municipality","Solita",7.0,"Solita","Solita","Solita"
456,"18860","municipality","Valparaíso",7.0,"Valparaíso","Valparaíso","Valparaíso"
457,"19001","municipality","Popayán",8.0,"Popayán","Popayán","Popayán"
458,"19022","municipality","Almaguer",8.0,"Almaguer","Almaguer","Almaguer"
459,"19050","municipality","Argelia",8.0,"Argelia","Argelia","Argelia"
460,"19075","municipality","Balboa",8.0,"Balboa","Balboa","Balboa"
461,"19100","municipality","Bolívar",8.0,"Bolívar","Bolívar","Bolívar"
462,"19110","municipality","Buenos Aires",8.0,"Buenos Aires","Buenos Aires","Buenos Aires"
463,"19130","municipality","Cajibío",8.0,"Cajibío","Cajibío","Cajibío"
464,"19137","municipality","Caldono",8.0,"Caldono","Caldono","Caldono"
465,"19142","municipality","Caloto",8.0,"Caloto","Caloto","Caloto"
466,"19212","municipality","Corinto",8.0,"Corinto","Corinto","Corinto"
467,"19256","municipality","El Tambo",8.0,"El Tambo","El Tambo","El Tambo"
468,"19290","municipality","Florencia",8.0,"Florencia","Florencia","Florencia"
469,"19300","municipality","Guachené",8.0,"Guachené","Guachené","Guachené"
470,"19318","municipality","Guapí",8.0,"Guapí","Guapí","Guapí"
471,"19355","municipality","Inzá",8.0,"Inzá","Inzá","Inzá"
472,"19364","municipality","Jambaló",8.0,"Jambaló","Jambaló","Jambaló"
473,"19392","municipality","La Sierra",8.0,"La Sierra","La Sierra","La Sierra"
474,"19397","municipality","La Vega",8.0,"La Vega","La Vega","La Vega"
475,"19418","municipality","López De Micay",8.0,"López De Micay","López De Micay","López De Micay"
476,"19450","municipality","Mercaderes",8.0,"Mercaderes","Mercaderes","Mercaderes"
477,"19455","municipality","Miranda",8.0,"Miranda","Miranda","Miranda"
478,"19473","municipality","Morales",8.0,"Morales","Morales","Morales"
479,"19513","municipality","Padilla",8.0,"Padilla","Padilla","Padilla"
480,"19517","municipality","Páez",8.0,"Páez","Páez","Páez"
481,"19532","municipality","Patía",8.0,"Patía","Patía","Patía"
482,"19533","municipality","Piamonte",8.0,"Piamonte","Piamonte","Piamonte"
483,"19548","municipality","Piendamó",8.0,"Piendamó","Piendamó","Piendamó"
484,"19573","municipality","Puerto Tejada",8.0,"Puerto Tejada","Puerto Tejada","Puerto Tejada"
485,"19585","municipality","Puracé",8.0,"Puracé","Puracé","Puracé"
486,"19622","municipality","Rosas",8.0,"Rosas","Rosas","Rosas"
487,"19693","municipality","San Sebastián",8.0,"San Sebastián","San Sebastián","San Sebastián"
488,"19698","municipality","Santander De Quilichao",8.0,"Santander De Quilichao","Santander De Quilichao","Santander De Quilichao"
489,"19701","municipality","Santa Rosa",8.0,"Santa Rosa","Santa Rosa","Santa Rosa"
490,"19743","municipality","Silvia",8.0,"Silvia","Silvia","Silvia"
491,"19760","municipality","Sotara",8.0,"Sotara","Sotara","Sotara"
492,"19780","municipality","Suárez",8.0,"Suárez","Suárez","Suárez"
493,"19785","municipality","Sucre",8.0,"Sucre","Sucre","Sucre"
494,"19807","municipality","Timbío",8.0,"Timbío","Timbío","Timbío"
495,"19809","municipality","Timbiquí",8.0,"Timbiquí","Timbiquí","Timbiquí"
496,"19821","municipality","Toribío",8.0,"Toribío","Toribío","Toribío"
497,"19824","municipality","Totoró",8.0,"Totoró","Totoró","Totoró"
498,"19845","municipality","Villa Rica",8.0,"Villa Rica","Villa Rica","Villa Rica"
499,"20001","municipality","Valledupar",9.0,"Valledupar","Valledupar","Valledupar"
500,"20011","municipality","Aguachica",9.0,"Aguachica","Aguachica","Aguachica"
501,"20013","municipality","Agustín Codazzi",9.0,"Agustín Codazzi","Agustín Codazzi","Agustín Codazzi"
502,"20032","municipality","Astrea",9.0,"Astrea","Astrea","Astrea"
503,"20045","municipality","Becerril",9.0,"Becerril","Becerril","Becerril"
504,"20060","municipality","Bosconia",9.0,"Bosconia","Bosconia","Bosconia"
505,"20175","municipality","Chimichagua",9.0,"Chimichagua","Chimichagua","Chimichagua"
506,"20178","municipality","Chiriguaná",9.0,"Chiriguaná","Chiriguaná","Chiriguaná"
507,"20228","municipality","Curumaní",9.0,"Curumaní","Curumaní","Curumaní"
508,"20238","municipality","El Copey",9.0,"El Copey","El Copey","El Copey"
509,"20250","municipality","El Paso",9.0,"El Paso","El Paso","El Paso"
510,"20295","municipality","Gamarra",9.0,"Gamarra","Gamarra","Gamarra"
511,"20310","municipality","González",9.0,"González","González","González"
512,"20383","municipality","La Gloria",9.0,"La Gloria","La Gloria","La Gloria"
513,"20400","municipality","La Jagua De Ibirico",9.0,"La Jagua De Ibirico","La Jagua De Ibirico","La Jagua De Ibirico"
514,"20443","municipality","Manaure Balcón Del Cesar",9.0,"Manaure Balcón Del Cesar","Manaure Balcón Del Cesar","Manaure Balcón Del Cesar"
515,"20517","municipality","Pailitas",9.0,"Pailitas","Pailitas","Pailitas"
516,"20550","municipality","Pelaya",9.0,"Pelaya","Pelaya","Pelaya"
517,"20570","municipality","Pueblo Bello",9.0,"Pueblo Bello","Pueblo Bello","Pueblo Bello"
518,"20614","municipality","Río De Oro",9.0,"Río De Oro","Río De Oro","Río De Oro"
519,"20621","municipality","La Paz",9.0,"La Paz","La Paz","La Paz"
520,"20710","municipality","San Alberto",9.0,"San Alberto","San Alberto","San Alberto"
521,"20750","municipality","San Diego",9.0,"San Diego","San Diego","San Diego"
522,"20770","municipality","San Martín",9.0,"San Martín","San Martín","San Martín"
523,"20787","municipality","Tamalameque",9.0,"Tamalameque","Tamalameque","Tamalameque"
524,"23001","municipality","Montería",10.0,"Montería","Montería","Montería"
525,"23068","municipality","Ayapel",10.0,"Ayapel","Ayapel","Ayapel"
526,"23079","municipality","Buenavista",10.0,"Buenavista","Buenavista","Buenavista"
527,"23090","municipality","Canalete",10.0,"Canalete","Canalete","Canalete"
528,"23162","municipality","Cereté",10.0,"Cereté","Cereté","Cereté"
529,"23168","municipality","Chimá",10.0,"Chimá","Chimá","Chimá"
530,"23182","municipality","Chinú",10.0,"Chinú","Chinú","Chinú"
531,"23189","municipality","Ciénaga De Oro",10.0,"Ciénaga De Oro","Ciénaga De Oro","Ciénaga De Oro"
532,"23300","municipality","Cotorra",10.0,"Cotorra","Cotorra","Cotorra"
533,"23350","municipality","La Apartada",10.0,"La Apartada","La Apartada","La Apartada"
534,"23417","municipality","Lorica",10.0,"Lorica","Lorica","Lorica"
535,"23419","municipality","Los Córdobas",10.0,"Los Córdobas","Los Córdobas","Los Córdobas"
536,"23464","municipality","Momil",10.0,"Momil","Momil","Momil"
537,"23466","municipality","Montelíbano",10.0,"Montelíbano","Montelíbano","Montelíbano"
538,"23500","municipality","Moñitos",10.0,"Moñitos","Moñitos","Moñitos"
539,"23555","municipality","Planeta Rica",10.0,"Planeta Rica","Planeta Rica","Planeta Rica"
540,"23570","municipality","Pueblo Nuevo",10.0,"Pueblo Nuevo","Pueblo Nuevo","Pueblo Nuevo"
541,"23574","municipality","Puerto Escondido",10.0,"Puerto Escondido","Puerto Escondido","Puerto Escondido"
542,"23580","municipality","Puerto Libertador",10.0,"Puerto Libertador","Puerto Libertador","Puerto Libertador"
543,"23586","municipality","Purísima De La Concepción",10.0,"Purísima De La Concepción","Purísima De La Concepción","Purísima De La Concepción"
544,"23660","municipality","Sahagún",10.0,"Sahagún","Sahagún","Sahagún"
545,"23670","municipality","San Andrés De Sotavento",10.0,"San Andrés De Sotavento","San Andrés De Sotavento","San Andrés De Sotavento"
546,"23672","municipality","San Antero",10.0,"San Antero","San Antero","San Antero"
547,"23675","municipality","San Bernardo Del Viento",10.0,"San Bernardo Del Viento","San Bernardo Del Viento","San Bernardo Del Viento"
548,"23678","municipality","San Carlos",10.0,"San Carlos","San Carlos","San Carlos"
549,"23682","municipality","San José De Uré",10.0,"San José De Uré","San José De Uré","San José De Uré"
550,"23686","municipality","San Pelayo",10.0,"San Pelayo","San Pelayo","San Pelayo"
551,"23807","municipality","Tierralta",10.0,"Tierralta","Tierralta","Tierralta"
552,"23815","municipality","Tuchín",10.0,"Tuchín","Tuchín","Tuchín"
553,"23855","municipality","Valencia",10.0,"Valencia","Valencia","Valencia"
554,"25001","municipality","Agua De Dios",11.0,"Agua De Dios","Agua De Dios","Agua De Dios"
555,"25019","municipality","Albán",11.0,"Albán","Albán","Albán"
556,"25035","municipality","Anapoima",11.0,"Anapoima","Anapoima","Anapoima"
557,"25040","municipality","Anolaima",11.0,"Anolaima","Anolaima","Anolaima"
558,"25053","municipality","Arbeláez",11.0,"Arbeláez","Arbeláez","Arbeláez"
559,"25086","municipality","Beltrán",11.0,"Beltrán","Beltrán","Beltrán"
560,"25095","municipality","Bituima",11.0,"Bituima","Bituima","Bituima"
561,"25099","municipality","Bojacá",11.0,"Bojacá","Bojacá","Bojacá"
562,"25120","municipality","Cabrera",11.0,"Cabrera","Cabrera","Cabrera"
563,"25123","municipality","Cachipay",11.0,"Cachipay","Cachipay","Cachipay"
564,"25126","municipality","Cajicá",11.0,"Cajicá","Cajicá","Cajicá"
565,"25148","municipality","Caparrapí",11.0,"Caparrapí","Caparrapí","Caparrapí"
566,"25151","municipality","Cáqueza",11.0,"Cáqueza","Cáqueza","Cáqueza"
567,"25154","municipality","Carmen De Carupa",11.0,"Carmen De Carupa","Carmen De Carupa","Carmen De Carupa"
568,"25168","municipality","Chaguaní",11.0,"Chaguaní","Chaguaní","Chaguaní"
569,"25175","municipality","Chía",11.0,"Chía","Chía","Chía"
570,"25178","municipality","Chipaque",11.0,"Chipaque","Chipaque","Chipaque"
571,"25181","municipality","Choachí",11.0,"Choachí","Choachí","Choachí"
572,"25183","municipality","Chocontá",11.0,"Chocontá","Chocontá","Chocontá"
573,"25200","municipality","Cogua",11.0,"Cogua","Cogua","Cogua"
574,"25214","municipality","Cota",11.0,"Cota","Cota","Cota"
575,"25224","municipality","Cucunubá",11.0,"Cucunubá","Cucunubá","Cucunubá"
576,"25245","municipality","El Colegio",11.0,"El Colegio","El Colegio","El Colegio"
577,"25258","municipality","El Peñón",11.0,"El Peñón","El Peñón","El Peñón"
578,"25260","municipality","El Rosal",11.0,"El Rosal","El Rosal","El Rosal"
579,"25269","municipality","Facatativá",11.0,"Facatativá","Facatativá","Facatativá"
580,"25279","municipality","Fómeque",11.0,"Fómeque","Fómeque","Fómeque"
581,"25281","municipality","Fosca",11.0,"Fosca","Fosca","Fosca"
582,"25286","municipality","Funza",11.0,"Funza","Funza","Funza"
583,"25288","municipality","Fúquene",11.0,"Fúquene","Fúquene","Fúquene"
584,"25290","municipality","Fusagasugá",11.0,"Fusagasugá","Fusagasugá","Fusagasugá"
585,"25293","municipality","Gachalá",11.0,"Gachalá","Gachalá","Gachalá"
586,"25295","municipality","Gachancipá",11.0,"Gachancipá","Gachancipá","Gachancipá"
587,"25297","municipality","Gachetá",11.0,"Gachetá","Gachetá","Gachetá"
588,"25299","municipality","Gama",11.0,"Gama","Gama","Gama"
589,"25307","municipality","Girardot",11.0,"Girardot","Girardot","Girardot"
590,"25312","municipality","Granada",11.0,"Granada","Granada","Granada"
591,"25317","municipality","Guachetá",11.0,"Guachetá","Guachetá","Guachetá"
592,"25320","municipality","Guaduas",11.0,"Guaduas","Guaduas","Guaduas"
593,"25322","municipality","Guasca",11.0,"Guasca","Guasca","Guasca"
594,"25324","municipality","Guataquí",11.0,"Guataquí","Guataquí","Guataquí"
595,"25326","municipality","Guatavita",11.0,"Guatavita","Guatavita","Guatavita"
596,"25328","municipality","Guayabal De Síquima",11.0,"Guayabal De Síquima","Guayabal De Síquima","Guayabal De Síquima"
597,"25335","municipality","Guayabetal",11.0,"Guayabetal","Guayabetal","Guayabetal"
598,"25339","municipality","Gutiérrez",11.0,"Gutiérrez","Gutiérrez","Gutiérrez"
599,"25368","municipality","Jerusalén",11.0,"Jerusalén","Jerusalén","Jerusalén"
600,"25372","municipality","Junín",11.0,"Junín","Junín","Junín"
601,"25377","municipality","La Calera",11.0,"La Calera","La Calera","La Calera"
602,"25386","municipality","La Mesa",11.0,"La Mesa","La Mesa","La Mesa"
603,"25394","municipality","La Palma",11.0,"La Palma","La Palma","La Palma"
604,"25398","municipality","La Peña",11.0,"La Peña","La Peña","La Peña"
605,"25402","municipality","La Vega",11.0,"La Vega","La Vega","La Vega"
606,"25407","municipality","Lenguazaque",11.0,"Lenguazaque","Lenguazaque","Lenguazaque"
607,"25426","municipality","Machetá",11.0,"Machetá","Machetá","Machetá"
608,"25430","municipality","Madrid",11.0,"Madrid","Madrid","Madrid"
609,"25436","municipality","Manta",11.0,"Manta","Manta","Manta"
610,"25438","municipality","Medina",11.0,"Medina","Medina","Medina"
611,"25473","municipality","Mosquera",11.0,"Mosquera","Mosquera","Mosquera"
612,"25483","municipality","Nariño",11.0,"Nariño","Nariño","Nariño"
613,"25486","municipality","Nemocón",11.0,"Nemocón","Nemocón","Nemocón"
614,"25488","municipality","Nilo",11.0,"Nilo","Nilo","Nilo"
615,"25489","municipality","Nimaima",11.0,"Nimaima","Nimaima","Nimaima"
616,"25491","municipality","Nocaima",11.0,"Nocaima","Nocaima","Nocaima"
617,"25506","municipality","Venecia",11.0,"Venecia","Venecia","Venecia"
618,"25513","municipality","Pacho",11.0,"Pacho","Pacho","Pacho"
619,"25518","municipality","Paime",11.0,"Paime","Paime","Paime"
620,"25524","municipality","Pandi",11.0,"Pandi","Pandi","Pandi"
621,"25530","municipality","Paratebueno",11.0,"Paratebueno","Paratebueno","Paratebueno"
622,"25535","municipality","Pasca",11.0,"Pasca","Pasca","Pasca"
623,"25572","municipality","Puerto Salgar",11.0,"Puerto Salgar","Puerto Salgar","Puerto Salgar"
624,"25580","municipality","Pulí",11.0,"Pulí","Pulí","Pulí"
625,"25592","municipality","Quebradanegra",11.0,"Quebradanegra","Quebradanegra","Quebradanegra"
626,"25594","municipality","Quetame",11.0,"Quetame","Quetame","Quetame"
627,"25596","municipality","Quipile",11.0,"Quipile","Quipile","Quipile"
628,"25599","municipality","Apulo",11.0,"Apulo","Apulo","Apulo"
629,"25612","municipality","Ricaurte",11.0,"Ricaurte","Ricaurte","Ricaurte"
630,"25645","municipality","San Antonio Del Tequendama",11.0,"San Antonio Del Tequendama","San Antonio Del Tequendama","San Antonio Del Tequendama"
631,"25649","municipality","San Bernardo",11.0,"San Bernardo","San Bernardo","San Bernardo"
632,"25653","municipality","San Cayetano",11.0,"San Cayetano","San Cayetano","San Cayetano"
633,"25658","municipality","San Francisco",11.0,"San Francisco","San Francisco","San Francisco"
634,"25662","municipality","San Juan De Rioseco",11.0,"San Juan De Rioseco","San Juan De Rioseco","San Juan De Rioseco"
635,"25718","municipality","Sasaima",11.0,"Sasaima","Sasaima","Sasaima"
636,"25736","municipality","Sesquilé",11.0,"Sesquilé","Sesquilé","Sesquilé"
637,"25740","municipality","Sibaté",11.0,"Sibaté","Sibaté","Sibaté"
638,"25743","municipality","Silvania",11.0,"Silvania","Silvania","Silvania"
639,"25745","municipality","Simijaca",11.0,"Simijaca","Simijaca","Simijaca"
640,"25754","municipality","Soacha",11.0,"Soacha","Soacha","Soacha"
641,"25758","municipality","Sopó",11.0,"Sopó","Sopó","Sopó"
642,"25769","municipality","Subachoque",11.0,"Subachoque","Subachoque","Subachoque"
643,"25772","municipality","Suesca",11.0,"Suesca","Suesca","Suesca"
644,"25777","municipality","Supatá",11.0,"Supatá","Supatá","Supatá"
645,"25779","municipality","Susa",11.0,"Susa","Susa","Susa"
646,"25781","municipality","Sutatausa",11.0,"Sutatausa","Sutatausa","Sutatausa"
647,"25785","municipality","Tabio",11.0,"Tabio","Tabio","Tabio"
648,"25793","municipality","Tausa",11.0,"Tausa","Tausa","Tausa"
649,"25797","municipality","Tena",11.0,"Tena","Tena","Tena"
650,"25799","municipality","Tenjo",11.0,"Tenjo","Tenjo","Tenjo"
651,"25805","municipality","Tibacuy",11.0,"Tibacuy","Tibacuy","Tibacuy"
652,"25807","municipality","Tibirita",11.0,"Tibirita","Tibirita","Tibirita"
653,"25815","municipality","Tocaima",11.0,"Tocaima","Tocaima","Tocaima"
654,"25817","municipality","Tocancipá",11.0,"Tocancipá","Tocancipá","Tocancipá"
655,"25823","municipality","Topaipí",11.0,"Topaipí","Topaipí","Topaipí"
656,"25839","municipality","Ubalá",11.0,"Ubalá","Ubalá","Ubalá"
657,"25841","municipality","Ubaque",11.0,"Ubaque","Ubaque","Ubaque"
658,"25843","municipality","Villa De San Diego De Ubaté",11.0,"Villa De San Diego De Ubaté","Villa De San Diego De Ubaté","Villa De San Diego De Ubaté"
659,"25845","municipality","Une",11.0,"Une","Une","Une"
660,"25851","municipality","Útica",11.0,"Útica","Útica","Útica"
661,"25862","municipality","Vergara",11.0,"Vergara","Vergara","Vergara"
662,"25867","municipality","Vianí",11.0,"Vianí","Vianí","Vianí"
663,"25871","municipality","Villagómez",11.0,"Villagómez","Villagómez","Villagómez"
664,"25873","municipality","Villapinzón",11.0,"Villapinzón","Villapinzón","Villapinzón"
665,"25875","municipality","Villeta",11.0,"Villeta","Villeta","Villeta"
666,"25878","municipality","Viotá",11.0,"Viotá","Viotá","Viotá"
667,"25885","municipality","Yacopí",11.0,"Yacopí","Yacopí","Yacopí"
668,"25898","municipality","Zipacón",11.0,"Zipacón","Zipacón","Zipacón"
669,"25899","municipality","Zipaquirá",11.0,"Zipaquirá","Zipaquirá","Zipaquirá"
670,"27001","municipality","Quibdó",12.0,"Quibdó","Quibdó","Quibdó"
671,"27006","municipality","Acandí",12.0,"Acandí","Acandí","Acandí"
672,"27025","municipality","Alto Baudó",12.0,"Alto Baudó","Alto Baudó","Alto Baudó"
673,"27050","municipality","Atrato",12.0,"Atrato","Atrato","Atrato"
674,"27073","municipality","Bagadó",12.0,"Bagadó","Bagadó","Bagadó"
675,"27075","municipality","Bahía Solano",12.0,"Bahía Solano","Bahía Solano","Bahía Solano"
